Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.51	0.34	7.86	14.94	0.03
0	0	0.26	1.09	37.47	28.91	0.26
0	4	0.00	0.02	7.78	17.34	0.00
1	1	0.00	0.03	2.36	0.69	0.00
1	5	0.40	0.00	0.40	0.00	0.00
2	2	3.18	1.47	10.95	69.91	0.00
2	6	0.18	0.00	0.77	0.50	0.00
3	3	0.00	0.00	0.85	0.69	0.00
3	7	0.04	0.13	2.26	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.12	6.50	15.68	0.00
0	0	0.15	0.93	40.72	31.24	0.00
0	4	0.00	0.00	0.66	0.00	0.00
1	1	0.00	0.00	0.54	0.89	0.00
1	5	0.00	0.03	0.79	0.40	0.00
2	2	0.00	0.00	7.02	91.23	0.00
2	6	0.00	0.00	0.78	0.79	0.00
3	3	0.00	0.00	0.60	0.79	0.00
3	7	0.00	0.04	0.91	0.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.36	0.29	6.73	15.67	0.00
0	0	0.27	1.09	36.23	27.86	0.00
0	4	0.00	0.00	1.10	0.71	0.00
1	1	2.63	1.13	7.17	1.99	0.00
1	5	0.00	0.00	0.34	0.90	0.00
2	2	0.00	0.00	7.36	90.61	0.00
2	6	0.00	0.00	0.19	1.10	0.00
3	3	0.00	0.00	0.29	1.18	0.00
3	7	0.00	0.09	1.17	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.05	6.15	16.13	0.00
0	0	0.15	0.32	37.58	34.88	0.00
0	4	0.00	0.00	0.70	0.00	0.00
1	1	0.00	0.00	0.44	1.01	0.00
1	5	0.00	0.00	0.36	0.69	0.00
2	2	0.00	0.00	8.40	89.79	0.00
2	6	0.00	0.00	0.40	1.00	0.00
3	3	0.00	0.00	0.20	0.89	0.00
3	7	0.00	0.05	1.11	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.12	6.27	15.83	0.28
0	0	0.14	0.67	38.65	32.66	0.00
0	4	0.00	0.00	1.09	0.00	0.00
1	1	0.00	0.00	0.28	1.09	0.00
1	5	0.00	0.00	0.27	0.79	0.00
2	2	0.00	0.20	8.15	87.88	1.59
2	6	0.00	0.00	0.33	1.97	0.00
3	3	0.00	0.02	0.19	0.90	0.00
3	7	0.00	0.10	1.17	1.34	0.61
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.01	0.64	6.63	13.88	0.13
0	0	0.12	1.52	30.94	20.43	1.03
0	4	0.00	0.03	7.91	26.75	0.00
1	1	7.94	2.59	6.60	0.59	0.00
1	5	0.00	0.00	0.97	1.28	0.00
2	2	0.00	0.74	4.61	58.68	0.00
2	6	0.00	0.00	0.34	1.47	0.00
3	3	0.00	0.00	0.71	1.47	0.00
3	7	0.02	0.24	0.96	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.22	7.86	14.65	0.00
0	0	0.15	1.64	45.90	24.41	0.00
0	4	0.00	0.03	11.28	86.85	0.00
1	1	0.00	0.00	1.47	0.30	0.00
1	5	0.00	0.00	0.86	1.39	0.00
2	2	0.00	0.00	1.04	0.90	0.00
2	6	0.00	0.00	0.52	1.39	0.00
3	3	0.00	0.02	0.49	1.29	0.00
3	7	0.00	0.06	1.29	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.28	7.33	14.60	0.00
0	0	0.16	2.15	44.72	25.15	0.00
0	4	0.00	0.02	10.46	87.70	0.00
1	1	0.00	0.00	0.19	0.99	0.00
1	5	0.00	0.00	0.18	0.79	0.00
2	2	0.00	0.00	0.14	0.40	0.00
2	6	0.00	0.00	1.82	1.38	0.00
3	3	0.00	0.00	0.22	0.40	0.00
3	7	0.00	0.03	0.94	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.29	7.75	17.50	0.62
0	0	0.08	2.07	48.17	23.06	0.00
0	4	0.00	0.00	3.83	17.68	4.99
1	1	0.00	0.00	1.29	2.35	0.00
1	5	0.11	0.18	1.37	21.86	0.00
2	2	0.00	0.00	5.62	72.64	0.00
2	6	0.00	0.00	0.38	1.18	0.00
3	3	0.18	0.00	0.25	0.80	0.00
3	7	0.00	0.06	1.06	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.29	6.62	15.81	0.48
0	0	0.09	2.27	43.05	26.04	0.00
0	4	0.00	0.00	0.47	0.29	3.87
1	1	0.00	0.02	1.00	1.09	0.00
