Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	0.12	9.30	3.47	0.00
0	0	0.13	0.73	62.27	19.96	0.00
0	4	0.00	0.00	0.46	0.10	0.00
1	1	0.00	0.03	2.62	2.77	0.00
1	5	0.64	0.00	1.60	1.28	0.00
2	2	0.00	0.01	0.71	0.10	0.00
2	6	0.72	0.07	2.65	1.22	0.00
3	3	0.00	0.06	2.46	1.09	0.00
3	7	0.00	0.07	1.46	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.61	3.14	0.00
0	0	0.08	0.34	64.01	21.63	0.00
0	4	0.00	0.00	0.31	0.18	0.00
1	1	0.00	0.01	0.95	0.10	0.00
1	5	0.00	0.00	0.96	0.40	0.00
2	2	0.00	0.00	0.84	0.79	0.00
2	6	0.00	0.00	0.33	0.82	0.00
3	3	0.00	0.02	1.09	0.49	0.00
3	7	0.00	0.00	0.39	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	8.36	3.49	0.00
0	0	0.09	0.08	64.82	22.02	0.00
0	4	0.00	0.03	0.50	0.00	0.00
1	1	0.00	0.00	0.10	0.40	0.00
1	5	0.00	0.00	0.19	0.99	0.00
2	2	0.00	0.00	0.37	0.79	0.00
2	6	0.00	0.00	0.34	1.29	0.00
3	3	0.00	0.00	0.48	1.30	0.00
3	7	0.00	0.00	0.10	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.60	3.39	0.00
0	0	0.08	0.21	64.83	21.89	0.00
0	4	0.00	0.00	1.14	0.09	0.00
1	1	0.00	0.00	0.72	0.20	0.00
1	5	0.00	0.01	0.80	0.68	0.00
2	2	0.00	0.00	0.19	0.98	0.00
2	6	0.00	0.00	0.18	1.05	0.00
3	3	0.00	0.02	0.67	1.08	0.00
3	7	0.00	0.00	0.24	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.10	8.35	3.42	0.04
0	0	0.07	0.77	62.99	20.07	0.00
0	4	0.00	0.00	0.28	0.89	0.27
1	1	0.00	0.01	0.56	0.89	0.00
1	5	0.00	0.02	0.87	1.39	0.03
2	2	0.00	0.00	0.38	1.62	0.00
2	6	0.00	0.00	0.28	0.94	0.00
3	3	0.00	0.00	0.98	0.80	0.00
3	7	0.00	0.00	0.45	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.62	3.62	0.00
0	0	0.08	0.31	65.10	21.52	0.00
0	4	0.00	0.00	0.29	0.49	0.00
1	1	0.00	0.02	0.60	0.99	0.00
1	5	0.00	0.00	0.96	0.79	0.00
2	2	0.00	0.00	0.44	1.09	0.00
2	6	0.00	0.00	0.57	1.30	0.00
3	3	0.00	0.01	0.49	0.89	0.00
3	7	0.00	0.00	0.48	1.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.14	8.74	3.41	0.00
0	0	0.07	1.05	64.20	21.21	0.00
0	4	0.09	0.00	1.19	0.00	0.01
1	1	0.08	0.03	0.81	0.40	0.00
1	5	0.01	0.02	0.30	1.24	0.00
2	2	0.00	0.00	1.07	0.89	0.00
2	6	0.00	0.00	0.64	2.75	0.00
3	3	0.00	0.00	0.83	0.39	0.00
3	7	0.00	0.01	0.89	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.03	8.43	3.41	0.00
0	0	0.09	0.20	64.88	21.84	0.00
0	4	0.00	0.00	0.85	0.00	0.00
1	1	0.00	0.02	0.54	1.09	0.00
1	5	0.00	0.02	0.50	0.59	0.00
2	2	0.00	0.00	0.10	0.66	0.00
2	6	0.00	0.00	0.19	0.89	0.00
3	3	0.16	0.00	0.19	1.09	0.00
3	7	0.00	0.00	0.23	1.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.57	3.49	0.01
0	0	0.08	0.17	65.04	21.64	0.00
0	4	0.00	0.00	0.86	0.00	0.10
1	1	0.00	0.01	0.96	1.15	0.00
1	5	0.00	0.02	0.38	1.59	0.00
2	2	0.00	0.02	0.39	1.03	0.00
2	6	0.00	0.00	0.18	0.99	0.00
3	3	0.00	0.00	0.28	0.89	0.00
3	7	0.00	0.00	0.45	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.09	8.27	3.25	0.33
0	0	0.06	0.66	62.59	20.70	0.00
0	4	0.00	0.00	0.89	0.00	0.00
1	1	0.00	0.00	1.08	0.49	0.00
1	5	0.01	0.01	0.50	0.61	2.61
2	2	0.00	0.00	0.23	1.00	0.00
2	6	0.00	0.02	0.19	0.99	0.00
3	3	0.00	0.00	0.38	1.09	0.00
3	7	0.00	0.00	0.29	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	8.61	3.33	0.00
0	0	0.08	0.56	64.79	21.58	0.00
0	4	0.00	0.03	0.59	0.00	0.00
1	1	0.00	0.03	1.28	0.08	0.00
1	5	0.00	0.02	0.94	0.98	0.00
2	2	0.00	0.00	0.26	1.28	0.00
2	6	0.00	0.00	0.44	0.79	0.00
3	3	0.00	0.00	0.43	0.89	0.00
3	7	0.00	0.00	0.10	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.78	3.34	0.29
0	0	0.08	0.43	64.87	20.87	0.00
0	4	0.00	0.03	0.89	0.19	1.61
1	1	0.00	0.00	1.01	0.79	0.00
1	5	0.00	0.05	0.94	0.73	0.72
2	2	0.00	0.00	0.39	1.08	0.00
2	6	0.00	0.00	1.17	0.69	0.00
3	3	0.00	0.00	0.75	1.28	0.00
3	7	0.00	0.00	0.24	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	8.59	3.39	0.35
0	0	0.08	0.65	64.78	21.47	0.00
0	4	0.00	0.00	0.87	0.09	2.78
1	1	0.00	0.00	0.35	0.89	0.00
1	5	0.00	0.00	1.43	0.98	0.00
2	2	0.00	0.02	0.29	1.00	0.00
2	6	0.00	0.00	0.28	0.99	0.00
3	3	0.00	0.00	0.29	1.08	0.00
3	7	0.00	0.00	0.45	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.46	3.50	0.00
0	0	0.10	0.22	64.83	21.83	0.00
0	4	0.00	0.00	0.50	0.00	0.00
1	1	0.00	0.00	0.32	0.99	0.00
1	5	0.00	0.04	1.00	1.49	0.00
2	2	0.00	0.00	0.25	1.09	0.00
2	6	0.00	0.00	0.13	0.99	0.00
3	3	0.00	0.00	0.39	0.80	0.00
3	7	0.00	0.00	0.28	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.34	3.66	0.65
0	0	0.08	0.34	63.31	20.47	3.24
0	4	0.00	0.02	0.98	0.00	0.00
1	1	0.00	0.00	0.28	2.19	0.00
1	5	0.00	0.05	0.83	1.49	1.92
2	2	0.00	0.00	0.36	2.17	0.00
2	6	0.00	0.00	0.34	0.99	0.00
3	3	0.00	0.00	0.42	0.80	0.00
3	7	0.00	0.00	0.20	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.71	3.31	0.00
0	0	0.07	0.35	65.03	21.57	0.00
0	4	0.00	0.00	1.13	0.00	0.00
1	1	0.00	0.00	0.52	0.21	0.00
1	5	0.00	0.08	1.12	0.53	0.00
2	2	0.00	0.00	0.69	0.98	0.00
2	6	0.00	0.00	0.28	1.08	0.00
3	3	0.00	0.00	0.65	0.89	0.00
3	7	0.00	0.00	0.24	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.73	3.60	0.11
0	0	0.08	0.34	64.57	21.27	0.00
0	4	0.00	0.00	1.26	0.19	0.90
1	1	0.00	0.00	1.01	1.82	0.00
1	5	0.00	0.03	1.41	0.41	0.00
2	2	0.00	0.12	0.40	1.18	0.00
2	6	0.00	0.00	0.29	1.29	0.00
3	3	0.00	0.00	0.39	1.38	0.00
3	7	0.00	0.00	0.55	1.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.59	3.54	0.00
0	0	0.07	0.21	64.94	21.76	0.00
0	4	0.00	0.00	0.29	1.09	0.00
1	1	0.00	0.00	0.99	0.50	0.00
1	5	0.00	0.00	0.45	0.80	0.00
2	2	0.00	0.00	0.24	1.09	0.00
2	6	0.00	0.00	0.42	0.99	0.00
3	3	0.00	0.00	0.39	1.09	0.00
3	7	0.00	0.00	0.98	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.68	3.25	0.00
0	0	0.08	0.28	64.80	21.85	0.00
0	4	0.00	0.00	0.61	0.31	0.00
1	1	0.00	0.01	0.96	0.59	0.00
1	5	0.00	0.06	0.40	0.60	0.00
2	2	0.00	0.00	0.28	0.89	0.00
2	6	0.00	0.00	0.44	0.89	0.00
3	3	0.00	0.00	1.08	0.49	0.00
3	7	0.00	0.01	0.89	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.28	3.56	0.00
0	0	0.09	0.39	62.83	20.89	0.00
0	4	0.00	0.00	0.56	0.00	0.00
1	1	0.00	0.00	0.34	0.61	0.00
1	5	0.00	0.07	0.92	4.13	0.00
2	2	0.00	0.00	0.49	0.20	0.00
2	6	0.00	0.00	0.20	0.99	0.00
3	3	0.00	0.00	0.47	0.90	0.00
3	7	0.00	0.00	0.45	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.49	3.42	0.00
0	0	0.08	0.42	64.77	21.78	0.00
0	4	0.00	0.00	0.88	0.00	0.00
1	1	0.00	0.00	0.37	0.89	0.00
1	5	0.00	0.00	0.84	0.51	0.00
2	2	0.00	0.00	0.32	0.90	0.00
2	6	0.00	0.00	0.19	1.09	0.00
3	3	0.00	0.00	0.29	0.98	0.00
3	7	0.00	0.01	0.26	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.07	8.46	3.40	0.00
0	0	0.14	0.33	64.29	21.45	0.00
0	4	0.00	0.00	0.89	0.00	0.00
1	1	0.00	0.00	0.80	0.49	0.00
1	5	0.00	0.02	0.76	1.09	0.00
2	2	0.00	0.00	0.24	0.89	0.00
2	6	0.00	0.00	0.13	1.09	0.00
3	3	0.00	0.00	0.39	1.19	0.00
3	7	0.00	0.17	0.21	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.78	3.62	0.00
0	0	0.08	0.27	64.92	21.82	0.00
0	4	0.00	0.03	0.60	0.00	0.00
1	1	0.00	0.00	1.99	1.79	0.00
1	5	0.00	0.00	0.67	1.98	0.00
2	2	0.00	0.00	0.27	1.09	0.00
2	6	0.00	0.00	0.45	0.89	0.00
3	3	0.00	0.00	0.53	0.89	0.00
3	7	0.00	0.00	0.79	0.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.16	8.35	3.08	0.00
0	0	0.07	1.18	61.82	19.14	0.00
0	4	0.00	0.00	1.13	0.00	0.00
1	1	0.00	0.02	1.06	0.22	0.00
1	5	0.00	0.10	0.49	0.89	0.00
2	2	0.00	0.00	0.29	0.99	0.00
2	6	0.00	0.00	0.55	1.09	0.00
3	3	0.00	0.00	0.65	1.28	0.00
3	7	0.00	0.00	0.79	1.02	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.39	3.16	0.00
0	0	0.08	0.38	63.01	20.74	0.00
0	4	0.00	0.00	0.87	0.00	0.00
1	1	0.00	0.00	0.65	0.49	0.00
1	5	0.00	0.05	1.00	0.49	0.03
2	2	0.00	0.02	0.20	0.99	0.00
2	6	0.00	0.00	0.78	0.90	0.00
3	3	0.00	0.00	0.38	0.78	0.00
3	7	0.03	0.00	0.25	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.49	3.45	0.00
0	0	0.07	0.23	64.58	22.23	0.00
0	4	0.00	0.00	0.89	0.00	0.00
1	1	0.00	0.01	0.37	0.88	0.00
1	5	0.00	0.00	0.81	0.69	0.00
2	2	0.00	0.00	0.24	1.00	0.00
2	6	0.00	0.00	0.23	0.89	0.00
3	3	0.00	0.00	0.49	1.09	0.00
3	7	0.00	0.00	0.29	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.61	3.56	0.11
0	0	0.07	0.22	64.47	21.57	0.00
0	4	0.00	0.03	0.49	0.41	0.00
1	1	0.00	0.00	0.76	0.79	0.00
1	5	0.00	0.05	1.04	1.49	0.00
2	2	0.00	0.00	0.36	0.89	0.00
2	6	0.00	0.00	1.12	1.09	0.00
3	3	0.00	0.00	0.43	1.09	0.00
3	7	0.00	0.01	0.22	1.19	0.89
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.57	3.30	0.00
0	0	0.05	0.06	65.24	21.87	0.00
0	4	0.00	0.00	0.52	0.40	0.00
1	1	0.00	0.01	0.49	0.40	0.00
1	5	0.00	0.03	0.77	0.50	0.00
2	2	0.00	0.00	0.28	0.89	0.00
2	6	0.00	0.00	0.36	0.79	0.00
3	3	0.00	0.00	0.15	1.09	0.00
3	7	0.00	0.03	0.78	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.62	3.47	0.00
0	0	0.03	0.30	65.53	21.32	0.00
0	4	0.00	0.00	0.57	0.00	0.00
1	1	0.00	0.00	0.15	1.49	0.00
1	5	0.00	0.07	0.94	0.79	0.00
2	2	0.00	0.00	0.69	0.00	0.00
2	6	0.00	0.00	0.38	1.68	0.00
3	3	0.00	0.00	0.37	1.19	0.00
3	7	0.00	0.00	0.34	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.43	3.13	0.00
0	0	0.03	0.37	63.20	20.61	0.00
0	4	0.00	0.00	0.88	0.00	0.00
1	1	0.00	0.00	0.36	0.90	0.00
1	5	0.01	0.04	0.69	0.80	0.02
2	2	0.00	0.00	0.85	0.39	0.00
