Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.28	1.50	0.94	0.00
0	0	0.00	2.04	1.36	0.40	0.00
0	4	0.00	0.04	1.28	0.69	0.00
1	1	0.10	0.00	1.29	0.49	0.00
1	5	0.09	0.06	1.74	0.49	0.00
2	2	0.17	0.00	1.48	0.39	0.00
2	6	0.00	0.06	1.39	1.68	0.00
3	3	0.05	0.00	1.48	1.18	0.00
3	7	0.00	0.00	2.02	2.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.72	7.87	7.18	0.96
0	0	0.02	3.53	22.60	2.35	0.00
0	4	0.00	0.23	8.21	6.26	7.68
1	1	0.00	0.00	2.71	6.46	0.00
1	5	0.00	0.14	3.84	1.88	0.00
2	2	0.00	0.12	4.58	2.46	0.00
2	6	0.12	1.19	3.66	23.50	0.00
3	3	0.00	0.24	9.00	10.74	0.00
3	7	0.28	0.35	8.34	3.77	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.40	1.34	6.11	13.64	7.11
0	0	8.52	2.54	32.87	10.75	0.00
0	4	0.00	0.00	0.51	0.80	56.89
1	1	10.00	8.12	6.97	0.10	0.00
1	5	0.00	0.04	1.50	1.56	0.00
2	2	0.00	0.00	0.20	0.89	0.00
2	6	0.00	0.02	5.15	93.44	0.00
3	3	0.00	0.00	1.14	0.40	0.00
3	7	0.71	0.00	0.53	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.61	9.07	12.53	9.18
0	0	0.03	4.82	62.88	0.00	0.00
0	4	0.00	0.01	0.79	2.37	73.46
1	1	0.00	0.00	1.29	0.49	0.00
1	5	0.00	0.02	0.75	1.39	0.00
2	2	0.00	0.00	0.53	0.00	0.00
2	6	0.00	0.00	4.93	93.25	0.00
3	3	0.00	0.00	0.20	1.58	0.00
3	7	0.00	0.00	1.17	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.63	6.79	9.10	5.93
0	0	0.02	4.62	37.52	3.82	0.00
0	4	0.00	0.03	1.56	0.78	44.07
1	1	0.10	0.03	2.12	1.62	0.00
1	5	0.00	0.10	2.90	3.67	1.00
2	2	0.00	0.03	1.54	1.67	0.00
2	6	0.00	0.19	6.30	54.84	2.36
3	3	0.00	0.02	1.67	3.21	0.00
3	7	0.00	0.03	0.75	3.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.62	1.30	0.00
0	0	0.00	0.00	0.36	1.09	0.00
0	4	0.00	0.01	1.29	2.00	0.00
1	1	0.00	0.12	0.65	2.28	0.00
1	5	0.00	0.00	1.01	0.21	0.00
2	2	0.00	0.00	0.67	0.50	0.00
2	6	0.00	0.00	0.35	2.01	0.00
3	3	0.00	0.00	0.33	0.99	0.00
3	7	0.00	0.00	0.31	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.02	0.59	1.24	0.03
0	0	0.00	0.02	0.20	0.80	0.00
0	4	0.00	0.11	0.92	0.91	0.28
1	1	0.00	0.02	0.63	1.08	0.00
1	5	0.00	0.05	1.26	1.56	0.00
2	2	0.00	0.00	0.44	1.09	0.00
2	6	0.00	0.00	0.42	2.02	0.00
3	3	0.77	0.00	0.29	1.20	0.00
3	7	0.00	0.01	0.53	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.64	0.57	0.00
0	0	0.00	0.02	0.50	0.00	0.00
0	4	0.00	0.00	0.60	0.00	0.00
1	1	0.00	0.00	1.07	0.79	0.00
1	5	0.00	0.01	0.96	0.59	0.00
2	2	0.00	0.00	0.84	0.79	0.00
2	6	0.00	0.00	0.30	0.94	0.00
3	3	0.00	0.00	0.18	1.09	0.00
3	7	0.00	0.00	0.69	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.42	0.65	0.00
0	0	0.00	0.00	0.62	0.00	0.00
0	4	0.00	0.00	0.50	0.00	0.00
1	1	0.00	0.00	0.28	0.99	0.00
1	5	0.00	0.07	0.80	0.69	0.00
2	2	0.00	0.00	0.24	0.89	0.00
2	6	0.00	0.02	0.19	0.98	0.00
3	3	0.00	0.00	0.20	0.89	0.00
3	7	0.00	0.00	0.54	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.60	1.11	0.00
0	0	0.00	0.00	0.39	0.59	0.00
0	4	0.00	0.00	0.89	2.01	0.00
1	1	0.00	0.00	0.24	1.19	0.00
1	5	0.00	0.10	1.36	0.70	0.00
2	2	0.00	0.00	0.20	0.89	0.00
2	6	0.00	0.00	0.55	1.02	0.00
3	3	0.00	0.00	0.76	0.96	0.00
3	7	0.00	0.00	0.43	1.52	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.28	0.69	1.38	0.01
0	0	0.00	0.00	0.26	1.18	0.00
0	4	0.00	0.00	0.24	0.99	0.00
1	1	0.00	0.00	0.20	0.97	0.00
1	5	0.00	0.09	2.48	0.59	0.00
2	2	0.00	0.00	0.73	1.88	0.00
2	6	0.00	2.17	0.42	0.99	0.10
3	3	0.00	0.00	0.29	1.78	0.00
3	7	0.00	0.00	0.90	2.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	0.67	0.87	0.00
0	0	0.00	0.00	0.10	0.79	0.00
0	4	0.00	0.01	1.24	1.71	0.00
