Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.04	9.47	3.41	0.00
0	0	0.08	0.24	65.11	21.30	0.00
0	4	0.00	0.00	0.60	0.59	0.00
1	1	0.78	0.00	1.50	0.78	0.00
1	5	0.00	0.02	1.19	0.79	0.00
2	2	0.00	0.00	0.99	0.39	0.00
2	6	0.00	0.05	2.35	0.69	0.00
3	3	0.00	0.00	1.30	1.86	0.00
3	7	0.00	0.04	2.54	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.60	3.43	0.00
0	0	0.07	0.52	64.72	21.51	0.00
0	4	0.00	0.00	0.85	0.28	0.00
1	1	0.00	0.00	0.65	0.59	0.00
1	5	0.00	0.00	0.76	0.90	0.00
2	2	0.00	0.02	0.89	0.50	0.00
2	6	0.00	0.00	0.20	1.98	0.00
3	3	0.00	0.00	0.29	0.85	0.00
3	7	0.00	0.00	0.47	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.46	3.63	0.17
0	0	0.08	0.43	64.94	21.48	0.00
0	4	0.03	0.02	0.47	1.08	1.40
1	1	0.00	0.00	0.48	0.89	0.00
1	5	0.00	0.00	0.48	1.39	0.00
2	2	0.00	0.05	0.20	0.99	0.00
2	6	0.00	0.00	0.46	1.68	0.00
3	3	0.00	0.01	0.39	0.74	0.00
3	7	0.00	0.00	0.29	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.12	8.56	3.44	0.00
0	0	0.07	0.87	64.48	21.36	0.00
0	4	0.00	0.07	0.69	1.19	0.00
1	1	0.00	0.00	0.23	0.89	0.00
1	5	0.00	0.02	0.60	1.09	0.00
2	2	0.00	0.00	0.56	0.99	0.00
2	6	0.00	0.00	0.35	0.89	0.00
3	3	0.00	0.00	0.82	0.31	0.00
3	7	0.00	0.01	0.79	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.12	3.64	0.48
0	0	0.07	0.50	62.61	20.86	3.26
0	4	0.00	0.00	0.70	0.99	0.58
1	1	0.00	0.00	0.14	0.40	0.00
1	5	0.00	0.03	0.51	1.08	0.00
2	2	0.00	0.00	0.00	0.79	0.00
2	6	0.00	0.00	0.19	1.48	0.00
3	3	0.00	0.00	0.26	1.77	0.00
3	7	0.00	0.00	0.53	1.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.69	3.40	0.32
0	0	0.08	0.35	65.05	21.47	0.00
0	4	0.00	0.00	0.85	1.18	2.59
1	1	0.00	0.00	0.37	1.18	0.00
1	5	0.00	0.01	0.66	1.29	0.00
2	2	0.00	0.00	1.02	0.29	0.00
2	6	0.00	0.01	0.90	0.30	0.00
3	3	0.00	0.00	0.29	0.84	0.00
3	7	0.00	0.00	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.07	8.63	3.26	0.27
0	0	0.07	0.50	65.43	20.87	0.00
0	4	0.05	0.02	0.79	0.00	0.19
1	1	0.00	0.00	0.10	0.90	0.00
1	5	0.00	0.02	0.69	0.89	0.00
2	2	0.00	0.00	0.36	0.79	0.00
2	6	0.02	0.00	0.25	0.91	2.00
3	3	0.00	0.00	0.60	0.92	0.00
3	7	0.03	0.00	0.79	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.62	3.35	0.17
0	0	0.07	0.38	65.12	21.39	0.00
0	4	0.00	0.00	0.78	0.89	1.37
1	1	0.00	0.00	0.62	0.00	0.00
1	5	0.00	0.05	0.99	0.09	0.00
2	2	0.00	0.00	0.58	1.19	0.00
2	6	0.00	0.00	0.37	1.28	0.00
3	3	0.00	0.00	0.25	1.07	0.00
3	7	0.00	0.00	0.24	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.80	3.39	0.08
0	0	0.07	0.39	64.83	21.69	0.00
0	4	0.00	0.01	0.94	0.49	0.61
1	1	0.00	0.00	0.45	1.00	0.00
1	5	0.00	0.00	1.15	0.80	0.00
2	2	0.00	0.01	0.71	0.50	0.00
2	6	0.00	0.00	1.11	0.49	0.00
3	3	0.00	0.00	0.30	1.23	0.00
3	7	0.00	0.00	0.91	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.41	3.70	0.66
0	0	0.07	0.53	63.12	20.36	0.00
0	4	0.00	0.00	0.76	1.26	5.30
1	1	0.00	0.00	0.51	1.10	0.00
1	5	0.00	0.01	0.88	1.59	0.00
2	2	0.00	0.00	0.74	1.19	0.00
2	6	0.00	0.00	0.51	1.58	0.00
3	3	0.00	0.02	0.38	1.51	0.00
3	7	0.00	0.00	0.39	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.48	3.47	0.00
0	0	0.08	0.29	64.74	21.85	0.00
0	4	0.00	0.00	0.70	0.59	0.00
1	1	0.00	0.02	0.20	0.30	0.00
1	5	0.00	0.00	0.28	0.80	0.00
2	2	0.00	0.00	0.79	0.98	0.00
2	6	0.00	0.00	0.40	1.38	0.00
3	3	0.00	0.00	0.25	0.90	0.00
3	7	0.00	0.00	0.52	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.37	3.47	0.27
0	0	0.06	0.37	64.64	21.02	0.00
0	4	0.00	0.02	0.78	1.09	2.19
1	1	0.00	0.00	0.14	0.99	0.00
1	5	0.00	0.02	0.41	1.19	0.00
2	2	0.00	0.00	0.19	0.70	0.00
2	6	0.00	0.00	0.29	0.89	0.00
3	3	0.00	0.00	0.27	0.97	0.00
3	7	0.00	0.01	0.25	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.61	3.64	0.12
0	0	0.08	0.21	64.93	21.63	0.00
0	4	0.00	0.00	0.77	0.50	0.98
1	1	0.00	0.00	0.35	0.89	0.00
1	5	0.00	0.00	0.46	1.30	0.00
2	2	0.00	0.13	0.20	0.79	0.00
2	6	0.00	0.00	0.28	0.99	0.00
