Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.03	13.46	1.38	0.13
0	0	0.00	0.09	97.45	0.00	0.00
0	4	0.00	0.00	1.42	3.64	1.00
1	1	0.00	0.00	2.58	2.93	0.00
1	5	0.74	0.00	0.30	0.00	0.00
2	2	0.00	0.00	0.44	0.00	0.00
2	6	0.02	0.00	2.76	1.52	0.00
3	3	0.01	0.02	0.46	0.30	0.00
3	7	0.03	0.13	2.23	2.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	12.81	0.63	0.00
0	0	0.00	0.00	97.81	0.00	0.00
0	4	0.00	0.00	0.13	0.40	0.00
1	1	0.00	0.00	0.49	0.99	0.00
1	5	0.00	0.00	1.08	0.79	0.00
2	2	0.00	0.00	0.76	0.89	0.00
2	6	0.00	0.00	0.25	0.89	0.00
3	3	0.00	0.07	1.09	0.30	0.00
3	7	0.00	0.02	0.90	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.04	12.66	0.96	0.09
0	0	0.00	0.26	96.83	0.00	0.00
0	4	0.00	0.02	0.45	1.78	0.00
1	1	0.00	0.00	1.34	0.99	0.00
1	5	0.00	0.00	0.81	1.58	0.00
2	2	0.27	0.00	0.20	0.53	0.69
2	6	0.00	0.00	0.27	0.89	0.00
3	3	0.00	0.00	1.01	0.59	0.00
3	7	0.00	0.00	0.40	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.02	12.73	0.90	0.00
0	0	0.00	0.17	97.61	0.00	0.00
0	4	0.00	0.00	0.04	0.60	0.00
1	1	0.00	0.00	0.54	1.19	0.00
1	5	0.00	0.00	0.49	0.99	0.00
2	2	0.00	0.00	0.55	0.59	0.00
2	6	0.00	0.00	1.74	1.39	0.00
3	3	0.00	0.02	0.62	1.48	0.00
3	7	0.71	0.00	0.29	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	12.63	0.89	0.00
0	0	0.00	0.10	97.66	0.00	0.00
0	4	0.01	0.03	0.81	0.79	0.00
