Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.76	71.44	16.27	0.00
0	0	0.00	0.60	74.00	14.74	0.00
0	4	0.01	0.57	75.14	15.16	0.00
1	1	0.01	0.40	71.90	17.77	0.00
1	5	0.00	0.41	70.35	20.15	0.00
2	2	0.20	0.54	68.89	20.75	0.00
2	6	0.01	0.62	68.74	21.77	0.00
3	3	0.01	0.78	78.94	10.61	0.00
3	7	0.00	2.16	64.03	9.35	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.62	71.19	16.95	0.00
0	0	0.00	0.46	76.65	12.22	0.00
0	4	0.00	0.42	72.10	18.72	0.00
1	1	0.00	0.38	71.45	18.61	0.00
1	5	0.01	0.30	68.04	22.87	0.00
2	2	0.01	0.52	70.12	19.78	0.00
2	6	0.00	0.45	69.05	21.70	0.00
3	3	0.00	0.56	78.25	11.56	0.00
3	7	0.00	1.90	63.61	10.06	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.66	70.89	17.12	0.00
0	0	0.01	0.42	74.07	14.80	0.00
0	4	0.00	0.48	73.41	17.17	0.00
1	1	0.00	0.38	72.07	17.91	0.00
1	5	0.00	0.38	68.76	22.06	0.00
2	2	0.01	0.51	68.93	20.97	0.00
2	6	0.00	0.57	68.51	22.14	0.00
3	3	0.01	0.57	78.57	11.16	0.00
3	7	0.01	1.98	62.82	10.75	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	72.25	15.80	0.00
0	0	0.00	0.42	76.85	12.07	0.00
0	4	0.00	0.39	71.88	18.94	0.00
1	1	0.01	0.37	72.20	17.80	0.00
1	5	0.01	0.40	70.03	20.81	0.00
2	2	0.01	0.52	71.00	18.87	0.00
2	6	0.01	0.44	68.58	22.19	0.00
3	3	0.00	0.62	80.73	9.01	0.00
3	7	0.01	2.27	66.69	6.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.90	70.22	15.98	0.00
0	0	0.01	0.43	74.31	13.07	0.00
0	4	0.00	0.44	69.02	20.31	0.00
1	1	0.01	2.21	70.61	15.79	0.00
1	5	0.01	0.30	68.81	20.23	0.00
2	2	0.01	0.46	70.09	18.42	0.00
2	6	0.00	0.48	68.75	20.40	0.00
3	3	0.00	0.63	75.76	12.35	0.00
3	7	0.05	2.26	64.15	7.24	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.67	72.01	15.97	0.00
0	0	0.01	0.46	75.62	13.43	0.00
0	4	0.00	0.72	71.58	18.87	0.00
1	1	0.00	0.42	74.86	14.98	0.00
1	5	0.00	0.36	70.86	19.93	0.00
2	2	0.01	0.51	70.48	19.35	0.00
2	6	0.00	0.40	68.90	21.95	0.00
3	3	0.01	0.66	79.08	10.57	0.00
3	7	0.00	1.87	64.93	8.74	0.00
