Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	5.31	0.58	11.85	7.03	0.00
0	0	42.31	1.18	22.48	28.06	0.00
0	4	0.01	3.31	64.99	23.97	0.00
1	1	0.00	0.00	1.30	1.55	0.00
1	5	0.00	0.04	1.28	0.59	0.00
2	2	0.00	0.03	1.19	0.29	0.00
2	6	0.20	0.00	0.70	0.78	0.00
3	3	0.00	0.00	1.46	0.59	0.00
3	7	0.00	0.06	1.38	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.21	0.50	11.40	5.40	0.65
0	0	25.65	1.56	46.06	20.72	0.11
0	4	0.00	2.21	36.70	16.08	5.12
1	1	0.00	0.13	4.59	3.16	0.00
1	5	0.00	0.00	0.08	0.40	0.00
2	2	0.00	0.00	1.09	1.24	0.00
2	6	0.00	0.00	2.11	0.79	0.00
3	3	0.00	0.12	0.10	0.49	0.00
3	7	0.00	0.00	0.45	0.34	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.31	9.06	4.68	0.25
0	0	0.00	2.37	65.40	25.75	0.00
0	4	0.00	0.00	1.45	1.98	1.98
1	1	0.00	0.11	1.47	1.27	0.00
1	5	0.00	0.00	0.34	1.09	0.00
2	2	0.00	0.00	0.52	0.60	0.00
2	6	0.00	0.00	0.72	1.98	0.00
3	3	0.00	0.02	2.11	3.28	0.00
3	7	0.00	0.00	0.44	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.28	8.72	4.02	0.00
0	0	0.00	2.15	64.09	27.25	0.00
0	4	0.00	0.00	1.08	0.00	0.00
1	1	0.00	0.07	1.37	0.49	0.00
1	5	0.00	0.00	0.25	0.99	0.00
2	2	0.00	0.00	1.02	0.79	0.00
2	6	0.00	0.01	1.08	0.39	0.00
3	3	0.00	0.00	0.39	1.18	0.00
3	7	0.00	0.00	0.47	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.16	0.71	7.30	4.82	0.43
0	0	18.02	1.09	11.48	11.53	0.06
0	4	0.00	0.01	1.56	2.20	0.00
1	1	15.27	4.62	41.81	15.08	0.00
1	5	0.00	0.00	1.51	1.39	0.00
2	2	0.00	0.00	0.25	1.58	0.00
2	6	0.00	0.00	0.24	1.10	0.00
3	3	0.02	0.00	0.58	2.29	3.40
3	7	0.00	0.00	0.98	3.37	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.33	9.33	4.31	0.00
0	0	0.07	2.42	64.63	26.07	0.00
0	4	0.00	0.00	1.80	1.08	0.00
1	1	0.14	0.18	2.57	1.12	0.00
1	5	0.00	0.00	0.30	0.59	0.00
2	2	0.00	0.00	0.59	0.98	0.00
2	6	0.00	0.00	1.69	1.48	0.00
3	3	0.00	0.00	0.44	1.19	0.00
3	7	0.00	0.00	2.65	2.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.30	8.68	4.08	0.00
0	0	0.00	2.36	64.84	26.28	0.00
0	4	0.31	0.00	0.88	0.00	0.00
1	1	0.00	0.01	0.98	1.10	0.00
1	5	0.00	0.00	0.84	0.79	0.00
2	2	0.00	0.02	0.80	1.51	0.00
2	6	0.00	0.00	0.39	1.38	0.00
3	3	0.00	0.00	0.29	0.89	0.00
3	7	0.00	0.00	0.46	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.29	8.50	4.10	0.00
0	0	0.00	2.22	63.82	27.45	0.00
0	4	0.00	0.00	0.50	0.00	0.00
1	1	0.00	0.00	0.87	0.79	0.00
1	5	0.00	0.00	0.37	0.79	0.00
2	2	0.00	0.04	0.94	0.89	0.00
2	6	0.00	0.03	0.86	0.98	0.00
3	3	0.00	0.00	0.30	0.99	0.00
3	7	0.00	0.00	0.30	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	8.69	4.31	0.12
0	0	0.00	2.34	64.25	26.95	0.00
0	4	0.00	0.00	1.42	0.21	0.00
1	1	0.00	0.02	0.29	1.09	0.00
1	5	0.00	0.00	0.00	0.70	0.00
2	2	0.00	0.00	1.44	1.18	0.00
2	6	0.00	0.00	0.47	1.47	1.00
3	3	0.00	0.00	0.84	1.38	0.00
3	7	0.00	0.03	0.79	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.41	0.29	8.36	4.00	0.19
0	0	1.74	2.20	56.46	23.15	0.00
0	4	0.00	0.00	0.56	0.10	1.49
1	1	1.51	0.14	7.10	3.44	0.00
1	5	0.00	0.00	0.39	1.09	0.00
2	2	0.00	0.00	1.11	0.98	0.00
2	6	0.00	0.00	0.48	0.99	0.00
3	3	0.01	0.00	0.30	0.89	0.00
3	7	0.00	0.00	0.50	1.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.50	0.31	6.65	4.07	0.00
0	0	9.61	0.48	9.73	7.26	0.00
0	4	0.00	0.00	0.78	0.39	0.00
1	1	10.36	1.99	40.00	20.58	0.00
1	5	0.00	0.00	0.35	0.79	0.00
2	2	0.00	0.03	1.67	1.09	0.00
2	6	0.00	0.00	0.21	0.98	0.00
