Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.10	9.69	3.86	0.00
0	0	0.08	0.42	64.25	20.95	0.00
0	4	0.00	0.06	1.73	2.95	0.00
1	1	0.00	0.04	1.51	1.56	0.00
1	5	0.00	0.11	2.66	1.56	0.00
2	2	0.00	0.00	0.89	0.79	0.00
2	6	0.00	0.04	2.52	1.60	0.00
3	3	0.00	0.00	0.78	0.19	0.00
3	7	0.00	0.11	2.96	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.70	3.89	0.10
0	0	0.08	0.36	64.78	21.63	0.00
0	4	0.00	0.00	0.99	1.66	0.81
1	1	0.00	0.00	0.27	1.49	0.00
1	5	0.00	0.00	0.39	1.20	0.00
2	2	0.00	0.00	0.63	0.70	0.00
2	6	0.00	0.00	1.37	2.39	0.00
3	3	0.00	0.00	0.29	0.80	0.00
3	7	0.00	0.04	0.84	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.57	3.34	0.00
0	0	0.10	0.23	65.12	21.58	0.00
0	4	0.00	0.00	0.64	0.20	0.00
1	1	0.00	0.02	0.48	0.40	0.00
1	5	0.00	0.00	0.25	0.50	0.00
2	2	0.00	0.00	0.18	0.99	0.00
2	6	0.00	0.00	1.24	0.99	0.00
3	3	0.00	0.00	0.24	1.00	0.00
3	7	0.00	0.05	0.40	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.75	3.49	0.00
0	0	0.10	0.41	65.28	21.26	0.00
0	4	0.00	0.00	0.63	1.00	0.00
1	1	0.00	0.00	0.82	0.50	0.00
1	5	0.00	0.02	0.78	0.10	0.00
2	2	0.00	0.00	0.40	1.58	0.00
2	6	0.00	0.00	0.67	0.79	0.00
3	3	0.00	0.00	0.86	1.28	0.00
3	7	0.00	0.00	0.57	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.55	3.50	0.81
0	0	0.08	0.57	62.99	20.40	0.00
0	4	0.00	0.00	0.87	0.40	3.00
1	1	0.00	0.00	0.66	0.99	0.00
1	5	0.00	0.00	0.45	0.99	0.00
2	2	0.00	0.00	0.82	0.70	0.00
2	6	0.00	0.00	1.27	1.58	3.45
3	3	0.00	0.00	0.59	1.57	0.00
3	7	0.00	0.00	0.77	1.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.58	3.56	0.00
0	0	0.08	0.32	64.99	21.56	0.00
0	4	0.00	0.00	0.90	0.78	0.00
1	1	0.00	0.00	0.49	1.09	0.00
1	5	0.00	0.01	0.27	1.30	0.00
2	2	0.00	0.00	0.26	0.79	0.00
2	6	0.00	0.01	0.85	0.99	0.00
3	3	0.00	0.12	0.50	0.99	0.00
3	7	0.00	0.00	0.41	1.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.06	8.45	3.31	0.11
0	0	0.10	0.40	65.10	21.41	0.00
0	4	0.00	0.00	0.63	0.20	0.00
1	1	0.10	0.02	0.24	0.51	0.92
1	5	0.00	0.00	0.10	0.40	0.00
2	2	0.00	0.01	0.19	0.99	0.00
2	6	0.00	0.00	0.56	0.80	0.00
3	3	0.00	0.00	0.25	1.09	0.00
3	7	0.00	0.03	0.51	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.64	3.37	0.00
0	0	0.11	0.23	65.12	21.60	0.00
0	4	0.00	0.00	0.75	0.50	0.00
1	1	0.00	0.00	0.15	0.79	0.00
1	5	0.00	0.00	0.37	1.09	0.00
2	2	0.00	0.00	0.70	0.39	0.00
2	6	0.00	0.00	0.30	0.79	0.00
3	3	0.00	0.00	1.07	0.99	0.00
3	7	0.00	0.00	0.67	0.81	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.57	3.71	0.00
0	0	0.11	0.39	65.08	21.45	0.00
0	4	0.00	0.00	0.50	0.00	0.00
1	1	0.00	0.00	0.68	1.48	0.00
1	5	0.00	0.00	0.37	1.18	0.00
2	2	0.00	0.00	0.34	1.48	0.00
2	6	0.00	0.00	0.41	1.38	0.00
3	3	0.00	0.00	0.20	1.19	0.00
3	7	0.00	0.00	0.99	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.15	3.35	0.60
0	0	0.09	0.29	63.09	20.81	2.90
0	4	0.00	0.00	0.59	0.00	0.00
1	1	0.00	0.00	0.29	1.09	0.00
1	5	0.00	0.00	0.27	0.89	0.00
2	2	0.00	0.06	0.10	0.99	0.00
2	6	0.00	0.07	0.14	0.99	1.89
3	3	0.00	0.02	0.30	0.79	0.00
3	7	0.00	0.01	0.41	1.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.47	3.64	0.81
0	0	0.12	0.21	64.80	21.78	0.00
0	4	0.00	0.00	0.74	0.19	6.44
1	1	0.00	0.02	0.48	0.39	0.00
1	5	0.00	0.00	0.00	0.50	0.00
2	2	0.00	0.00	0.39	1.57	0.00
2	6	0.00	0.00	0.37	1.58	0.00
3	3	0.00	0.00	0.45	1.88	0.00
3	7	0.00	0.05	0.51	1.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.42	3.18	0.10
0	0	0.12	0.54	64.40	21.20	0.00
