Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.02	1.80	1.45	0.00
0	0	0.00	0.05	2.90	1.41	0.00
0	4	0.00	0.00	1.05	0.30	0.00
1	1	0.00	0.03	1.61	1.80	0.00
1	5	0.53	0.01	1.95	3.08	0.00
2	2	0.00	0.00	0.99	1.27	0.00
2	6	0.20	0.02	2.05	1.28	0.00
3	3	0.00	0.08	2.65	1.70	0.00
3	7	0.07	0.00	1.19	0.77	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	1.72	13.48	7.64	0.23
0	0	0.25	5.05	10.32	7.87	0.00
0	4	0.81	0.22	15.19	6.63	0.33
1	1	0.09	5.32	17.82	3.50	0.00
1	5	0.04	0.48	21.48	7.77	1.50
2	2	0.01	0.62	17.53	7.44	0.00
2	6	0.00	0.02	6.25	9.63	0.00
3	3	0.00	0.02	4.66	8.00	0.00
3	7	0.14	2.01	14.60	10.24	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.23	13.58	13.84	0.00
0	0	0.00	0.38	19.55	8.67	0.02
0	4	0.00	0.30	16.69	13.27	0.00
1	1	0.00	0.13	13.95	21.12	0.00
1	5	0.00	0.15	13.96	15.01	0.00
2	2	0.00	0.12	13.85	14.64	0.00
2	6	0.50	16.39	3.97	0.91	0.00
3	3	0.00	0.17	12.51	16.62	0.00
3	7	0.00	0.19	14.10	20.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.45	13.49	13.52	0.00
0	0	0.00	0.29	19.35	8.71	0.00
0	4	0.00	0.09	14.67	15.52	0.00
1	1	0.00	0.17	13.98	19.78	0.00
1	5	0.00	0.16	13.87	14.94	0.00
2	2	0.09	0.09	13.22	14.75	0.00
2	6	0.53	18.42	4.28	1.25	0.00
3	3	0.00	0.18	13.88	19.17	0.00
3	7	0.00	0.22	14.65	14.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	2.87	16.95	17.61	0.00
0	0	0.00	0.71	23.69	7.70	0.00
0	4	0.12	0.25	17.51	26.89	0.00
1	1	0.00	0.16	18.58	22.94	0.00
1	5	0.00	0.16	18.22	25.14	0.00
2	2	0.43	9.59	10.61	9.61	0.00
2	6	0.32	11.57	9.49	8.41	0.00
3	3	0.00	0.30	17.42	17.65	0.00
3	7	0.00	0.25	20.05	22.57	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	3.31	20.62	22.93	0.18
0	0	0.00	3.76	29.52	12.21	1.40
0	4	0.00	0.15	21.38	24.28	0.00
1	1	0.00	0.10	19.95	32.26	0.00
1	5	0.00	0.10	21.70	35.32	0.00
2	2	0.67	15.56	12.90	13.89	0.00
2	6	0.15	2.21	21.75	24.55	0.00
3	3	0.20	4.47	15.69	18.28	0.00
3	7	0.00	0.15	22.08	22.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	3.56	22.53	22.33	0.02
0	0	0.01	13.40	19.82	3.06	0.00
0	4	0.02	5.93	20.88	16.77	0.00
1	1	0.00	0.23	23.73	22.15	0.00
1	5	0.00	0.16	22.23	25.48	0.00
2	2	0.18	6.15	21.04	15.40	0.00
2	6	0.00	0.21	23.57	35.30	0.06
3	3	0.00	0.28	24.13	36.41	0.00
3	7	0.29	2.12	24.82	24.08	0.13
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.42	22.04	22.07	0.00
0	0	0.00	1.93	28.61	27.87	0.02
0	4	0.00	0.19	22.01	31.92	0.00
1	1	0.10	0.92	23.03	23.33	0.00
1	5	0.02	0.14	22.27	23.85	0.00
2	2	0.00	0.18	22.66	23.26	0.00
2	6	0.20	0.15	22.78	20.98	0.00
3	3	1.01	23.52	8.66	2.54	0.00
3	7	0.01	0.30	26.32	22.85	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	3.48	22.19	21.46	0.01
0	0	0.15	8.07	24.53	4.74	0.05
0	4	0.00	1.29	22.07	19.35	0.00
1	1	0.00	0.92	22.99	27.19	0.00
1	5	0.00	0.18	23.95	33.46	0.00
2	2	0.00	0.20	23.38	21.77	0.00
2	6	0.00	0.25	21.49	24.76	0.00
3	3	0.63	16.55	13.61	17.05	0.00
3	7	0.22	0.33	25.45	23.37	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.70	17.08	16.96	0.00
0	0	0.01	1.19	23.46	15.58	0.01
0	4	0.00	0.19	17.26	21.09	0.00
1	1	0.41	11.00	10.15	12.70	0.00
