Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	0.14	7.82	15.72	0.00
0	0	0.21	0.88	40.84	30.73	0.00
0	4	0.00	0.00	3.44	0.24	0.00
1	1	0.00	0.01	9.02	89.16	0.00
1	5	0.72	0.13	2.46	0.88	0.00
2	2	0.00	0.00	2.59	3.22	0.00
2	6	0.00	0.00	1.38	0.89	0.00
3	3	0.18	0.02	1.56	0.39	0.00
3	7	0.00	0.06	1.29	0.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.38	7.34	14.79	5.04
0	0	0.21	2.95	48.57	21.59	0.00
0	4	0.00	0.00	0.89	0.11	40.29
1	1	0.00	0.00	0.48	1.48	0.00
1	5	0.00	0.03	1.44	0.39	0.00
2	2	0.00	0.00	6.44	91.91	0.00
2	6	0.00	0.00	0.32	0.99	0.00
3	3	0.00	0.00	0.19	1.10	0.00
3	7	0.00	0.04	0.35	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.08	6.40	15.94	0.00
0	0	0.25	0.60	39.12	33.14	0.00
0	4	0.00	0.00	0.87	0.30	0.00
1	1	0.00	0.00	6.71	68.15	0.00
1	5	0.00	0.05	0.95	0.69	0.00
2	2	0.00	0.02	2.29	22.32	0.00
2	6	0.00	0.00	0.10	1.18	0.00
3	3	0.00	0.00	0.28	1.09	0.00
3	7	0.00	0.00	0.85	0.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.22	6.89	15.44	7.62
0	0	0.24	1.68	43.32	27.76	0.00
0	4	0.00	0.00	0.88	0.40	60.97
1	1	0.00	0.00	8.66	89.62	0.00
1	5	0.06	0.10	0.90	1.48	0.00
2	2	0.00	0.00	0.05	1.09	0.00
2	6	0.00	0.00	0.82	0.99	0.00
3	3	0.00	0.00	0.20	0.99	0.00
3	7	0.00	0.00	0.29	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.58	8.07	13.22	7.65
0	0	0.11	4.50	54.37	12.51	0.00
0	4	0.00	0.01	0.70	0.11	56.74
1	1	0.00	0.00	6.71	89.28	0.00
1	5	0.00	0.10	1.46	0.99	0.96
2	2	0.00	0.00	0.32	1.19	0.00
2	6	0.00	0.00	0.64	0.19	3.49
3	3	0.00	0.02	0.20	0.70	0.00
3	7	0.00	0.00	0.19	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.10	6.36	15.81	0.12
0	0	0.28	0.67	38.84	33.35	0.00
0	4	0.00	0.00	0.63	0.00	0.00
1	1	0.00	0.03	9.25	88.90	0.00
1	5	0.00	0.10	1.01	0.59	0.95
2	2	0.00	0.00	0.38	0.90	0.00
2	6	0.00	0.00	0.37	0.89	0.00
3	3	0.00	0.00	0.25	1.08	0.00
3	7	0.00	0.00	0.13	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.35	7.20	15.18	6.04
0	0	0.20	2.68	47.61	22.72	0.00
0	4	0.00	0.00	1.16	0.59	48.30
1	1	0.00	0.00	6.43	91.86	0.00
