Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	0.18	2.31	1.52	0.13
0	0	0.00	1.25	2.30	1.40	0.00
0	4	0.00	0.00	1.17	0.69	0.00
1	1	0.00	0.00	1.34	0.39	0.00
1	5	0.73	0.03	2.33	1.93	0.00
2	2	0.00	0.03	4.08	1.80	0.00
2	6	0.41	0.01	1.96	3.03	1.01
3	3	0.00	0.03	3.03	1.54	0.00
3	7	0.00	0.08	2.27	1.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	2.16	15.47	9.07	0.18
0	0	0.07	11.83	21.26	4.34	0.00
0	4	0.01	0.12	19.69	11.73	0.33
1	1	0.08	0.58	14.28	7.82	0.00
1	5	0.03	0.38	20.36	7.93	0.00
2	2	0.48	2.26	10.47	7.26	0.00
2	6	0.01	0.10	12.05	8.27	0.18
3	3	0.09	0.41	9.13	6.98	0.92
3	7	0.15	1.56	16.47	18.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	2.60	14.12	14.20	0.50
0	0	0.00	9.38	15.74	4.55	0.00
0	4	0.14	8.15	9.47	8.41	0.00
1	1	0.00	0.10	15.74	13.26	3.97
1	5	0.00	0.12	14.15	17.41	0.00
2	2	0.00	0.14	14.18	17.96	0.00
2	6	0.00	0.07	13.66	17.71	0.00
3	3	0.00	0.88	15.37	16.68	0.00
3	7	0.00	2.00	14.63	17.61	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	2.75	14.31	13.55	0.00
0	0	0.00	1.91	18.74	4.05	0.00
0	4	0.01	6.39	13.22	7.02	0.00
1	1	0.00	0.11	14.66	21.85	0.00
1	5	0.35	11.59	8.15	11.33	0.00
2	2	0.00	0.15	15.27	15.40	0.00
2	6	0.00	0.12	14.99	15.82	0.00
3	3	0.00	0.90	13.63	15.62	0.00
3	7	0.00	0.86	15.82	17.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	1.99	16.38	15.70	0.45
0	0	0.00	1.73	23.84	6.95	0.00
0	4	0.41	10.53	8.18	3.92	0.00
1	1	0.28	1.73	16.25	15.56	3.60
1	5	0.04	1.37	13.81	18.51	0.00
2	2	0.01	0.09	16.91	16.14	0.00
2	6	0.01	0.13	16.41	20.27	0.00
3	3	0.00	0.10	16.26	23.35	0.00
3	7	0.01	0.25	19.44	20.91	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.25	3.56	21.76	23.70	0.01
0	0	0.01	1.26	30.71	11.43	0.00
0	4	0.34	15.49	13.83	10.33	0.00
1	1	0.00	0.10	21.99	23.94	0.00
