Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	2.45	9.51	0.00
0	0	0.00	0.01	2.82	0.69	0.00
0	4	0.00	0.01	0.29	0.33	0.00
1	1	0.00	0.08	5.10	56.55	0.00
1	5	0.00	0.01	1.72	1.27	0.00
2	2	0.00	0.07	2.70	9.47	0.00
2	6	0.00	0.00	3.01	2.81	0.00
3	3	0.00	0.00	1.35	4.36	0.00
3	7	0.00	0.10	2.66	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	1.47	2.90	0.00
0	0	0.00	0.01	0.86	1.38	0.00
0	4	0.00	0.18	0.74	0.00	0.00
1	1	0.00	0.11	2.42	3.30	0.00
1	5	0.00	0.00	0.29	1.19	0.00
2	2	0.00	0.03	1.89	3.57	0.00
2	6	0.00	0.04	1.18	0.98	0.00
3	3	0.00	0.02	2.49	11.92	0.00
3	7	0.00	0.00	1.89	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	0.01	0.67	1.66	0.00
0	0	0.00	0.00	0.65	2.90	0.00
0	4	0.00	0.01	1.18	0.60	0.00
1	1	0.00	0.00	1.37	1.21	0.00
1	5	0.00	0.01	0.00	0.50	0.00
2	2	0.73	0.00	0.40	0.70	0.00
2	6	0.00	0.03	1.09	3.36	0.00
3	3	0.00	0.00	0.19	1.19	0.00
3	7	0.79	0.00	0.48	2.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.01	0.70	1.51	0.00
0	0	0.00	0.00	0.40	1.20	0.00
0	4	0.00	0.07	1.75	0.80	0.00
1	1	0.00	0.00	0.63	2.31	0.00
1	5	0.00	0.00	0.67	1.70	0.00
2	2	0.00	0.00	1.05	1.01	0.00
2	6	0.00	0.00	0.33	2.10	0.00
3	3	0.00	0.00	0.46	1.09	0.00
3	7	0.71	0.00	0.34	1.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.63	1.08	0.00
0	0	0.00	0.00	0.24	0.69	0.00
0	4	0.01	0.03	0.56	0.13	0.00
1	1	0.00	0.00	0.59	1.60	0.00
1	5	0.00	0.01	1.89	1.00	0.00
2	2	0.00	0.02	0.10	0.99	0.00
2	6	0.00	0.00	1.02	2.09	0.00
3	3	0.00	0.00	0.19	1.08	0.00
3	7	0.00	0.00	0.46	1.07	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.83	1.30	0.00
0	0	0.00	0.00	0.87	2.11	0.00
0	4	0.00	0.08	0.90	0.59	0.00
1	1	0.00	0.00	0.37	0.95	0.00
1	5	0.00	0.00	0.64	0.80	0.00
2	2	0.00	0.00	0.83	0.79	0.00
2	6	0.00	0.01	1.06	2.15	0.00
3	3	0.00	0.01	1.60	2.16	0.00
3	7	0.00	0.00	0.38	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	0.00	0.52	1.26	0.11
