Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.29	0.03	1.88	1.51	0.00
0	0	0.00	0.03	3.69	2.74	0.00
0	4	0.00	0.00	0.94	0.59	0.00
1	1	0.00	0.03	3.62	2.24	0.00
1	5	0.70	0.00	0.63	0.29	0.00
2	2	0.78	0.05	2.80	2.01	0.00
2	6	0.57	0.00	0.28	0.40	0.00
3	3	0.16	0.00	1.05	0.48	0.00
3	7	0.14	0.10	2.05	3.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.53	0.66	0.00
0	0	0.00	0.00	0.27	0.69	0.00
0	4	0.00	0.00	0.45	0.60	0.00
1	1	0.00	0.00	0.61	0.60	0.00
1	5	0.00	0.00	0.50	0.00	0.00
2	2	0.00	0.02	1.08	0.79	0.00
2	6	0.00	0.00	0.64	0.80	0.00
3	3	0.00	0.00	0.42	0.89	0.00
3	7	0.00	0.00	0.29	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.68	0.70	0.00
0	0	0.00	0.00	1.03	0.14	0.00
0	4	0.00	0.02	0.50	0.00	0.00
1	1	0.00	0.00	0.29	1.08	0.00
1	5	0.00	0.00	0.37	0.89	0.00
2	2	0.00	0.00	1.25	0.60	0.00
2	6	0.00	0.00	0.90	0.79	0.00
3	3	0.00	0.00	0.69	0.89	0.00
3	7	0.00	0.00	0.36	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.40	0.84	0.00
0	0	0.00	0.00	0.14	0.50	0.00
0	4	0.00	0.00	0.58	0.59	0.00
1	1	0.00	0.00	0.44	1.01	0.00
1	5	0.00	0.01	0.24	1.20	0.00
2	2	0.00	0.03	0.76	0.99	0.00
2	6	0.00	0.00	0.27	0.89	0.00
3	3	0.00	0.00	0.28	0.79	0.00
3	7	0.00	0.01	0.45	0.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.51	0.97	0.00
0	0	0.00	0.00	0.29	1.18	0.00
0	4	0.00	0.00	0.27	1.18	0.00
1	1	0.00	0.00	0.34	1.19	0.00
1	5	0.00	0.00	0.67	1.58	0.00
2	2	0.00	0.00	1.01	0.69	0.00
2	6	0.00	0.00	0.48	0.88	0.00
3	3	0.00	0.00	0.36	0.79	0.00
3	7	0.00	0.00	0.62	0.25	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.29	0.34	1.45	0.00
