Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.80	71.89	15.53	0.00
0	0	0.10	0.71	77.70	10.86	0.00
0	4	0.03	0.72	70.63	19.24	0.00
1	1	0.01	0.50	72.00	17.50	0.00
1	5	0.09	0.38	69.43	20.76	0.00
2	2	0.00	0.64	73.48	16.17	0.00
2	6	0.01	0.63	71.16	18.75	0.00
3	3	0.01	0.61	77.10	12.60	0.00
3	7	0.01	2.21	64.25	8.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.69	70.25	17.72	0.00
0	0	0.00	0.53	75.26	13.66	0.00
0	4	0.00	0.63	73.48	17.03	0.00
1	1	0.01	0.49	69.91	19.92	0.00
1	5	0.01	0.31	69.91	20.97	0.00
2	2	0.00	0.53	68.50	21.34	0.00
2	6	0.00	0.50	69.22	21.43	0.00
3	3	0.00	0.58	73.43	16.35	0.00
3	7	0.30	1.93	62.26	11.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.67	69.53	18.00	0.00
0	0	0.00	0.69	76.10	12.68	0.00
0	4	0.00	0.57	71.08	19.47	0.00
1	1	0.01	0.41	69.58	19.46	0.00
1	5	0.00	0.27	68.63	22.06	0.00
2	2	0.01	0.44	69.47	19.84	0.00
2	6	0.00	0.60	67.97	21.85	0.00
3	3	0.00	0.56	71.79	17.03	0.00
3	7	0.20	1.78	61.40	11.56	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.67	70.16	17.86	0.00
0	0	0.00	0.62	74.01	14.50	0.00
0	4	0.00	0.65	70.28	20.32	0.00
1	1	0.01	0.36	73.48	16.46	0.00
1	5	0.01	0.25	70.98	20.03	0.00
2	2	0.01	0.56	70.14	19.64	0.00
2	6	0.01	0.55	69.52	20.79	0.00
3	3	0.00	0.57	73.39	16.42	0.00
3	7	0.01	1.78	59.18	14.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.92	68.16	17.57	0.00
0	0	0.00	0.52	71.74	15.43	0.00
0	4	0.01	0.60	68.79	19.32	0.00
1	1	0.00	0.48	71.67	16.08	0.00
1	5	0.01	0.44	69.10	19.08	0.00
2	2	0.01	2.54	64.17	22.23	0.00
2	6	0.00	0.45	65.54	23.15	0.00
3	3	0.00	0.50	73.35	14.52	0.00
3	7	0.05	1.84	61.43	10.86	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.63	69.80	18.26	0.00
0	0	0.00	0.52	74.82	14.17	0.00
0	4	0.01	0.56	69.77	20.93	0.00
1	1	0.01	0.55	72.71	17.05	0.00
1	5	0.01	0.29	70.52	20.23	0.00
2	2	0.01	0.52	70.89	18.87	0.00
2	6	0.01	0.31	69.62	21.25	0.00
3	3	0.00	0.48	72.33	17.54	0.00
3	7	0.01	1.84	57.70	16.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.76	69.52	18.32	0.00
0	0	0.00	0.59	72.31	15.81	0.00
0	4	0.01	0.63	69.09	21.53	0.00
1	1	0.00	1.19	73.88	14.71	0.00
1	5	0.00	0.37	70.63	20.23	0.00
2	2	0.01	0.55	69.48	20.34	0.00
2	6	0.01	0.43	68.24	22.52	0.00
3	3	0.00	0.50	72.85	17.05	0.00
3	7	0.01	1.83	59.48	14.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	70.83	17.14	0.00
0	0	0.00	0.57	75.49	13.45	0.00
0	4	0.01	0.66	74.01	16.32	0.00
1	1	0.01	0.44	70.67	19.18	0.00
1	5	0.01	0.31	71.86	19.03	0.00
2	2	0.01	0.48	69.28	20.67	0.00
2	6	0.01	0.42	68.59	22.17	0.00
3	3	0.00	0.61	75.45	14.33	0.00
3	7	0.01	2.05	61.51	12.02	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.70	70.72	17.31	0.00
0	0	0.01	0.55	75.23	13.87	0.00
0	4	0.00	0.63	71.20	19.32	0.00
1	1	0.01	0.46	73.95	15.73	0.00
1	5	0.01	0.35	70.90	19.92	0.00
2	2	0.01	0.52	70.13	19.69	0.00
2	6	0.01	0.49	69.14	21.52	0.00
3	3	0.00	0.60	74.19	15.57	0.00
3	7	0.01	2.01	60.78	12.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.85	68.70	17.07	0.00
0	0	0.00	0.53	71.59	15.48	0.00
0	4	0.00	0.68	69.18	19.15	0.00
1	1	0.01	0.47	70.29	17.44	0.00
1	5	0.01	0.38	67.49	21.33	0.00
2	2	0.00	0.83	67.80	18.52	0.00
2	6	0.01	0.48	67.25	20.76	0.00
3	3	0.00	0.47	73.76	14.17	0.00
3	7	0.01	2.94	61.93	9.65	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	71.09	16.89	0.00
0	0	0.00	0.53	72.96	16.09	0.00
0	4	0.00	0.67	71.27	19.16	0.00
1	1	0.00	0.37	74.08	15.83	0.00
1	5	0.01	0.48	71.75	18.92	0.00
2	2	0.01	0.54	70.10	19.79	0.00
2	6	0.01	0.49	69.62	21.05	0.00
3	3	0.00	0.52	76.52	13.31	0.00
3	7	0.02	1.90	62.42	11.01	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.77	70.36	17.04	0.00
0	0	0.00	0.60	72.87	15.81	0.00
0	4	0.20	0.63	69.50	20.26	0.00
1	1	0.00	0.50	74.34	14.78	0.00
1	5	0.01	0.46	72.08	18.55	0.00
2	2	0.00	0.95	70.11	18.17	0.00
2	6	0.00	0.43	68.32	21.95	0.00
3	3	0.00	0.49	74.11	15.76	0.00
3	7	0.04	2.12	61.87	11.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.70	71.21	16.73	0.00
0	0	0.00	0.52	72.69	16.41	0.00
0	4	0.01	0.59	69.69	20.83	0.00
1	1	0.01	0.41	72.12	17.49	0.00
1	5	0.01	0.45	72.09	18.53	0.00
2	2	0.00	0.51	71.12	18.67	0.00
2	6	0.01	0.43	69.00	21.80	0.00
3	3	0.00	0.68	78.99	10.65	0.00
3	7	0.01	2.02	64.08	9.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
