Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.10	2.05	1.78	0.00
0	0	0.00	0.03	1.10	0.18	0.00
0	4	0.00	0.05	3.25	1.58	0.00
1	1	0.09	0.00	2.05	2.09	0.00
1	5	0.17	0.00	2.07	3.30	0.00
2	2	0.00	0.65	2.15	1.52	0.00
2	6	0.00	0.00	2.07	2.91	0.00
3	3	0.00	0.00	0.70	0.29	0.00
3	7	0.00	0.05	2.98	2.35	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	1.77	12.04	7.93	0.47
0	0	0.03	2.07	13.35	2.30	0.00
0	4	0.14	1.84	14.26	8.61	0.00
1	1	0.06	2.33	19.23	7.98	0.00
1	5	0.78	0.11	6.40	9.30	0.00
2	2	0.07	2.32	17.71	5.26	0.00
2	6	0.15	4.91	4.63	1.85	0.00
3	3	0.00	0.52	9.13	6.57	3.76
3	7	0.13	0.09	11.63	21.55	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	2.60	15.18	14.42	0.30
0	0	0.01	1.58	18.65	6.39	0.01
0	4	0.00	0.14	16.20	21.48	0.00
1	1	0.00	0.17	13.81	15.61	0.00
1	5	0.00	0.09	14.80	19.10	0.00
2	2	0.06	3.64	17.74	13.27	0.00
2	6	0.27	14.93	10.11	9.12	2.39
3	3	0.00	0.09	14.53	13.19	0.00
3	7	0.01	0.17	15.75	17.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	2.66	13.66	13.09	0.55
0	0	0.00	0.38	18.48	9.13	0.00
0	4	0.14	0.11	13.91	17.16	0.00
1	1	0.00	0.11	12.36	19.61	0.00
1	5	0.00	0.10	11.43	12.13	0.00
2	2	0.40	11.09	11.90	6.45	2.30
2	6	0.09	1.92	14.85	19.05	0.00
3	3	0.30	7.40	10.20	9.07	2.08
3	7	0.00	0.20	16.06	12.03	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	2.86	13.97	14.35	0.47
0	0	0.02	6.22	16.39	4.87	2.96
0	4	0.00	3.20	14.64	14.43	0.77
1	1	0.03	1.11	15.03	21.08	0.00
1	5	0.17	9.40	8.85	7.08	0.00
2	2	0.00	0.15	13.85	15.57	0.00
2	6	0.00	0.10	13.96	20.80	0.00
3	3	0.00	0.17	13.82	13.88	0.00
3	7	0.09	2.56	15.10	16.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	3.89	21.88	23.44	0.01
0	0	0.01	22.62	12.44	1.99	0.02
0	4	0.00	0.17	23.45	25.42	0.00
1	1	0.01	0.33	24.67	20.40	0.00
1	5	0.27	4.57	21.14	20.97	0.00
2	2	0.01	0.36	22.80	23.89	0.00
2	6	0.01	0.32	22.99	48.95	0.07
