Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	0.11	1.69	0.95	0.00
0	0	0.00	0.02	2.35	1.64	0.00
0	4	0.00	0.00	1.04	0.29	0.00
1	1	0.00	0.73	2.14	0.30	0.00
1	5	0.62	0.00	0.88	2.22	0.00
2	2	0.70	0.00	1.29	0.78	0.00
2	6	0.00	0.02	2.76	1.10	0.00
3	3	0.17	0.00	1.85	0.59	0.00
3	7	0.05	0.10	1.17	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	1.87	14.65	9.08	0.14
0	0	0.01	8.95	14.59	4.59	0.90
0	4	0.40	0.42	14.06	8.46	0.00
1	1	0.08	3.35	14.36	11.11	0.00
1	5	0.79	0.37	19.00	12.39	0.00
2	2	0.00	0.33	20.11	9.09	0.00
2	6	0.25	0.80	17.42	11.91	0.00
3	3	0.00	0.14	7.50	9.69	0.22
3	7	0.00	0.59	10.15	5.39	0.03
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	2.98	13.26	13.97	0.00
0	0	0.00	2.06	16.40	9.02	0.00
0	4	0.00	0.06	13.31	15.97	0.00
1	1	0.38	9.77	10.85	11.31	0.00
1	5	0.32	11.59	10.74	11.53	0.00
2	2	0.00	0.10	13.78	25.25	0.00
2	6	0.00	0.07	13.50	13.16	0.00
3	3	0.00	0.12	13.34	12.55	0.00
3	7	0.00	0.14	14.50	13.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.52	12.99	15.64	0.33
0	0	0.00	2.16	17.66	6.55	0.00
0	4	0.00	2.11	11.64	28.82	0.00
1	1	0.00	0.08	12.28	15.34	0.00
1	5	0.00	0.09	12.93	19.36	0.00
2	2	0.14	3.65	12.68	10.72	0.00
2	6	0.00	0.05	12.73	17.18	0.00
3	3	0.33	10.63	9.81	9.28	0.00
3	7	0.00	1.32	13.86	17.46	2.64
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	2.38	15.44	15.50	0.00
0	0	0.00	0.28	21.09	6.11	0.00
0	4	0.20	9.11	10.72	9.14	0.00
1	1	0.00	0.21	15.98	21.88	0.00
1	5	0.00	0.12	16.10	18.72	0.00
2	2	0.11	4.89	13.28	11.04	0.00
2	6	0.15	3.97	12.96	16.88	0.00
3	3	0.10	0.25	18.49	21.64	0.00
3	7	0.00	0.22	14.94	18.64	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	3.60	20.60	23.15	0.09
0	0	0.02	11.69	18.89	5.36	0.01
0	4	0.11	1.99	20.99	18.73	0.00
1	1	0.00	0.20	21.93	27.81	0.00
1	5	0.00	0.18	20.85	23.22	0.00
2	2	0.29	7.24	17.99	21.18	0.00
2	6	0.20	6.78	18.25	17.12	0.13
3	3	0.21	0.38	23.67	40.15	0.00
3	7	0.01	0.34	22.14	31.52	0.58
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	3.75	22.09	22.98	0.00
0	0	0.01	16.14	20.83	3.41	0.00
0	4	0.01	3.26	21.76	20.34	0.00
1	1	0.01	0.39	24.10	28.40	0.00
1	5	0.00	0.16	23.85	23.11	0.00
2	2	0.21	1.06	21.45	33.15	0.00
2	6	0.00	0.15	22.26	37.52	0.00
3	3	0.22	8.05	18.60	19.23	0.00
3	7	0.00	0.82	24.00	18.84	0.02
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	3.43	21.34	21.89	0.16
0	0	0.01	4.75	28.52	20.76	0.00
0	4	0.00	0.20	23.00	20.83	0.00
1	1	0.36	8.90	15.39	16.66	0.00
1	5	0.32	7.18	17.64	20.73	0.00
2	2	0.00	0.15	21.85	22.20	0.00
2	6	0.06	4.66	18.87	13.23	0.00
3	3	0.00	0.19	23.30	23.53	1.26
3	7	0.00	1.37	22.05	37.06	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	2.93	21.69	22.13	0.00
0	0	0.00	0.39	30.03	13.22	0.00
0	4	0.00	0.16	22.68	18.41	0.00
1	1	0.82	13.78	12.65	11.02	0.00
1	5	0.30	8.38	18.69	13.20	0.00
2	2	0.00	0.17	20.92	23.37	0.00
2	6	0.00	0.14	23.00	27.08	0.00
3	3	0.00	0.21	22.33	29.19	0.00
3	7	0.00	0.21	23.25	41.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	2.56	16.08	17.02	0.01
0	0	0.02	7.68	16.39	6.67	0.00
0	4	0.01	0.07	17.53	16.57	0.00
1	1	0.40	9.13	9.71	8.93	0.00
1	5	0.00	0.11	17.85	17.32	0.00
2	2	0.00	0.13	16.13	23.73	0.00
2	6	0.00	0.10	18.10	23.61	0.07
3	3	0.00	0.13	16.19	24.56	0.00
3	7	0.00	3.11	16.72	14.76	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	3.60	20.75	23.66	0.03
0	0	0.21	19.07	14.07	6.88	0.00
0	4	0.10	0.22	23.14	24.69	0.00
1	1	0.00	0.21	20.86	23.40	0.00
1	5	0.00	0.23	20.51	27.76	0.00
2	2	0.01	0.16	22.55	29.65	0.00
2	6	0.00	0.19	21.03	28.83	0.00
3	3	0.14	8.40	17.74	18.47	0.25
3	7	0.00	0.28	26.08	29.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	3.39	22.93	22.39	0.01
0	0	0.01	0.33	32.73	10.26	0.01
0	4	0.17	13.35	14.43	10.35	0.00
1	1	0.01	0.29	23.29	23.51	0.00
1	5	0.01	0.26	24.80	29.70	0.00
2	2	0.01	0.26	22.33	39.63	0.00
2	6	0.01	0.23	25.53	32.14	0.07
3	3	0.41	12.04	16.00	9.99	0.00
3	7	0.04	0.35	24.42	23.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	3.76	22.32	23.28	0.00
0	0	0.01	6.05	30.37	9.02	0.00
0	4	0.15	22.49	11.08	6.12	0.00
1	1	0.00	0.15	20.55	30.77	0.00
1	5	0.00	0.28	22.95	25.45	0.00
2	2	0.00	0.28	20.65	27.44	0.00
2	6	0.00	0.26	22.81	34.97	0.00
3	3	0.11	0.26	24.65	25.38	0.00
3	7	0.00	0.34	25.45	27.07	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	3.70	21.85	22.19	0.09
0	0	0.01	11.68	22.98	10.08	0.00
0	4	0.15	10.94	17.52	18.36	0.50
1	1	0.01	0.22	22.88	33.13	0.00
1	5	0.16	5.75	17.52	19.09	0.00
2	2	0.00	0.21	21.71	23.96	0.00
2	6	0.01	0.26	21.90	18.04	0.00
3	3	0.01	0.26	26.93	33.25	0.00
3	7	0.01	0.25	23.38	21.58	0.19
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	1.97	26.19	22.57	0.14
0	0	0.01	1.62	33.30	10.69	0.00
0	4	0.03	2.41	20.62	16.39	0.48
1	1	0.56	4.15	22.34	19.04	0.00
1	5	0.24	6.24	23.46	27.31	0.00
2	2	0.00	0.30	26.99	26.53	0.00
2	6	0.00	0.29	27.38	26.56	0.13
3	3	0.00	0.24	26.33	27.35	0.51
3	7	0.00	0.49	29.11	26.73	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	3.72	21.82	22.36	0.21
0	0	0.01	0.52	31.04	14.03	0.02
0	4	0.00	0.20	22.91	29.21	0.00
1	1	0.18	7.58	18.79	15.82	0.00
1	5	0.34	9.75	17.39	21.94	1.59
2	2	0.00	0.21	20.73	27.28	0.00
2	6	0.00	0.21	21.45	27.13	0.07
3	3	0.36	10.91	17.15	14.85	0.00
3	7	0.00	0.37	25.09	28.64	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	3.43	23.01	22.50	0.00
0	0	0.02	11.56	25.76	6.32	0.00
0	4	0.38	5.78	20.41	26.11	0.00
1	1	0.01	0.18	23.75	30.33	0.00
1	5	0.00	1.05	22.52	22.96	0.00
2	2	0.01	0.17	22.55	19.90	0.00
2	6	0.01	0.12	22.60	25.81	0.00
3	3	0.35	7.04	19.42	20.48	0.00
3	7	0.04	1.52	27.03	28.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	3.58	21.27	22.48	0.17
