Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.06	12.24	1.18	0.00
0	0	0.69	0.20	88.89	0.00	0.00
0	4	0.00	0.00	0.97	1.57	0.00
1	1	0.07	0.00	1.04	1.99	0.00
1	5	0.02	0.11	1.68	1.31	0.00
2	2	0.00	0.04	1.79	1.22	0.00
2	6	0.03	0.00	0.35	0.70	0.00
3	3	0.00	0.03	2.49	1.89	0.00
3	7	0.00	0.09	0.69	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.04	11.94	0.47	0.00
0	0	0.20	0.13	90.98	0.00	0.00
0	4	0.00	0.00	0.23	0.99	0.00
1	1	0.00	0.02	0.20	0.23	0.00
1	5	0.00	0.10	0.80	0.00	0.00
2	2	0.00	0.00	1.32	0.69	0.00
2	6	0.00	0.00	0.55	0.69	0.00
3	3	0.00	0.00	0.84	0.79	0.00
3	7	0.00	0.04	0.59	0.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.08	11.86	0.37	0.11
0	0	0.59	0.32	89.03	0.00	0.00
0	4	0.29	0.02	0.64	0.49	0.89
1	1	0.00	0.00	1.00	0.69	0.00
1	5	0.00	0.15	1.26	0.40	0.00
2	2	0.00	0.07	1.24	0.32	0.00
2	6	0.00	0.02	0.65	0.59	0.00
3	3	0.00	0.02	0.56	0.20	0.00
3	7	0.00	0.00	0.54	0.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.06	11.34	0.53	0.00
0	0	0.89	0.41	86.10	0.00	0.00
0	4	0.00	0.00	0.10	0.49	0.00
1	1	0.00	0.00	0.88	0.79	0.00
1	5	0.00	0.08	1.29	0.30	0.00
2	2	0.00	0.00	1.00	0.59	0.00
2	6	0.00	0.00	0.24	0.88	0.00
3	3	0.00	0.02	0.60	0.59	0.00
3	7	0.00	0.00	0.50	0.62	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.05	11.86	4.33	0.00
0	0	0.30	0.16	90.18	0.00	0.00
0	4	0.00	0.00	0.15	0.49	0.00
1	1	0.00	0.00	0.29	0.79	0.00
1	5	0.00	0.14	0.88	0.30	0.00
2	2	0.00	0.03	0.55	0.99	0.00
2	6	0.00	0.00	0.96	1.18	0.00
3	3	0.00	0.00	0.86	1.18	0.00
3	7	0.01	0.09	1.00	29.74	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.19	11.61	0.48	0.00
0	0	0.30	0.38	88.73	0.00	0.00
0	4	0.00	0.00	0.19	0.99	0.00
1	1	0.00	0.00	0.17	0.99	0.00
1	5	0.08	0.15	1.13	0.00	0.00
2	2	0.00	0.82	0.63	0.10	0.00
2	6	0.00	0.13	0.69	0.20	0.00
3	3	0.00	0.00	0.69	0.69	0.00
3	7	0.08	0.03	0.68	0.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.05	11.68	0.33	0.00
0	0	0.49	0.21	89.69	0.00	0.00
0	4	0.00	0.00	0.54	0.10	0.00
1	1	0.00	0.00	0.33	0.11	0.00
1	5	0.00	0.08	0.89	0.00	0.00
2	2	0.00	0.04	0.56	0.98	0.00
2	6	0.00	0.00	0.37	0.79	0.00
3	3	0.00	0.00	0.36	0.69	0.00
3	7	0.00	0.04	0.69	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.07	12.06	0.64	0.00
0	0	0.00	0.18	91.45	0.00	0.00
0	4	0.73	0.30	0.57	0.68	0.00
1	1	0.00	0.00	0.32	1.28	0.00
1	5	0.00	0.10	1.05	0.40	0.00
2	2	0.00	0.00	1.58	0.30	0.00
2	6	0.00	0.02	0.99	0.79	0.00
3	3	0.00	0.00	0.10	0.99	0.00
3	7	0.00	0.00	0.38	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.07	11.30	0.68	0.05
0	0	0.79	0.41	86.27	0.00	0.00
0	4	0.00	0.02	0.60	0.00	0.40
1	1	0.00	0.00	0.10	1.18	0.00
1	5	0.00	0.10	1.18	0.40	0.00
2	2	0.00	0.00	0.61	1.38	0.00
2	6	0.00	0.00	0.44	1.37	0.00
3	3	0.00	0.00	0.63	0.59	0.00
3	7	0.00	0.00	0.60	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.04	11.70	0.78	0.00
0	0	0.30	0.19	90.05	0.00	0.00
0	4	0.00	0.00	0.46	0.79	0.00
1	1	0.00	0.00	0.14	1.09	0.00
1	5	0.00	0.11	0.92	0.00	0.00
2	2	0.00	0.00	0.60	1.28	0.00
2	6	0.00	0.00	0.79	1.28	0.00
3	3	0.00	0.00	0.28	0.89	0.00
3	7	0.00	0.00	0.36	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.24	11.20	0.69	0.00
0	0	0.79	0.32	87.60	0.00	0.00
0	4	0.00	0.00	0.00	0.49	0.00
1	1	0.00	0.00	0.19	0.89	0.00
1	5	0.01	1.54	0.38	0.09	0.00
2	2	0.00	0.00	0.65	1.18	0.00
2	6	0.00	0.00	0.33	1.28	0.00
3	3	0.00	0.02	0.20	0.89	0.00
3	7	0.00	0.00	0.29	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.04	11.53	0.69	0.00
