Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	0.05	3.37	10.09	0.00
0	0	0.00	0.00	7.92	11.00	0.00
0	4	0.00	0.12	4.64	51.21	0.00
1	1	0.00	0.01	1.98	1.21	0.00
1	5	0.54	0.02	3.55	4.92	0.00
2	2	0.00	0.00	2.04	3.97	0.00
2	6	0.00	0.04	1.03	0.00	0.00
3	3	0.00	0.05	1.75	2.88	0.00
3	7	0.00	0.15	4.01	5.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.04	2.20	3.29	0.00
0	0	0.00	0.06	6.08	2.51	0.00
0	4	0.00	0.03	0.49	0.00	0.00
1	1	0.00	0.04	1.29	3.56	0.00
1	5	0.00	0.02	2.78	1.99	0.00
2	2	0.13	0.02	1.50	1.69	0.00
2	6	0.00	0.00	1.91	14.57	0.00
3	3	0.00	0.19	2.32	0.70	0.00
3	7	0.00	0.00	1.25	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.03	0.85	1.76	0.00
0	0	0.00	0.00	0.97	1.89	0.00
0	4	0.00	0.18	0.88	0.34	0.00
1	1	0.00	0.00	1.41	3.39	0.00
1	5	0.00	0.00	0.24	1.19	0.00
2	2	0.24	0.03	1.12	1.09	0.00
2	6	0.00	0.03	0.62	3.91	0.00
3	3	0.00	0.00	1.35	1.20	0.00
3	7	0.00	0.00	0.19	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.52	0.84	0.00
0	0	0.00	0.00	0.43	0.91	0.00
0	4	0.00	0.11	1.00	0.60	0.00
1	1	0.00	0.00	0.31	1.20	0.00
1	5	0.00	0.02	0.66	1.22	0.00
2	2	0.00	0.00	0.51	0.41	0.00
2	6	0.00	0.00	0.46	0.61	0.00
3	3	0.00	0.00	0.36	1.01	0.00
3	7	0.00	0.00	0.45	0.81	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.54	0.97	0.00
0	0	0.00	0.00	0.19	1.09	0.00
0	4	0.00	0.00	1.27	0.79	0.00
1	1	0.00	0.00	0.36	0.80	0.00
1	5	0.00	0.00	0.15	1.19	0.00
2	2	0.00	0.00	1.07	0.99	0.00
2	6	0.00	0.01	0.85	0.79	0.00
3	3	0.00	0.00	0.10	1.09	0.00
3	7	0.00	0.00	0.37	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.02	1.18	1.45	0.11
0	0	0.00	0.00	0.42	3.81	0.00
0	4	0.20	0.10	0.78	0.79	0.83
1	1	0.00	0.00	0.30	2.00	0.01
1	5	0.00	0.00	0.39	0.79	0.00
2	2	0.00	0.01	2.98	1.10	0.00
2	6	0.00	0.03	2.94	1.01	0.00
3	3	0.00	0.00	0.69	0.89	0.00
3	7	0.00	0.03	0.89	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.69	7.02	33.28	9.11	0.01
0	0	2.16	7.97	32.37	10.27	0.00
0	4	0.95	6.19	33.05	5.75	0.00
1	1	1.54	6.39	32.43	11.10	0.00
1	5	1.99	7.86	31.96	9.53	0.00
2	2	1.49	6.86	34.67	12.05	0.10
2	6	1.65	7.65	32.44	5.95	0.00
3	3	2.73	8.69	29.76	8.12	0.00
3	7	1.06	4.59	39.63	10.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.47	12.48	40.74	4.25	0.01
0	0	2.64	14.16	36.87	3.34	0.00
0	4	1.90	10.41	43.56	8.47	0.00
1	1	3.11	13.06	43.30	3.00	0.00
1	5	2.30	12.45	44.54	3.85	0.00
2	2	1.87	10.85	40.69	4.62	0.00
2	6	3.19	14.39	38.40	2.12	0.05
3	3	2.39	12.72	39.75	2.52	0.00
3	7	2.35	11.81	38.79	6.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.45	12.88	45.50	3.04	0.01
0	0	2.37	14.94	42.19	1.95	0.00
0	4	0.98	10.99	51.10	6.21	0.00
1	1	1.62	13.85	42.86	2.00	0.00
1	5	1.10	10.63	49.70	4.03	0.00
2	2	1.21	12.41	47.21	2.15	0.00
2	6	1.89	13.88	39.48	1.28	0.00
3	3	1.19	11.95	47.67	5.07	0.00
3	7	1.26	14.40	43.81	1.62	0.10
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.83	11.53	45.47	4.79	0.13
0	0	2.63	14.23	39.81	2.33	0.00
0	4	1.15	9.65	50.20	6.20	0.00
1	1	2.72	11.40	42.50	2.68	0.00
1	5	1.28	10.02	48.33	4.85	0.00
2	2	1.81	11.89	44.20	8.08	0.00
2	6	1.58	11.12	45.67	3.20	1.05
3	3	1.83	12.79	45.64	4.98	0.00
3	7	1.67	11.11	47.32	6.01	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.56	13.77	43.82	2.93	0.01
0	0	2.78	15.96	38.55	0.59	0.00
0	4	0.54	10.53	46.62	5.39	0.00
1	1	1.55	14.28	43.69	2.36	0.00
1	5	1.24	13.02	49.59	2.34	0.00
2	2	1.68	13.57	44.21	4.07	0.00
2	6	1.88	16.27	36.17	2.32	0.00
3	3	1.41	13.17	46.10	3.61	0.11
3	7	1.42	13.38	45.66	2.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.12	10.90	48.64	4.41	0.05
0	0	2.19	12.48	45.40	3.07	0.00
0	4	0.98	9.34	50.12	5.39	0.00
1	1	1.19	10.83	49.57	4.47	0.00
1	5	0.45	10.39	52.32	3.59	0.00
2	2	0.97	10.66	48.46	5.40	0.00
2	6	0.83	11.55	46.32	4.93	0.00
3	3	1.00	10.82	52.42	4.09	0.00
3	7	1.32	11.17	44.53	4.34	0.38
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.61	13.67	44.94	2.41	0.00
0	0	2.36	16.94	38.57	1.75	0.00
0	4	1.03	12.85	46.93	4.04	0.00
1	1	1.63	14.44	43.35	0.92	0.00
1	5	1.27	11.54	45.30	4.27	0.00
2	2	1.60	13.52	45.82	2.63	0.00
2	6	1.77	13.70	44.39	1.41	0.00
3	3	1.92	13.53	46.62	1.92	0.00
3	7	1.29	12.85	48.56	2.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.31	13.13	46.08	3.51	0.02
0	0	1.59	14.61	41.87	1.99	0.00
0	4	0.71	12.28	47.70	4.66	0.00
1	1	1.20	14.25	44.64	2.65	0.00
1	5	0.82	10.92	51.47	4.22	0.00
2	2	2.03	13.68	44.92	4.09	0.00
2	6	1.95	14.42	40.19	4.67	0.19
3	3	1.09	12.23	47.91	3.60	0.00
3	7	1.08	12.84	50.66	2.28	0.01
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.49	13.08	45.63	2.98	0.00
0	0	2.34	13.69	39.59	3.56	0.00
0	4	1.09	12.11	49.48	3.09	0.00
1	1	1.74	14.21	40.85	2.25	0.00
1	5	1.66	12.37	46.56	3.31	0.00
2	2	1.14	13.18	46.28	3.17	0.00
2	6	1.10	12.45	52.63	2.09	0.00
3	3	1.50	14.36	39.62	3.87	0.00
3	7	1.33	12.09	49.45	2.43	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.44	11.77	44.91	6.35	0.00
0	0	1.52	14.02	41.26	2.30	0.00
0	4	1.27	10.14	49.55	4.76	0.00
1	1	1.54	10.79	42.36	4.02	0.00
1	5	1.21	11.65	46.55	8.18	0.00
2	2	1.69	13.46	41.53	8.68	0.00
2	6	1.51	11.79	44.21	6.94	0.00
3	3	1.39	11.75	46.67	7.41	0.00
3	7	1.42	10.50	47.09	8.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.37	11.90	47.49	3.20	0.00
0	0	1.89	13.36	40.16	2.54	0.00
0	4	0.94	11.11	48.32	3.41	0.00
1	1	0.61	10.03	53.24	3.16	0.00
1	5	1.40	12.32	48.44	3.26	0.00
2	2	1.64	11.70	46.20	5.07	0.00
2	6	1.70	12.85	46.57	2.50	0.00
3	3	1.37	12.54	49.80	3.29	0.00
3	7	1.40	11.34	47.43	2.42	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.43	15.24	42.03	1.77	0.01
0	0	2.19	16.83	32.53	1.36	0.00
0	4	0.97	13.42	46.49	1.40	0.00
1	1	0.99	14.66	42.08	1.72	0.11
1	5	1.34	15.26	44.28	1.87	0.00
2	2	1.20	14.00	47.15	2.70	0.00
2	6	1.56	18.13	38.40	1.37	0.00
3	3	1.31	14.93	43.90	2.22	0.00
3	7	1.89	14.63	41.11	1.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.21	11.03	49.51	3.62	0.00
0	0	2.13	13.86	38.67	2.85	0.00
0	4	0.87	10.55	53.53	2.64	0.00
1	1	0.84	10.25	54.34	2.94	0.00
1	5	0.95	10.28	53.06	4.88	0.00
2	2	1.47	11.32	49.75	2.73	0.00
2	6	1.16	11.36	47.27	4.37	0.00
3	3	1.29	10.85	49.63	4.64	0.00
3	7	0.96	9.80	49.84	3.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.57	13.57	44.76	2.70	0.02
0	0	2.14	16.54	38.70	0.67	0.00
0	4	0.73	11.77	48.39	4.11	0.11
1	1	1.70	12.00	51.86	3.10	0.00
1	5	1.97	14.11	40.52	3.89	0.00
2	2	1.38	13.56	46.60	1.68	0.03
2	6	1.71	13.41	43.28	1.73	0.00
3	3	1.37	13.82	45.35	3.34	0.00
3	7	1.55	13.38	43.41	3.06	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.77	14.30	43.54	1.89	0.00
0	0	3.28	17.07	32.78	0.32	0.00
0	4	0.88	11.29	48.96	2.84	0.00
1	1	1.61	14.95	44.52	0.65	0.00
1	5	1.71	12.30	49.39	2.94	0.00
2	2	2.12	13.92	44.92	2.52	0.00
2	6	1.32	15.35	40.86	1.73	0.00
3	3	1.74	14.44	44.49	2.85	0.00
3	7	1.54	15.09	42.40	1.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.45	15.67	41.70	2.10	0.00
0	0	2.17	16.98	34.53	0.67	0.00
0	4	0.95	14.88	45.19	2.21	0.00
1	1	1.01	14.72	42.24	3.29	0.00
1	5	1.70	16.15	41.63	1.92	0.00
2	2	1.18	15.31	43.40	2.74	0.00
2	6	1.86	17.18	35.81	0.80	0.00
3	3	1.30	15.19	43.49	3.46	0.00
3	7	1.45	14.97	47.32	1.75	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.52	12.49	47.17	2.83	0.00
0	0	1.58	16.61	39.28	1.61	0.00
0	4	0.87	10.75	52.19	2.95	0.00
1	1	1.97	13.02	46.35	1.75	0.00
1	5	1.72	12.17	47.13	3.37	0.00
2	2	1.62	12.67	47.73	2.77	0.00
2	6	1.31	12.29	46.66	2.65	0.00
3	3	1.53	12.96	47.00	3.51	0.00
3	7	1.54	9.42	51.01	4.04	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.51	14.24	44.64	1.89	0.00
0	0	1.66	16.08	39.03	1.33	0.00
0	4	1.41	12.29	49.42	2.70	0.00
1	1	1.36	15.26	46.51	2.19	0.00
1	5	1.32	15.50	45.60	1.06	0.00
2	2	1.37	12.86	47.64	2.04	0.00
2	6	1.71	13.90	42.31	1.87	0.00
3	3	1.56	14.36	43.32	1.15	0.00
3	7	1.67	13.62	43.23	2.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.34	13.17	46.19	3.01	0.00
0	0	2.14	15.78	36.18	2.40	0.03
0	4	0.60	11.03	49.09	2.66	0.00
1	1	1.89	12.99	44.90	3.32	0.00
1	5	0.96	12.01	50.29	4.02	0.00
2	2	1.44	14.68	45.90	1.95	0.00
2	6	1.07	11.84	47.92	4.60	0.00
3	3	1.38	14.31	47.63	3.14	0.00
3	7	1.22	12.72	47.58	1.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.11	9.57	45.81	9.35	0.23
0	0	1.59	12.10	42.12	10.17	0.00
0	4	0.94	7.80	48.61	10.51	0.00
1	1	1.04	9.26	46.53	11.65	0.00
1	5	1.27	9.45	45.53	9.21	0.00
2	2	1.31	9.76	44.21	10.00	0.00
2	6	0.99	8.05	47.32	10.88	1.80
3	3	0.82	10.93	46.43	2.19	0.00
3	7	0.90	9.26	45.81	10.23	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.96	15.28	41.18	1.35	0.02
0	0	3.03	17.42	33.53	0.37	0.00
0	4	1.41	13.23	48.25	1.10	0.00
1	1	2.12	15.89	38.89	2.01	0.00
1	5	2.04	14.33	42.43	1.54	0.00
2	2	1.73	15.43	44.22	0.94	0.16
2	6	1.60	14.05	41.59	2.12	0.00
3	3	2.06	16.11	37.73	1.36	0.00
3	7	1.69	15.77	42.66	1.32	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.08	9.97	51.57	4.26	0.00
0	0	1.02	11.85	51.19	2.01	0.01
0	4	0.50	9.57	52.63	2.98	0.00
1	1	1.68	9.95	51.74	4.10	0.00
1	5	0.69	8.24	52.69	5.93	0.00
2	2	0.87	10.13	49.86	7.59	0.00
2	6	0.63	9.75	51.97	3.41	0.00
3	3	1.90	9.06	51.36	5.52	0.00
3	7	1.33	11.26	51.45	2.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.11	9.01	51.19	5.39	0.14
0	0	1.13	10.79	50.56	3.42	0.00
0	4	0.71	8.01	49.86	8.02	0.00
1	1	1.35	9.41	50.40	5.25	0.00
1	5	0.76	8.90	51.18	5.93	1.06
2	2	1.02	8.39	50.25	6.71	0.00
2	6	2.06	9.25	49.99	4.22	0.07
3	3	1.13	9.01	52.79	6.45	0.00
3	7	0.69	8.37	54.74	3.13	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.88	8.19	53.51	6.95	0.00
0	0	1.24	10.25	48.74	4.45	0.01
0	4	0.42	8.30	57.62	6.82	0.00
1	1	0.92	7.89	53.48	6.90	0.00
1	5	0.94	8.17	53.40	7.34	0.00
2	2	1.02	7.00	50.88	5.86	0.00
2	6	0.57	7.42	50.88	12.22	0.00
3	3	1.05	7.40	57.86	4.74	0.00
3	7	0.89	8.98	54.69	7.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.30	11.10	47.69	4.72	0.05
0	0	1.15	13.16	43.58	2.60	0.01
0	4	1.70	10.97	47.44	3.31	0.11
1	1	1.53	11.34	48.33	4.96	0.00
1	5	1.26	9.75	46.89	7.07	0.04
2	2	1.11	9.54	51.62	7.09	0.00
2	6	1.45	11.95	45.04	6.40	0.23
