Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	2.53	9.96	0.01
0	0	0.00	0.05	2.76	0.99	0.10
0	4	0.00	0.01	2.11	61.79	0.00
1	1	0.00	0.04	2.96	7.94	0.00
1	5	0.00	0.00	2.53	3.08	0.00
2	2	0.00	0.06	2.52	1.57	0.00
2	6	0.00	0.05	3.33	3.07	0.00
3	3	0.00	0.01	2.90	1.56	0.00
3	7	0.00	0.03	1.15	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	1.66	3.47	0.00
0	0	0.00	0.02	2.56	1.88	0.00
0	4	0.00	0.00	0.20	3.85	0.00
1	1	0.00	0.00	2.09	11.19	0.00
1	5	0.00	0.00	1.83	2.77	0.00
2	2	0.00	0.10	2.16	0.40	0.00
2	6	0.00	0.02	0.78	2.07	0.00
3	3	0.00	0.01	1.30	2.58	0.00
3	7	0.00	0.02	2.36	2.94	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	1.14	1.95	0.00
0	0	0.00	0.00	0.86	1.50	0.00
0	4	0.00	0.00	0.82	4.47	0.00
1	1	0.00	0.02	1.31	2.10	0.00
1	5	0.00	0.00	0.35	0.84	0.00
2	2	0.00	0.00	1.47	0.80	0.00
2	6	0.00	0.09	1.61	3.47	0.00
3	3	0.00	0.00	1.08	0.80	0.00
3	7	0.00	0.02	1.67	1.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.59	4.69	0.00
0	0	0.00	0.00	0.61	1.31	0.00
0	4	0.00	0.00	0.31	1.60	0.00
1	1	0.00	0.01	0.53	0.60	0.00
1	5	0.00	0.01	0.48	0.50	0.00
2	2	0.02	0.15	0.92	29.68	0.00
2	6	0.00	0.00	0.56	1.80	0.00
3	3	0.00	0.00	0.56	1.31	0.00
3	7	0.00	0.00	0.75	0.72	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.50	0.80	0.00
0	0	0.00	0.02	0.24	0.80	0.00
0	4	0.00	0.00	0.19	1.09	0.00
1	1	0.00	0.00	0.28	0.89	0.00
1	5	0.00	0.41	0.54	0.24	0.00
2	2	0.00	0.00	0.94	0.79	0.00
2	6	0.00	0.06	0.65	0.88	0.00
3	3	0.00	0.00	0.79	0.80	0.00
3	7	0.00	0.00	0.38	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.97	1.56	0.00
0	0	0.00	0.00	1.65	1.40	0.00
0	4	0.00	0.01	1.27	1.89	0.00
1	1	0.00	0.00	1.14	2.19	0.00
1	5	0.00	0.01	0.80	1.53	0.00
2	2	0.00	0.00	0.90	1.80	0.00
2	6	0.00	0.00	1.27	1.10	0.00
3	3	0.00	0.02	0.45	1.39	0.00
3	7	0.00	0.00	0.29	1.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.56	0.83	7.13	5.51	0.26
0	0	0.46	0.91	7.20	5.10	0.00
0	4	1.18	0.82	5.09	5.63	0.91
1	1	1.02	1.18	7.03	4.94	0.00
1	5	0.02	0.25	5.94	5.02	0.00
2	2	0.62	1.32	8.81	4.13	0.00
2	6	0.12	0.88	7.82	9.57	1.20
3	3	1.08	1.02	8.61	4.92	0.00
3	7	0.00	0.27	6.53	4.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.40	11.64	47.13	4.17	0.05
0	0	1.66	13.03	41.84	2.86	0.01
0	4	1.03	11.08	52.35	2.71	0.00
1	1	1.35	11.60	46.76	1.96	0.03
1	5	0.98	10.66	50.54	8.19	0.00
2	2	1.56	12.64	49.26	3.14	0.00
2	6	1.45	11.80	44.93	3.80	0.34
3	3	2.18	13.35	44.57	2.52	0.00
3	7	0.99	8.97	46.71	8.14	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.56	12.84	46.83	3.06	0.00
0	0	2.44	16.03	40.75	1.60	0.00
0	4	1.70	10.81	50.92	2.95	0.00
1	1	1.69	13.53	41.29	3.11	0.00
1	5	0.99	10.70	50.16	6.61	0.00
2	2	1.56	14.19	45.27	1.67	0.00
2	6	1.42	11.92	49.33	3.76	0.00
3	3	1.00	12.56	51.23	3.53	0.00
3	7	1.66	13.01	45.71	1.23	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.52	11.09	47.76	4.39	0.00
0	0	2.18	13.48	42.36	3.18	0.00
0	4	0.88	9.34	51.25	4.03	0.00
1	1	1.86	11.21	49.81	4.62	0.00
1	5	1.29	11.08	47.90	4.68	0.00
2	2	1.00	12.42	47.11	3.56	0.00
2	6	1.45	10.54	45.25	6.92	0.00
3	3	1.50	9.91	50.31	4.06	0.00
3	7	1.98	10.71	48.08	4.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.97	8.81	50.09	7.25	0.00
0	0	0.61	9.57	45.65	9.50	0.00
0	4	0.67	8.08	50.63	6.75	0.00
1	1	0.74	7.45	48.80	8.83	0.00
1	5	1.34	9.34	53.25	6.29	0.00
2	2	1.30	9.39	53.90	3.54	0.00
2	6	1.21	8.43	48.83	5.47	0.00
