Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.18	0.07	6.21	8.29	0.18
0	0	0.07	0.04	0.57	0.00	0.91
0	4	0.01	0.05	38.03	59.64	0.00
1	1	0.00	0.00	1.28	0.00	0.00
1	5	1.03	0.05	2.17	1.58	0.00
2	2	0.00	0.14	0.39	0.60	0.50
2	6	0.07	0.25	3.95	1.81	0.00
3	3	0.17	0.00	0.96	0.40	0.00
3	7	0.06	0.02	2.36	2.33	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	5.12	8.70	0.00
0	0	0.00	0.00	0.60	0.10	0.00
0	4	0.00	0.00	34.59	63.26	0.00
1	1	0.00	0.00	0.85	0.60	0.00
1	5	0.00	0.01	1.28	1.40	0.00
2	2	0.00	0.00	1.03	1.30	0.00
2	6	0.00	0.01	1.45	0.79	0.00
3	3	0.00	0.00	0.77	0.70	0.00
3	7	0.00	0.00	0.36	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.01	4.80	8.98	0.20
0	0	0.00	0.07	0.24	0.50	0.82
0	4	0.00	0.00	34.10	63.81	0.00
1	1	0.00	0.00	0.26	1.18	0.00
1	5	0.00	0.00	1.61	1.36	0.81
2	2	0.17	0.02	0.29	1.00	0.00
2	6	0.00	0.00	1.25	0.79	0.00
3	3	0.00	0.02	0.40	2.07	0.00
3	7	0.00	0.00	0.25	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.90	8.60	0.00
0	0	0.00	0.00	0.67	0.30	0.00
0	4	0.00	0.02	34.74	63.07	0.00
1	1	0.00	0.00	0.36	1.00	0.00
1	5	0.00	0.00	0.86	0.97	0.00
2	2	0.00	0.00	0.62	0.90	0.00
2	6	0.00	0.04	0.75	1.48	0.00
3	3	0.00	0.03	0.95	0.00	0.00
3	7	0.00	0.00	0.27	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.79	8.91	0.00
0	0	0.00	0.02	0.36	0.51	0.00
0	4	0.00	0.00	34.40	63.43	0.00
1	1	0.00	0.01	0.52	1.11	0.00
1	5	0.00	0.01	0.70	1.28	0.00
2	2	0.00	0.00	0.42	1.69	0.00
2	6	0.00	0.02	1.21	1.32	0.00
3	3	0.00	0.00	0.28	1.01	0.00
3	7	0.00	0.00	0.45	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.77	8.67	0.00
0	0	0.00	0.00	0.03	0.50	0.00
0	4	0.00	0.00	33.87	63.96	0.00
1	1	0.00	0.00	0.68	0.59	0.00
1	5	0.00	0.01	0.79	0.97	0.00
2	2	0.00	0.00	1.56	0.11	0.00
2	6	0.00	0.02	0.86	0.89	0.00
3	3	0.00	0.01	0.20	0.89	0.00
3	7	0.00	0.00	0.20	1.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.71	8.77	0.00
0	0	0.00	0.00	0.33	0.40	0.00
0	4	0.00	0.00	34.11	63.70	0.00
1	1	0.00	0.00	0.10	0.79	0.00
1	5	0.00	0.00	1.29	0.59	0.00
2	2	0.00	0.00	0.46	0.89	0.00
2	6	0.00	0.02	0.68	1.69	0.00
3	3	0.00	0.02	0.39	1.10	0.00
3	7	0.00	0.00	0.29	1.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.06	4.79	8.95	0.00
0	0	0.00	0.01	0.33	0.40	0.00
0	4	0.00	0.02	33.98	63.83	0.00
1	1	0.00	0.00	0.25	0.60	0.00
1	5	0.60	0.38	0.74	1.69	0.00
2	2	0.00	0.00	0.55	1.94	0.00
2	6	0.00	0.04	1.59	0.89	0.00
3	3	0.00	0.00	0.71	1.10	0.00
3	7	0.00	0.00	0.19	1.16	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.73	8.73	0.00
0	0	0.00	0.00	0.73	0.00	0.00
0	4	0.00	0.00	34.01	63.77	0.00
1	1	0.00	0.01	0.30	0.49	0.00
1	5	0.00	0.00	0.41	1.37	0.00
2	2	0.00	0.00	0.55	1.09	0.00
2	6	0.00	0.00	1.32	0.79	0.00
3	3	0.00	0.00	0.32	1.00	0.00
3	7	0.00	0.00	0.19	1.34	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.01	4.89	8.88	0.00
0	0	0.79	0.00	0.45	1.00	0.00
0	4	0.00	0.00	35.07	62.73	0.00
1	1	0.00	0.02	0.29	0.41	0.00
1	5	0.00	0.02	0.79	0.19	0.00
2	2	0.00	0.00	1.15	2.09	0.00
2	6	0.00	0.04	0.94	1.49	0.00
3	3	0.00	0.00	0.23	1.19	0.00
3	7	0.00	0.03	0.19	1.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.76	8.94	0.00
0	0	0.00	0.00	0.63	1.10	0.00
0	4	0.00	0.00	33.74	64.13	0.00
1	1	0.00	0.00	0.13	0.50	0.00
1	5	0.00	0.01	0.91	0.47	0.00
2	2	0.01	0.00	0.55	2.28	0.00
2	6	0.00	0.01	1.27	1.19	0.00
3	3	0.00	0.00	0.45	0.89	0.00
3	7	0.00	0.03	0.38	0.93	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.77	8.61	0.00
0	0	0.00	0.00	0.37	0.60	0.00
0	4	0.00	0.02	34.29	63.45	0.00
1	1	0.00	0.00	0.23	0.69	0.00
1	5	0.00	0.06	1.09	0.39	0.00
2	2	0.00	0.00	0.00	0.60	0.00
2	6	0.00	0.02	1.42	0.59	0.00
3	3	0.00	0.00	0.53	1.38	0.00
3	7	0.00	0.00	0.24	1.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.01	4.64	9.16	0.08
0	0	0.00	0.00	0.42	1.29	0.00
0	4	0.00	0.00	33.26	64.59	0.00
1	1	0.00	0.00	0.33	1.59	0.00
1	5	0.60	0.01	1.02	1.38	0.64
2	2	0.00	0.00	0.19	1.10	0.00
2	6	0.46	0.09	1.21	0.99	0.00
3	3	0.00	0.00	0.46	1.18	0.00
3	7	0.00	0.00	0.23	1.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.74	8.98	0.00
0	0	0.00	0.00	0.58	0.79	0.00
0	4	0.00	0.00	32.93	64.91	0.00
1	1	0.00	0.00	0.25	1.29	0.00
1	5	0.00	0.01	1.14	0.68	0.00
2	2	0.00	0.02	0.90	1.00	0.00
2	6	0.00	0.00	1.53	0.39	0.00
3	3	0.00	0.00	0.46	1.10	0.00
3	7	0.00	0.00	0.16	1.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.54	9.06	0.00
0	0	0.00	0.00	0.17	0.50	0.00
0	4	0.00	0.00	32.77	65.14	0.00
1	1	0.00	0.00	0.36	1.18	0.00
1	5	0.00	0.02	1.33	1.16	0.00
2	2	0.00	0.00	0.42	1.09	0.00
2	6	0.00	0.02	0.69	1.30	0.00
3	3	0.00	0.00	0.29	0.98	0.00
3	7	0.00	0.00	0.25	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.13	4.53	12.43	0.00
0	0	0.00	0.09	0.20	0.40	0.00
0	4	0.00	0.02	31.71	66.31	0.00
1	1	0.02	0.16	0.76	29.38	0.00
1	5	0.00	0.06	1.10	0.39	0.00
2	2	0.00	0.66	0.91	0.38	0.00
2	6	0.00	0.02	1.16	0.67	0.00
3	3	0.00	0.00	0.18	0.79	0.00
3	7	0.00	0.00	0.26	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.83	8.76	0.00
0	0	0.00	0.00	0.10	0.60	0.00
0	4	0.00	0.00	33.62	64.16	0.00
1	1	0.00	0.00	1.05	0.60	0.00
1	5	0.00	0.05	0.83	1.19	0.00
2	2	0.00	0.00	1.11	0.79	0.00
2	6	0.00	0.04	1.31	0.79	0.00
3	3	0.00	0.00	0.29	0.98	0.00
3	7	0.00	0.00	0.35	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.01	4.74	9.03	0.00
0	0	0.00	0.00	0.29	0.39	0.00
0	4	0.00	0.00	33.53	64.28	0.00
1	1	0.29	0.00	0.45	1.10	0.00
1	5	0.00	0.01	0.55	1.19	0.00
2	2	0.00	0.05	1.13	1.55	0.00
2	6	0.00	0.00	1.15	1.21	0.00
3	3	0.00	0.00	0.55	1.50	0.00
3	7	0.00	0.00	0.25	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.62	8.88	0.00
0	0	0.00	0.00	0.67	0.69	0.00
0	4	0.00	0.00	33.37	64.42	0.00
1	1	0.00	0.00	0.26	1.18	0.00
1	5	0.00	0.02	0.46	1.48	0.00
2	2	0.00	0.00	1.01	0.05	0.00
2	6	0.00	0.05	0.39	1.19	0.00
3	3	0.00	0.00	0.19	1.09	0.00
3	7	0.00	0.00	0.64	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.01	4.66	8.89	0.00
0	0	0.00	0.00	0.10	0.60	0.00
0	4	0.00	0.02	33.51	64.27	0.00
1	1	0.00	0.00	0.45	1.10	0.00
1	5	0.00	0.02	1.15	0.66	0.00
2	2	0.00	0.02	0.39	0.94	0.00
2	6	0.00	0.05	0.89	1.40	0.00
3	3	0.00	0.00	0.29	0.99	0.00
3	7	0.09	0.00	0.50	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.79	8.85	0.43
0	0	0.00	0.01	0.44	0.20	3.43
0	4	0.00	0.00	33.09	64.74	0.00
1	1	0.00	0.00	0.37	1.19	0.00
1	5	0.00	0.02	1.37	0.56	0.00
2	2	0.01	0.00	1.02	0.83	0.00
2	6	0.00	0.04	1.39	0.89	0.00
3	3	0.00	0.00	0.29	1.28	0.00
3	7	0.00	0.00	0.36	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.01	9.07	0.00
0	0	0.00	0.01	0.38	0.59	0.00
0	4	0.00	0.00	32.83	65.01	0.00
1	1	0.00	0.00	0.27	1.18	0.00
1	5	0.00	0.05	1.41	0.50	0.00
2	2	0.00	0.00	1.80	1.32	0.00
2	6	0.00	0.04	2.55	1.18	0.00
3	3	0.00	0.00	0.39	1.67	0.00
3	7	0.00	0.00	0.46	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.01	4.64	9.36	0.11
0	0	0.00	0.00	0.39	0.30	0.00
0	4	0.00	0.00	33.02	64.83	0.00
1	1	0.00	0.00	0.72	1.78	0.88
1	5	0.00	0.00	0.67	1.38	0.00
2	2	0.00	0.00	0.24	1.51	0.00
2	6	0.00	0.04	1.63	1.88	0.00
3	3	0.00	0.00	0.10	1.29	0.00
3	7	0.40	0.00	0.37	1.87	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.65	9.02	0.00
0	0	0.00	0.02	0.28	0.40	0.00
0	4	0.00	0.02	33.38	64.37	0.00
1	1	0.00	0.00	0.37	1.38	0.00
1	5	0.00	0.01	0.76	1.18	0.00
2	2	0.00	0.00	0.32	1.51	0.00
2	6	0.00	0.05	1.37	0.51	0.00
3	3	0.00	0.00	0.28	1.79	0.00
3	7	0.00	0.00	0.47	1.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.77	8.91	0.00
0	0	0.00	0.00	0.82	0.30	0.00
0	4	0.00	0.01	33.92	63.85	0.00
1	1	0.00	0.00	0.19	1.18	0.00
1	5	0.00	0.02	1.36	0.49	0.00
2	2	0.00	0.00	0.25	1.10	0.00
2	6	0.00	0.01	0.88	2.00	0.00
3	3	0.00	0.00	0.35	1.30	0.00
3	7	0.00	0.00	0.37	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.88	8.89	0.11
0	0	0.00	0.00	0.63	0.00	0.89
0	4	0.00	0.01	33.86	63.94	0.00
1	1	0.00	0.00	0.29	1.38	0.00
1	5	0.00	0.02	1.18	0.67	0.00
2	2	0.00	0.02	1.00	1.48	0.00
2	6	0.00	0.05	1.35	1.10	0.00
3	3	0.00	0.02	0.29	1.19	0.00
3	7	0.00	0.00	0.47	1.35	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.59	8.81	0.00
0	0	0.00	0.00	0.64	0.09	0.00
0	4	0.00	0.00	33.37	64.42	0.00
1	1	0.00	0.01	0.20	0.69	0.00
1	5	0.00	0.01	1.10	0.67	0.00
2	2	0.00	0.00	0.47	0.89	0.00
2	6	0.00	0.02	0.65	1.09	0.00
3	3	0.00	0.00	0.22	1.30	0.00
3	7	0.00	0.00	0.10	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.02	4.90	8.96	0.11
0	0	0.60	0.00	0.78	1.49	0.00
0	4	0.00	0.02	34.44	63.38	0.00
1	1	0.00	0.03	0.49	0.99	0.00
1	5	0.00	0.01	1.48	0.69	0.88
2	2	0.00	0.01	0.44	1.56	0.00
2	6	0.00	0.05	1.04	1.48	0.00
3	3	0.00	0.00	0.27	0.99	0.00
3	7	0.00	0.03	0.25	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.71	8.85	0.00
0	0	0.00	0.00	0.62	1.29	0.00
0	4	0.00	0.00	33.56	64.28	0.00
1	1	0.00	0.00	0.72	0.40	0.00
1	5	0.00	0.04	0.81	0.17	0.00
2	2	0.00	0.00	0.28	1.69	0.00
2	6	0.00	0.00	0.83	0.99	0.00
3	3	0.00	0.00	0.25	1.00	0.00
3	7	0.00	0.03	0.58	0.95	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.00	4.82	8.71	0.11
0	0	0.72	0.00	0.27	1.09	0.89
0	4	0.00	0.00	34.58	63.25	0.00
