Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.17	0.54	8.56	14.11	0.00
0	0	0.07	1.97	38.40	16.24	0.00
0	4	0.00	0.02	5.29	21.50	0.00
1	1	0.00	0.00	0.85	1.49	0.00
1	5	0.14	0.10	5.69	69.63	0.00
2	2	9.08	2.18	11.79	0.20	0.00
2	6	0.10	0.02	2.08	1.57	0.00
3	3	0.00	0.00	1.77	0.40	0.00
3	7	0.00	0.02	2.59	1.87	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.13	6.98	15.46	0.00
0	0	0.08	1.05	45.10	25.70	0.00
0	4	0.00	0.01	2.29	9.75	0.00
1	1	0.00	0.00	0.39	1.09	0.00
1	5	0.00	0.00	4.86	83.72	0.00
2	2	0.00	0.00	0.95	0.49	0.00
2	6	0.00	0.00	0.53	1.29	0.00
3	3	0.00	0.02	0.39	0.79	0.00
3	7	0.00	0.00	1.30	0.81	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.16	6.72	15.46	0.00
0	0	0.09	1.22	45.21	25.95	0.00
0	4	0.00	0.00	0.42	0.51	0.00
1	1	0.00	0.02	0.68	0.71	0.00
1	5	0.00	0.00	5.98	92.30	0.00
2	2	0.00	0.00	0.28	1.09	0.00
2	6	0.00	0.00	0.45	1.09	0.00
3	3	0.00	0.00	0.34	0.79	0.00
3	7	0.00	0.02	0.41	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.14	6.58	15.46	0.00
0	0	0.11	1.13	43.89	27.45	0.00
0	4	0.00	0.00	0.63	0.00	0.00
1	1	0.00	0.02	0.29	0.60	0.00
1	5	0.00	0.00	6.44	91.83	0.00
2	2	0.00	0.00	0.29	0.78	0.00
2	6	0.00	0.00	0.28	0.69	0.00
3	3	0.00	0.00	0.35	1.18	0.00
3	7	0.00	0.00	0.45	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.18	6.32	15.28	0.00
0	0	0.13	1.31	41.35	28.44	0.00
0	4	0.00	0.00	0.65	0.00	0.00
1	1	0.00	0.00	0.14	0.89	0.00
1	5	0.00	0.10	7.09	88.33	0.00
2	2	0.00	0.00	0.19	0.99	0.00
2	6	0.00	0.00	0.27	0.88	0.00
3	3	0.00	0.00	0.37	1.19	0.00
3	7	0.11	0.01	0.49	1.47	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.31	7.48	14.68	2.10
0	0	0.23	2.43	47.32	23.01	0.00
0	4	0.00	0.00	7.61	62.24	16.83
1	1	0.00	0.00	0.25	1.18	0.00
1	5	0.00	0.00	2.49	26.78	0.00
2	2	0.00	0.00	0.29	1.20	0.00
2	6	0.00	0.02	0.54	1.29	0.00
3	3	0.00	0.00	0.28	0.88	0.00
3	7	0.00	0.00	1.05	0.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	0.12	6.57	15.48	0.00
0	0	0.25	0.94	39.98	31.54	0.00
0	4	0.00	0.00	7.20	51.74	0.00
1	1	0.00	0.00	0.58	0.49	0.00
1	5	0.30	0.00	3.57	36.03	0.00
2	2	0.00	0.03	0.25	0.89	0.00
2	6	0.00	0.00	0.21	0.99	0.00
3	3	0.00	0.00	0.00	0.70	0.00
3	7	0.00	0.01	0.80	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.06	6.18	16.06	0.00
0	0	0.15	0.43	38.39	34.00	0.00
0	4	0.00	0.00	0.79	0.00	0.00
1	1	0.00	0.00	0.19	0.99	0.00
1	5	0.00	0.00	7.97	90.29	0.00
2	2	0.00	0.00	1.13	0.39	0.00
2	6	0.00	0.00	0.14	0.99	0.00
3	3	0.00	0.02	0.39	0.80	0.00
3	7	0.00	0.00	0.42	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.15	6.89	15.35	2.32
0	0	0.27	1.21	41.37	30.05	0.00
0	4	0.00	0.00	8.43	65.30	18.58
1	1	0.00	0.00	1.02	0.49	0.00
1	5	0.00	0.01	2.67	22.67	0.00
2	2	0.00	0.00	0.44	1.18	0.00
2	6	0.00	0.00	0.37	0.88	0.00
3	3	0.00	0.00	0.36	0.99	0.00
3	7	0.00	0.00	0.49	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.33	6.56	14.76	0.00
0	0	0.23	2.63	40.58	28.07	0.00
0	4	0.00	0.00	9.84	85.60	0.00
1	1	0.00	0.00	0.54	0.59	0.00
1	5	0.00	0.00	0.13	1.19	0.00
2	2	0.01	0.00	0.20	0.79	0.02
2	6	0.00	0.00	0.29	0.39	0.00
3	3	0.00	0.00	0.27	0.99	0.00
3	7	0.00	0.00	0.66	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.25	7.49	14.93	0.00
0	0	0.10	1.99	48.44	21.45	0.00
0	4	0.00	0.00	8.96	89.20	0.00
1	1	0.00	0.02	0.57	4.66	0.00
1	5	0.00	0.00	0.36	1.28	0.00
2	2	0.00	0.00	0.14	0.59	0.00
2	6	0.00	0.00	0.35	0.60	0.00
3	3	0.00	0.00	0.49	0.80	0.00
3	7	0.00	0.01	0.59	0.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.24	0.48	7.45	14.23	0.00
0	0	0.11	2.99	44.32	19.53	0.00
0	4	0.00	0.00	9.28	71.55	0.00
1	1	1.83	0.86	3.84	1.87	0.00
1	5	0.00	0.00	1.02	17.78	0.00
2	2	0.00	0.00	0.30	0.59	0.00
2	6	0.00	0.00	0.23	0.69	0.00
3	3	0.00	0.00	0.20	0.70	0.00
3	7	0.00	0.00	0.42	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.13	0.84	7.09	12.37	0.15
