Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.44	0.55	7.67	4.62	0.00
0	0	18.79	0.76	12.73	15.94	0.00
0	4	0.00	0.00	0.79	0.58	0.00
1	1	15.04	3.63	41.55	16.89	0.00
1	5	0.16	0.00	1.18	0.30	0.00
2	2	0.15	0.00	1.19	0.59	0.00
2	6	0.72	0.00	1.47	1.10	0.00
3	3	0.00	0.01	1.28	0.78	0.00
3	7	0.71	0.00	1.18	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.93	0.33	6.63	5.34	0.00
0	0	8.07	0.82	9.66	11.64	0.00
0	4	0.00	0.00	0.64	0.00	0.00
1	1	7.37	1.78	39.80	23.41	0.00
1	5	0.00	0.00	0.94	1.21	0.00
2	2	0.00	0.00	0.67	1.99	0.00
2	6	0.00	0.00	0.30	1.48	0.00
3	3	0.00	0.00	0.25	0.99	0.00
3	7	0.00	0.03	0.72	1.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.04	0.35	6.62	5.05	0.01
0	0	8.42	0.91	10.46	11.18	0.12
0	4	0.00	0.00	0.37	1.89	0.00
1	1	7.90	1.88	39.83	23.26	0.00
1	5	0.00	0.00	0.48	0.20	0.00
2	2	0.00	0.00	0.27	1.24	0.00
2	6	0.00	0.00	0.44	0.50	0.00
3	3	0.00	0.00	0.97	1.20	0.00
3	7	0.00	0.00	0.14	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.78	0.29	6.48	4.57	0.00
0	0	7.24	0.83	9.22	9.00	0.00
0	4	0.00	0.00	0.29	0.99	0.00
1	1	7.03	1.47	39.79	23.06	0.00
1	5	0.00	0.00	0.39	0.80	0.00
2	2	0.00	0.00	0.92	0.31	0.00
2	6	0.00	0.00	0.59	0.50	0.00
3	3	0.00	0.00	0.29	0.99	0.00
3	7	0.00	0.00	0.37	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.96	0.41	7.37	4.70	0.43
0	0	12.95	0.72	12.68	11.80	0.00
0	4	0.00	0.02	0.59	0.97	0.00
1	1	7.47	1.56	30.01	12.05	0.00
1	5	0.00	0.00	1.36	1.79	3.44
2	2	3.23	1.00	12.09	7.62	0.00
2	6	0.00	0.00	0.33	0.90	0.00
3	3	0.00	0.00	0.94	1.57	0.00
3	7	0.00	0.01	0.98	0.94	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.31	9.50	4.34	0.00
0	0	0.12	2.47	65.20	25.29	0.00
0	4	0.00	0.00	2.12	1.08	0.00
1	1	0.00	0.04	1.90	1.20	0.00
1	5	0.04	0.00	2.04	1.80	0.00
2	2	0.00	0.00	0.39	1.38	0.00
2	6	0.00	0.00	1.77	1.10	0.00
3	3	0.00	0.00	2.09	1.89	0.00
3	7	0.00	0.00	0.53	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.99	0.42	6.42	4.95	0.00
0	0	13.17	0.53	8.19	11.75	0.00
0	4	0.00	0.00	0.20	1.37	0.00
1	1	10.79	2.81	40.05	20.26	0.00
