Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	0.02	5.80	8.72	0.13
0	0	0.00	0.06	36.38	60.50	0.00
0	4	0.00	0.00	0.16	1.09	0.00
1	1	0.00	0.03	2.35	1.82	0.00
1	5	0.52	0.03	0.00	0.50	1.00
2	2	0.00	0.00	2.55	2.21	0.00
2	6	0.00	0.02	2.22	2.74	0.00
3	3	0.00	0.03	0.59	0.00	0.00
3	7	0.00	0.00	2.19	0.91	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.92	8.59	0.00
0	0	0.00	0.03	35.03	62.61	0.00
0	4	0.00	0.00	0.18	1.19	0.00
1	1	0.00	0.00	0.54	1.00	0.00
1	5	0.00	0.00	0.83	0.60	0.00
2	2	0.00	0.00	0.22	1.09	0.00
2	6	0.00	0.00	1.22	0.25	0.00
3	3	0.00	0.00	0.58	0.89	0.00
3	7	0.00	0.00	0.72	1.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.13	5.33	11.58	0.00
0	0	0.00	0.22	37.55	59.42	0.00
0	4	0.00	0.00	0.76	0.60	0.00
1	1	0.28	0.60	0.07	0.31	0.00
1	5	0.00	0.00	0.52	0.41	0.00
2	2	0.00	0.00	0.61	0.50	0.00
2	6	0.00	0.01	0.89	1.93	0.00
3	3	0.01	0.23	0.87	28.57	0.00
3	7	0.00	0.00	1.39	0.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.99	8.62	0.00
0	0	0.00	0.03	34.64	62.99	0.00
0	4	0.00	0.00	0.49	0.89	0.00
1	1	0.00	0.00	0.86	0.80	0.00
1	5	0.00	0.00	0.44	1.39	0.00
2	2	0.00	0.00	0.93	0.59	0.00
2	6	0.00	0.01	1.20	1.02	0.00
3	3	0.00	0.00	0.99	0.40	0.00
3	7	0.00	0.00	0.37	0.87	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.90	8.74	0.00
0	0	0.00	0.08	36.03	61.59	0.00
0	4	0.00	0.00	0.10	0.50	0.00
1	1	0.00	0.00	0.28	1.20	0.00
1	5	0.00	0.00	0.56	1.98	0.00
2	2	0.00	0.00	0.24	1.09	0.00
2	6	0.00	0.00	1.13	1.63	0.00
3	3	0.00	0.00	0.29	1.10	0.00
3	7	0.00	0.00	0.55	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.44	4.81	8.44	0.00
0	0	0.00	1.88	35.07	60.37	0.00
0	4	0.00	0.00	0.00	0.50	0.00
1	1	0.00	0.00	0.98	1.28	0.00
1	5	0.00	0.00	1.01	1.67	0.00
2	2	0.00	0.00	0.54	1.38	0.00
2	6	0.00	0.00	0.56	1.50	0.00
3	3	0.00	1.31	0.00	0.01	0.00
3	7	0.00	0.30	0.30	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.03	8.55	0.00
0	0	0.00	0.07	36.60	61.04	0.00
0	4	0.00	0.00	0.14	0.50	0.00
1	1	0.00	0.01	0.40	0.30	0.00
1	5	0.00	0.00	0.10	0.90	0.00
2	2	0.00	0.00	0.37	1.00	0.00
2	6	0.00	0.03	1.04	1.98	0.00
3	3	0.00	0.00	0.73	0.69	0.00
3	7	0.00	0.00	0.85	2.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.04	4.88	8.48	0.11
0	0	0.00	0.07	36.26	61.46	0.00
0	4	0.00	0.00	0.24	1.19	0.00
1	1	0.00	0.02	0.28	0.40	0.00
1	5	0.78	0.18	0.10	0.60	0.00
2	2	0.00	0.00	0.28	1.08	0.00
2	6	0.00	0.00	1.44	0.59	0.00
3	3	0.00	0.00	0.29	1.19	0.89
3	7	0.00	0.03	0.19	1.32	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.89	8.56	0.00
0	0	0.00	0.03	36.50	61.16	0.00
0	4	0.00	0.00	0.35	0.61	0.00
1	1	0.00	0.00	0.23	0.58	0.00
1	5	0.00	0.03	0.16	0.50	0.00
2	2	0.00	0.00	0.09	1.09	0.00
2	6	0.00	0.00	0.95	2.01	0.00
3	3	0.00	0.00	0.54	1.29	0.00
3	7	0.00	0.00	0.31	1.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.02	8.53	0.00
0	0	0.00	0.07	37.14	60.51	0.00
0	4	0.00	0.00	0.44	0.51	0.00
1	1	0.00	0.00	0.41	1.70	0.00
1	5	0.00	0.00	0.30	1.10	0.00
2	2	0.00	0.00	0.18	0.91	0.00
2	6	0.00	0.00	0.68	1.19	0.00
3	3	0.00	0.00	0.54	0.92	0.00
3	7	0.00	0.00	0.45	1.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	5.00	9.01	0.00
0	0	0.00	0.05	36.07	61.60	0.00
0	4	0.00	0.00	0.27	1.09	0.00
1	1	0.00	0.00	0.25	1.29	0.00
1	5	0.00	0.00	1.12	2.00	0.00
2	2	0.00	0.02	0.46	2.49	0.00
2	6	0.00	0.02	0.58	1.38	0.00
3	3	0.00	0.08	0.46	1.11	0.00
3	7	0.00	0.01	0.76	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.71	8.90	0.00
0	0	0.00	0.00	34.53	63.15	0.00
0	4	0.00	0.00	0.18	1.19	0.00
1	1	0.00	0.00	0.53	1.60	0.00
1	5	0.00	0.00	0.24	1.39	0.00
2	2	0.00	0.10	0.31	1.30	0.00
2	6	0.00	0.01	1.11	0.66	0.00
3	3	0.00	0.00	0.19	1.09	0.00
3	7	0.00	0.00	0.56	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.01	4.85	8.68	0.11
0	0	0.00	0.03	35.60	62.15	0.00
0	4	0.00	0.00	0.59	0.79	0.00
1	1	0.39	0.00	0.28	1.19	0.88
1	5	0.00	0.00	0.69	0.98	0.00
2	2	0.00	0.00	0.14	1.29	0.00
2	6	0.00	0.04	1.09	0.77	0.00
3	3	0.00	0.00	0.10	1.19	0.00
3	7	0.00	0.00	0.27	1.06	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.04	8.35	0.00
0	0	0.00	0.03	36.10	61.53	0.00
0	4	0.00	0.00	0.60	0.00	0.00
1	1	0.00	0.02	0.76	1.18	0.00
1	5	0.00	0.02	0.83	0.31	0.00
2	2	0.00	0.00	0.23	1.11	0.00
2	6	0.00	0.00	1.03	0.81	0.00
3	3	0.00	0.02	0.48	0.81	0.00
3	7	0.00	0.00	0.28	1.07	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.19	8.29	0.00
0	0	0.00	0.02	36.97	60.72	0.00
0	4	0.00	0.00	0.13	0.50	0.00
1	1	0.00	0.00	0.70	0.19	0.00
1	5	0.00	0.00	0.98	0.40	0.00
2	2	0.00	0.00	0.37	1.08	0.00
2	6	0.00	0.00	0.73	1.79	0.00
3	3	0.00	0.03	0.80	0.50	0.00
3	7	0.00	0.03	0.89	1.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.91	8.50	0.00
0	0	0.00	0.08	36.36	61.32	0.00
0	4	0.00	0.00	0.23	0.40	0.00
1	1	0.00	0.00	0.59	0.49	0.00
1	5	0.00	0.00	0.19	1.28	0.00
2	2	0.00	0.00	0.46	1.10	0.00
2	6	0.00	0.00	0.57	1.40	0.00
3	3	0.00	0.10	0.33	1.00	0.00
3	7	0.00	0.00	0.57	1.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.11	4.90	8.51	0.00
0	0	0.00	0.05	36.88	60.86	0.00
0	4	0.00	0.00	0.14	0.50	0.00
1	1	0.00	0.02	0.29	0.80	0.00
1	5	0.00	0.00	0.09	0.72	0.00
2	2	0.00	0.80	0.37	1.60	0.00
2	6	0.00	0.01	0.82	1.09	0.00
3	3	0.00	0.00	0.33	1.49	0.00
3	7	0.00	0.03	0.27	1.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.18	5.08	8.39	0.00
0	0	0.00	0.03	36.21	61.45	0.00
0	4	0.00	0.00	0.51	0.60	0.00
1	1	0.71	0.67	0.73	0.01	0.00
1	5	0.00	0.75	1.48	0.79	0.00
2	2	0.00	0.00	0.29	1.29	0.00
2	6	0.00	0.00	0.67	0.79	0.00
3	3	0.00	0.00	0.36	0.99	0.00
3	7	0.00	0.00	0.38	1.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	5.04	8.65	0.00
0	0	0.00	0.01	36.52	61.08	0.00
0	4	0.00	0.00	0.36	0.59	0.00
1	1	0.00	0.00	0.53	0.90	0.00
1	5	0.00	0.00	0.66	1.70	0.00
2	2	0.00	0.00	0.10	1.19	0.00
2	6	0.00	0.00	0.37	1.29	0.00
3	3	0.00	0.00	0.45	1.69	0.00
3	7	0.00	0.00	1.36	0.72	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.69	8.88	0.00
0	0	0.00	0.01	34.60	63.20	0.00
0	4	0.00	0.00	0.46	0.50	0.00
1	1	0.00	0.00	0.23	1.39	0.00
1	5	0.00	0.01	0.40	2.10	0.00
2	2	0.00	0.00	0.51	0.81	0.00
2	6	0.00	0.00	0.28	1.20	0.00
3	3	0.00	0.00	0.45	1.21	0.00
3	7	0.00	0.00	0.63	0.61	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.76	9.12	0.00
0	0	0.00	0.02	34.51	63.34	0.00
0	4	0.00	0.00	0.36	1.40	0.00
1	1	0.00	0.00	0.53	1.41	0.00
1	5	0.00	0.00	0.52	2.00	0.00
2	2	0.00	0.00	0.72	1.02	0.00
2	6	0.00	0.00	0.39	1.41	0.00
3	3	0.00	0.06	0.55	1.61	0.00
3	7	0.00	0.00	0.53	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.70	9.02	0.00
0	0	0.00	0.01	34.65	63.15	0.00
0	4	0.00	0.00	0.29	1.10	0.00
1	1	0.00	0.00	0.36	1.10	0.00
1	5	0.00	0.00	0.54	1.11	0.00
2	2	0.00	0.02	0.78	1.79	0.00
2	6	0.00	0.00	0.21	1.10	0.00
3	3	0.00	0.00	0.28	1.61	0.00
3	7	0.00	0.02	0.46	1.16	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.01	4.78	9.37	0.11
0	0	0.19	0.01	34.00	63.71	0.00
0	4	0.00	0.00	0.26	0.41	0.00
1	1	0.00	0.00	0.28	1.31	0.00
1	5	0.49	0.00	0.53	1.20	0.00
2	2	0.00	0.04	1.42	2.90	0.89
2	6	0.00	0.00	0.61	2.10	0.00
3	3	0.00	0.00	0.40	1.02	0.00
3	7	0.00	0.00	0.76	2.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.77	9.08	0.00
0	0	0.00	0.00	34.77	63.01	0.00
0	4	0.00	0.00	0.23	1.21	0.00
1	1	0.00	0.02	0.23	0.90	0.00
1	5	0.00	0.00	0.09	1.10	0.00
2	2	0.00	0.00	1.19	0.61	0.00
2	6	0.00	0.00	0.67	1.89	0.00
3	3	0.02	0.03	0.50	2.29	0.00
3	7	0.00	0.00	0.50	1.61	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.70	12.51	0.00
0	0	0.00	0.00	33.62	64.36	0.00
0	4	0.00	0.00	0.36	1.09	0.00
1	1	0.00	0.00	0.24	1.79	0.00
1	5	0.00	0.00	0.22	1.49	0.00
2	2	0.00	0.00	0.55	1.60	0.00
2	6	0.00	0.00	0.38	2.08	0.00
3	3	0.01	0.14	1.85	26.15	0.00
3	7	0.00	0.00	0.42	1.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.75	8.73	0.00
0	0	0.00	0.02	35.45	62.30	0.00
0	4	0.00	0.00	0.28	1.09	0.00
1	1	0.00	0.00	0.25	1.09	0.00
1	5	0.00	0.00	0.14	1.19	0.00
2	2	0.00	0.02	0.67	1.29	0.00
2	6	0.00	0.00	0.10	1.29	0.00
3	3	0.00	0.10	0.87	0.50	0.00
3	7	0.00	0.00	0.26	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.04	8.79	0.00
0	0	0.00	0.03	35.54	62.23	0.00
0	4	0.00	0.00	0.54	0.93	0.00
1	1	0.00	0.00	0.43	0.92	0.00
1	5	0.00	0.00	0.49	0.74	0.00
2	2	0.00	0.01	0.93	0.93	0.00
2	6	0.00	0.00	0.63	1.73	0.00
3	3	0.00	0.00	0.64	1.42	0.00
3	7	0.00	0.02	1.12	1.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.00	4.73	9.05	0.10
0	0	0.00	0.00	33.32	64.58	0.00
0	4	0.00	0.00	0.56	1.37	0.81
1	1	0.00	0.00	0.17	1.19	0.00
1	5	0.52	0.00	0.51	1.39	0.00
2	2	0.00	0.00	1.65	0.90	0.00
2	6	0.00	0.02	0.99	0.40	0.00
3	3	0.00	0.00	0.20	1.28	0.00
3	7	0.00	0.00	0.47	1.25	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.62	9.01	0.00
0	0	0.00	0.00	34.02	63.84	0.00
0	4	0.00	0.00	0.20	0.50	0.00
1	1	0.00	0.00	0.38	1.59	0.00
1	5	0.00	0.00	0.37	1.09	0.00
2	2	0.00	0.01	0.87	1.29	0.00
2	6	0.00	0.00	0.44	1.80	0.00
3	3	0.00	0.02	0.29	1.01	0.00
3	7	0.00	0.00	0.38	0.97	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.75	8.94	0.00
0	0	0.00	0.02	34.94	62.90	0.00
0	4	0.00	0.02	0.19	0.70	0.00
1	1	0.00	0.00	0.09	0.98	0.00
1	5	0.00	0.00	0.36	1.50	0.00
2	2	0.00	0.01	1.20	0.92	0.00
2	6	0.00	0.00	0.42	1.60	0.00
3	3	0.00	0.00	0.49	1.41	0.00
3	7	0.00	0.00	0.27	1.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.92	8.51	0.00
0	0	0.00	0.00	35.21	62.63	0.00
0	4	0.00	0.00	0.15	0.59	0.00
1	1	0.00	0.00	0.62	0.00	0.00
1	5	0.00	0.01	0.70	0.00	0.00
2	2	0.00	0.00	0.94	1.40	0.00
2	6	0.00	0.00	0.45	1.20	0.00
3	3	0.00	0.10	0.26	1.08	0.00
3	7	0.00	0.00	1.08	1.21	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.66	8.85	0.00
0	0	0.00	0.00	34.19	63.63	0.00
0	4	0.00	0.00	0.37	0.69	0.00
1	1	0.00	0.00	0.43	1.19	0.00
1	5	0.00	0.00	0.42	1.29	0.00
2	2	0.00	0.04	0.55	1.00	0.00
2	6	0.00	0.00	0.29	1.18	0.00
3	3	0.00	0.00	0.37	0.99	0.00
3	7	0.00	0.00	0.64	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.05	4.54	9.21	0.00
0	0	0.00	0.00	32.91	64.99	0.00
0	4	0.79	0.38	0.19	1.19	0.00
1	1	0.00	0.00	0.17	1.29	0.00
1	5	0.00	0.00	0.23	1.38	0.00
2	2	0.00	0.03	1.36	0.49	0.00
2	6	0.00	0.00	0.19	1.39	0.00
3	3	0.00	0.00	0.98	0.79	0.00
3	7	0.00	0.00	0.33	2.16	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	4.74	8.93	0.00
0	0	0.00	0.00	34.41	63.39	0.00
0	4	0.00	0.00	0.68	0.70	0.00
1	1	0.00	0.00	0.37	1.19	0.00
1	5	0.00	0.00	0.36	1.08	0.00
2	2	0.00	0.00	1.40	1.31	0.00
2	6	0.00	0.03	0.19	1.29	0.00
3	3	0.00	0.00	0.19	1.39	0.00
3	7	0.00	0.00	0.28	1.07	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	5.05	9.16	0.00
0	0	0.00	0.03	35.52	62.25	0.00
0	4	0.00	0.00	0.60	0.00	0.00
1	1	0.00	0.00	0.37	1.88	0.00
1	5	0.00	0.00	0.37	1.19	0.00
2	2	0.00	0.00	1.01	1.79	0.00
2	6	0.00	0.00	0.66	1.91	0.00
3	3	0.00	0.01	0.48	1.39	0.00
3	7	0.00	0.00	1.37	2.83	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.80	8.65	0.00
0	0	0.00	0.02	35.61	62.23	0.00
0	4	0.00	0.02	0.60	0.00	0.00
1	1	0.00	0.00	0.21	1.29	0.00
1	5	0.00	0.00	0.28	1.18	0.00
2	2	0.00	0.02	0.94	0.89	0.00
2	6	0.00	0.00	0.23	1.29	0.00
3	3	0.01	0.12	0.29	1.20	0.00
3	7	0.00	0.00	0.20	1.14	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.74	8.74	0.00
0	0	0.00	0.00	34.29	63.55	0.00
0	4	0.00	0.00	0.54	0.10	0.00
1	1	0.00	0.02	0.30	0.59	0.00
1	5	0.00	0.00	0.10	0.99	0.00
2	2	0.00	0.09	1.00	2.09	0.00
2	6	0.00	0.00	0.55	1.09	0.00
3	3	0.00	0.00	0.94	0.40	0.00
3	7	0.00	0.03	0.19	1.13	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	0.00	4.53	9.03	0.00
0	0	0.00	0.00	33.23	64.67	0.00
0	4	0.59	0.00	0.35	0.61	0.00
1	1	0.00	0.00	0.22	0.60	0.00
1	5	0.00	0.03	0.25	1.29	0.00
2	2	0.00	0.02	0.74	1.39	0.00
2	6	0.00	0.00	0.46	1.50	0.00
3	3	0.00	0.00	0.54	0.82	0.00
3	7	0.00	0.00	0.41	1.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.75	8.77	0.00
0	0	0.00	0.04	33.70	64.15	0.00
0	4	0.00	0.00	0.57	1.19	0.00
1	1	0.00	0.00	0.65	0.50	0.00
1	5	0.00	0.01	0.43	0.59	0.00
2	2	0.00	0.07	1.20	0.59	0.00
2	6	0.00	0.00	0.32	0.86	0.00
3	3	0.00	0.00	0.19	1.08	0.00
3	7	0.00	0.03	0.94	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	4.81	9.12	0.00
0	0	0.00	0.00	33.51	64.35	0.00
0	4	0.00	0.00	0.56	1.00	0.00
1	1	0.00	0.00	0.64	1.40	0.00
1	5	0.00	0.00	0.72	1.89	0.00
2	2	0.00	0.05	1.24	0.51	0.00
2	6	0.00	0.00	0.87	1.10	0.00
3	3	0.00	0.00	0.28	1.59	0.00
3	7	0.00	0.00	0.62	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.70	9.09	0.00
0	0	0.00	0.00	34.20	63.64	0.00
0	4	0.00	0.00	0.29	0.70	0.00
1	1	0.00	0.00	0.29	1.28	0.00
1	5	0.00	0.00	0.37	1.10	0.00
2	2	0.00	0.02	1.39	1.49	0.00
2	6	0.00	0.00	0.67	1.91	0.00
3	3	0.00	0.12	0.10	1.09	0.00
3	7	0.00	0.00	0.27	1.55	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	4.86	8.71	0.00
0	0	0.00	0.03	35.66	62.17	0.00
0	4	0.00	0.12	0.18	0.41	0.00
1	1	0.00	0.00	0.28	0.90	0.00
1	5	0.00	0.00	0.45	1.01	0.00
2	2	0.00	0.00	0.94	1.11	0.00
2	6	0.00	0.00	0.42	1.11	0.00
3	3	0.00	0.00	0.48	1.42	0.00
3	7	0.00	0.00	0.46	1.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.01	4.87	8.70	0.00
0	0	0.00	0.03	34.84	63.07	0.00
0	4	0.00	0.00	0.14	1.18	0.00
1	1	0.00	0.00	0.62	0.10	0.00
1	5	0.72	0.01	0.76	0.10	0.00
2	2	0.00	0.04	0.95	1.39	0.00
2	6	0.00	0.00	0.46	1.19	0.00
3	3	0.00	0.00	0.26	1.09	0.00
3	7	0.00	0.00	0.88	1.49	0.00
