Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.64	0.40	6.80	3.88	0.00
0	0	11.05	0.51	9.83	6.04	0.00
0	4	0.00	0.00	0.74	0.10	0.00
1	1	0.00	0.03	1.99	0.40	0.00
1	5	0.71	0.10	0.20	0.87	0.00
2	2	9.16	2.59	38.79	22.41	0.00
2	6	0.09	0.00	0.59	0.00	0.00
3	3	0.08	0.00	0.90	0.78	0.00
3	7	0.06	0.00	1.40	0.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.74	0.34	6.58	3.92	0.25
0	0	11.20	0.56	9.04	9.48	0.00
0	4	0.00	0.00	0.53	0.20	0.00
1	1	0.00	0.05	0.66	0.28	0.00
1	5	0.00	0.00	0.47	0.00	0.00
2	2	10.71	2.11	40.47	20.31	0.00
2	6	0.00	0.00	0.57	0.00	1.98
3	3	0.00	0.01	0.40	0.00	0.00
3	7	0.00	0.00	0.54	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.14	0.29	6.60	4.19	0.14
0	0	9.15	0.60	9.95	7.40	0.11
0	4	0.00	0.00	0.23	0.89	0.00
1	1	0.00	0.07	1.18	0.20	0.00
1	5	0.04	0.00	0.88	0.30	1.00
2	2	7.94	1.66	39.43	21.80	0.00
2	6	0.00	0.02	0.47	1.70	0.00
3	3	0.00	0.00	0.44	0.70	0.00
3	7	0.00	0.00	0.22	0.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.62	0.18	6.25	4.58	0.12
0	0	7.16	0.62	9.65	5.74	0.00
0	4	0.00	0.00	0.27	0.80	0.00
1	1	0.00	0.02	0.67	0.79	0.00
1	5	0.00	0.00	0.21	0.70	0.99
2	2	5.81	0.76	38.26	26.18	0.00
2	6	0.00	0.01	0.38	0.71	0.00
3	3	0.00	0.00	0.19	0.89	0.00
3	7	0.00	0.00	0.40	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.10	0.40	7.31	5.75	0.01
0	0	8.31	0.92	12.45	15.93	0.12
0	4	0.00	0.00	0.20	1.09	0.00
1	1	0.00	0.02	2.56	0.89	0.00
1	5	0.00	0.00	0.53	0.99	0.00
2	2	0.00	0.00	0.15	3.07	0.00
2	6	0.00	0.00	0.57	2.57	0.00
3	3	0.00	0.01	0.10	1.09	0.00
3	7	8.47	2.22	41.88	20.32	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.63	0.48	7.80	5.93	0.00
0	0	11.01	0.80	14.32	18.54	0.00
0	4	0.00	0.00	0.25	0.30	0.00
1	1	0.00	0.01	1.66	1.65	0.00
1	5	0.00	0.03	0.98	3.19	0.00
2	2	0.64	0.28	4.59	1.87	0.00
2	6	0.00	0.00	0.94	0.99	0.00
3	3	9.43	2.67	37.57	19.75	0.00
3	7	0.00	0.03	2.15	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.84	0.52	6.90	5.32	0.03
0	0	11.71	1.13	12.54	16.69	0.23
0	4	0.00	0.00	0.33	0.89	0.00
1	1	0.00	0.03	0.50	0.99	0.00
1	5	0.00	0.00	0.58	0.59	0.00
2	2	0.00	0.00	0.48	0.89	0.00
2	6	0.00	0.00	0.37	0.70	0.00
3	3	10.52	2.97	40.18	20.83	0.00
3	7	0.46	0.00	0.22	1.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.89	0.25	6.32	4.42	0.01
0	0	7.09	0.87	9.75	8.25	0.11
0	4	0.00	0.00	0.36	0.50	0.00
1	1	0.00	0.00	1.07	0.00	0.00
1	5	0.00	0.02	0.20	0.61	0.00
2	2	0.00	0.01	0.37	0.50	0.00
2	6	0.00	0.00	0.05	0.60	0.00
3	3	8.05	1.07	38.57	23.93	0.00
3	7	0.00	0.00	0.16	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.36	0.37	6.51	4.47	0.00
0	0	9.45	0.57	9.45	8.82	0.00
0	4	0.00	0.00	0.08	0.61	0.00
1	1	0.00	0.05	1.13	0.98	0.00
1	5	0.00	0.00	0.35	1.28	0.00
2	2	0.00	0.00	0.21	0.99	0.00
2	6	0.00	0.00	0.23	1.00	0.00
3	3	9.44	2.36	39.86	21.80	0.00
3	7	0.00	0.00	0.78	0.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.09	0.29	6.77	4.45	0.12
0	0	7.66	0.96	10.51	7.85	0.01
0	4	0.00	0.00	0.32	0.99	0.00
1	1	0.00	0.03	0.56	0.77	0.00
1	5	0.00	0.01	0.19	1.09	0.99
2	2	1.37	0.33	3.76	1.17	0.00
2	6	0.00	0.00	0.36	0.88	0.00
3	3	7.68	0.96	37.87	22.13	0.00
3	7	0.00	0.02	0.59	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.78	0.20	6.48	4.08	0.00
0	0	7.16	0.62	8.77	5.94	0.00
0	4	0.00	0.00	0.16	0.40	0.00
1	1	0.00	0.01	1.06	0.29	0.00
1	5	0.00	0.00	0.75	0.19	0.00
2	2	0.00	0.00	0.29	0.40	0.00
2	6	0.00	0.00	0.19	0.69	0.00
3	3	7.11	1.01	39.76	24.15	0.00
3	7	0.00	0.00	0.89	0.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.15	0.28	6.26	4.68	0.11
0	0	8.11	0.71	9.27	7.96	0.01
0	4	0.00	0.00	0.66	0.40	0.00
1	1	0.00	0.01	0.98	0.98	0.00
1	5	0.00	0.00	0.36	0.79	0.00
2	2	0.00	0.00	0.24	1.00	0.00
2	6	0.00	0.00	0.23	0.99	0.00
3	3	9.06	1.49	37.91	24.42	0.00
3	7	0.00	0.00	0.43	0.91	0.90
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.55	0.31	6.63	4.12	0.00
0	0	9.69	0.50	8.53	8.40	0.00
0	4	0.00	0.00	0.24	0.50	0.00
1	1	0.19	0.06	1.41	0.99	0.00
1	5	0.00	0.00	0.19	0.79	0.00
2	2	10.48	1.90	41.31	19.61	0.00
2	6	0.00	0.00	0.38	0.98	0.00
3	3	0.00	0.00	0.74	0.60	0.00
3	7	0.00	0.00	0.22	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.55	0.28	6.42	8.82	0.00
0	0	9.09	0.76	9.57	12.75	0.00
0	4	0.00	0.00	0.46	0.80	0.00
1	1	0.00	0.00	0.83	0.79	0.00
1	5	0.00	0.00	0.23	0.99	0.00
2	2	11.30	1.34	38.35	24.47	0.00
2	6	0.00	0.00	0.18	1.00	0.00
3	3	0.00	0.00	0.19	0.88	0.00
3	7	0.01	0.17	1.52	28.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.63	0.25	6.88	5.58	0.00
0	0	6.83	0.92	11.66	16.10	0.01
0	4	0.00	0.00	0.09	0.60	0.00
1	1	0.00	0.00	1.10	0.40	0.00
1	5	0.00	0.00	0.36	0.89	0.00
2	2	6.21	1.07	40.62	24.67	0.00
2	6	0.00	0.00	0.23	0.90	0.00
3	3	0.00	0.02	0.30	0.82	0.00
3	7	0.00	0.00	0.68	0.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.19	0.25	6.30	5.88	0.00
0	0	5.00	0.96	11.02	14.79	0.00
0	4	0.00	0.00	0.18	0.50	0.00
1	1	0.00	0.01	1.00	0.20	0.00
1	5	0.00	0.00	0.18	0.89	0.00
2	2	4.53	1.06	37.15	28.07	0.00
2	6	0.00	0.00	0.36	0.80	0.00
3	3	0.00	0.00	0.25	0.89	0.00
3	7	0.00	0.00	0.22	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.66	0.36	6.80	5.61	0.00
0	0	6.28	0.67	11.22	16.19	0.00
0	4	0.00	0.00	0.55	0.30	0.00
1	1	0.00	0.06	1.35	1.29	0.00
1	5	0.00	0.00	0.13	0.59	0.00
2	2	7.02	2.14	40.36	22.69	0.00
2	6	0.00	0.00	0.29	0.99	0.00
3	3	0.00	0.00	0.27	1.85	0.00
3	7	0.00	0.00	0.25	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.80	0.32	6.85	5.43	0.00
0	0	12.25	0.80	11.99	15.68	0.01
0	4	0.00	0.00	0.63	0.70	0.00
