Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.44	1.59	4.28	0.00
0	0	0.00	0.00	1.64	1.46	0.00
0	4	0.00	0.00	1.27	0.20	0.00
1	1	0.00	0.00	2.04	1.38	0.00
1	5	0.42	0.04	1.59	1.30	0.00
2	2	0.42	0.02	2.02	1.39	0.00
2	6	0.00	3.27	0.00	0.00	0.00
3	3	0.20	0.00	1.52	0.79	0.00
3	7	0.02	0.20	2.62	27.72	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.20	0.49	0.54	0.00
0	0	0.00	0.01	0.47	0.20	0.00
0	4	0.00	0.00	0.58	0.59	0.00
1	1	0.00	0.00	0.40	0.79	0.00
1	5	0.00	0.00	0.32	0.88	0.00
2	2	0.00	0.02	0.74	1.00	0.00
2	6	0.00	1.58	0.00	0.00	0.00
3	3	0.00	0.00	0.37	0.79	0.00
3	7	0.00	0.02	1.03	0.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.15	0.44	0.66	0.00
0	0	0.00	0.00	0.36	0.89	0.00
0	4	0.00	0.00	0.36	0.89	0.00
1	1	0.00	0.00	0.82	0.79	0.00
1	5	0.00	0.01	0.49	0.20	0.00
2	2	0.00	0.00	0.18	0.90	0.00
2	6	0.00	1.18	0.21	0.00	0.00
3	3	0.00	0.00	0.63	0.99	0.00
3	7	0.00	0.02	0.50	0.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.27	0.55	1.00	0.00
0	0	0.00	0.00	0.44	1.28	0.00
0	4	0.00	0.00	1.01	1.09	0.00
1	1	0.00	0.00	0.20	0.29	0.00
1	5	0.00	0.00	0.75	1.30	0.00
2	2	0.00	0.00	0.74	0.80	0.00
2	6	0.05	2.09	0.11	0.00	0.00
3	3	0.00	0.00	0.29	1.48	0.00
3	7	0.00	0.04	0.90	1.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.17	0.44	0.61	0.00
0	0	0.00	0.01	0.29	0.20	0.00
0	4	0.00	0.00	0.53	0.99	0.00
1	1	0.00	0.00	0.37	0.79	0.00
1	5	0.00	0.00	0.25	0.89	0.00
2	2	0.00	0.04	0.37	1.38	0.00
2	6	0.63	1.29	0.00	0.00	0.00
3	3	0.00	0.00	1.09	0.51	0.00
3	7	0.00	0.00	0.62	0.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.18	0.66	0.64	0.00
0	0	0.00	0.00	0.56	1.09	0.00
0	4	0.00	0.00	0.45	0.79	0.00
1	1	0.00	0.00	0.63	0.59	0.00
1	5	0.00	0.01	0.68	0.29	0.00
2	2	0.00	0.00	0.92	0.98	0.00
2	6	0.00	1.38	0.11	0.00	0.00
3	3	0.00	0.01	1.17	0.57	0.00
3	7	0.00	0.01	0.79	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.17	0.34	0.72	0.00
0	0	0.00	0.00	0.45	0.89	0.00
0	4	0.00	0.00	0.14	1.09	0.00
1	1	0.00	0.01	0.29	0.50	0.00
1	5	0.00	0.00	0.30	0.60	0.00
2	2	0.00	0.00	0.27	1.00	0.00
2	6	0.00	1.38	0.11	0.00	0.00
3	3	0.00	0.00	0.94	0.60	0.00
3	7	0.00	0.00	0.20	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.23	0.29	0.80	0.00
0	0	0.00	0.00	0.13	0.49	0.00
0	4	0.00	0.00	0.19	1.18	0.00
1	1	0.00	0.00	0.28	1.08	0.00
1	5	0.00	0.00	0.44	0.89	0.00
2	2	0.00	0.00	0.23	1.00	0.00
2	6	0.08	1.79	0.11	0.00	0.00
3	3	0.00	0.05	0.56	0.99	0.00
3	7	0.00	0.00	0.37	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.20	0.27	0.75	0.00
0	0	0.00	0.00	0.19	0.69	0.00
0	4	0.00	0.00	0.18	0.99	0.00
1	1	0.00	0.00	0.73	0.48	0.00
1	5	0.00	0.00	0.14	1.08	0.00
2	2	0.00	0.00	0.10	1.00	0.00
2	6	0.00	1.59	0.00	0.00	0.00
