Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	0.80	70.64	16.70	0.00
0	0	0.31	0.70	73.52	14.73	0.00
0	4	0.19	0.71	67.69	21.51	0.00
1	1	0.22	0.47	73.33	16.19	0.00
1	5	0.29	0.56	71.50	18.44	0.00
2	2	0.21	0.44	70.56	19.02	0.00
2	6	0.15	0.65	68.87	21.16	0.00
3	3	0.12	0.82	77.03	12.31	0.00
3	7	0.01	2.05	63.10	10.33	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	71.95	16.18	0.00
0	0	0.00	0.47	76.91	11.98	0.00
0	4	0.00	0.71	71.45	18.99	0.00
1	1	0.00	0.41	71.06	19.00	0.00
1	5	0.01	0.48	70.67	20.11	0.00
2	2	0.00	0.44	69.36	20.57	0.00
2	6	0.01	0.38	69.92	20.92	0.00
3	3	0.00	0.70	79.01	10.57	0.00
3	7	0.02	1.88	66.63	7.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.66	70.91	17.14	0.00
0	0	0.00	0.53	72.20	16.72	0.00
0	4	0.00	0.71	70.22	20.25	0.00
1	1	0.00	0.38	71.03	19.07	0.00
1	5	0.01	0.38	71.39	19.41	0.00
2	2	0.01	0.46	69.15	20.67	0.00
2	6	0.01	0.45	70.18	20.57	0.00
3	3	0.01	0.61	78.16	11.51	0.00
3	7	0.02	1.73	64.96	8.95	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.65	71.11	16.89	0.00
0	0	0.01	0.55	76.75	12.02	0.00
0	4	0.00	0.56	70.99	19.63	0.00
1	1	0.00	0.38	72.78	17.32	0.00
1	5	0.01	0.38	70.37	20.49	0.00
2	2	0.00	0.43	70.33	19.59	0.00
2	6	0.00	0.54	70.41	20.23	0.00
3	3	0.00	0.57	74.46	15.26	0.00
3	7	0.01	1.80	63.14	10.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	1.09	67.65	17.29	0.00
0	0	0.00	0.50	69.28	17.55	0.00
0	4	0.00	0.64	66.14	21.39	0.00
1	1	0.00	0.52	69.00	18.36	0.00
1	5	0.01	0.42	66.45	22.47	0.00
2	2	0.00	0.45	67.70	19.67	0.00
2	6	0.01	2.37	65.74	21.43	0.00
3	3	0.00	0.59	76.68	10.43	0.00
3	7	0.02	3.24	60.18	7.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.70	71.56	16.53	0.00
0	0	0.01	0.45	72.83	16.17	0.00
0	4	0.00	0.65	69.04	21.45	0.00
1	1	0.00	0.44	73.34	16.55	0.00
1	5	0.01	0.44	70.56	20.19	0.00
2	2	0.01	0.47	71.44	18.52	0.00
2	6	0.01	0.47	70.31	20.50	0.00
3	3	0.00	0.71	78.67	10.98	0.00
3	7	0.01	1.94	65.95	7.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.94	71.26	16.29	0.00
0	0	0.00	0.57	72.62	16.19	0.00
0	4	0.01	1.28	68.36	21.23	0.00
1	1	0.00	0.38	75.12	14.83	0.00
1	5	0.01	0.47	72.38	18.29	0.00
2	2	0.01	0.49	69.63	20.26	0.00
2	6	0.02	1.15	68.84	21.11	0.00
3	3	0.01	1.40	79.56	9.18	0.00
3	7	0.06	1.80	64.24	9.37	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.70	71.50	16.62	0.00
0	0	0.01	0.56	72.33	16.61	0.00
0	4	0.00	0.74	70.42	20.04	0.00
1	1	0.00	0.40	73.48	16.38	0.00
1	5	0.00	0.47	71.01	19.66	0.00
2	2	0.00	0.44	70.26	19.63	0.00
2	6	0.00	0.33	70.12	20.73	0.00
3	3	0.00	0.68	78.57	11.12	0.00
3	7	0.01	1.94	65.14	8.61	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	71.71	16.35	0.00
0	0	0.00	0.53	74.11	14.80	0.00
0	4	0.00	0.69	70.86	19.57	0.00
1	1	0.00	0.54	73.89	15.84	0.00
1	5	0.02	0.43	69.78	21.03	0.00
2	2	0.01	0.52	71.17	18.78	0.00
2	6	0.01	0.39	70.52	20.36	0.00
3	3	0.01	0.58	78.50	11.34	0.00
3	7	0.02	1.75	64.85	9.05	0.00
