Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	0.11	1.51	1.11	0.16
0	0	0.00	0.00	2.83	1.00	0.00
0	4	0.00	0.00	1.07	3.35	0.00
1	1	0.00	0.00	1.92	1.18	0.00
1	5	0.65	0.09	1.57	0.69	0.00
2	2	0.72	0.00	0.30	0.00	0.00
2	6	0.00	0.00	2.54	1.18	0.00
3	3	0.00	0.81	0.95	0.68	0.00
3	7	0.00	0.00	0.87	0.79	1.25
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	1.63	13.30	11.04	0.03
0	0	0.00	0.14	10.03	16.66	0.00
0	4	0.04	4.56	11.98	3.20	0.00
1	1	0.27	1.36	16.51	7.17	0.00
1	5	0.00	0.86	11.36	12.48	0.26
2	2	0.36	0.50	14.99	6.88	0.00
2	6	0.57	0.37	13.43	6.86	0.00
3	3	0.31	4.72	15.17	6.34	0.00
3	7	0.01	0.50	12.94	28.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	2.88	13.20	12.99	1.15
0	0	0.00	10.42	13.21	5.67	4.40
0	4	0.00	0.08	13.33	25.84	0.00
1	1	0.28	8.56	10.45	7.59	0.00
1	5	0.00	0.26	14.18	11.62	0.00
2	2	0.08	3.31	13.45	10.62	0.85
2	6	0.00	0.11	12.32	10.29	3.91
3	3	0.00	0.16	14.50	13.97	0.00
3	7	0.00	0.14	14.20	18.36	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.55	11.78	12.96	0.41
0	0	0.00	0.19	15.72	8.18	0.10
0	4	0.00	0.13	12.08	13.75	0.00
1	1	0.00	0.11	12.43	17.31	0.00
1	5	0.00	0.08	10.83	11.59	0.00
2	2	0.47	19.49	2.83	0.00	1.75
2	6	0.00	0.08	13.76	25.49	0.00
3	3	0.00	0.15	13.03	12.79	1.41
3	7	0.00	0.14	13.57	14.56	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.83	16.78	18.57	0.50
0	0	0.04	5.45	17.91	9.84	3.98
0	4	0.00	1.17	17.26	17.14	0.00
1	1	0.06	4.99	15.40	26.35	0.00
1	5	0.00	0.17	15.44	20.57	0.00
2	2	0.22	10.28	13.77	13.25	0.00
2	6	0.04	0.10	17.49	25.20	0.00
3	3	0.11	0.09	18.36	18.16	0.00
3	7	0.01	0.41	18.58	18.01	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	3.63	21.94	23.12	0.18
0	0	0.00	3.10	28.32	35.64	1.41
0	4	0.00	0.23	24.52	26.19	0.00
1	1	0.32	7.40	16.52	24.61	0.00
1	5	0.00	0.23	20.58	21.31	0.00
2	2	0.13	0.14	24.64	21.29	0.00
2	6	0.13	0.27	22.00	19.61	0.00
3	3	0.45	17.43	14.42	9.77	0.02
3	7	0.01	0.27	24.64	26.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.31	3.59	23.30	22.17	0.14
0	0	0.04	1.31	32.83	27.81	1.11
0	4	0.00	0.35	26.44	27.77	0.00
1	1	0.56	10.20	17.74	15.05	0.00
1	5	1.73	15.49	13.00	8.44	0.00
2	2	0.00	0.53	22.80	22.33	0.00
2	6	0.00	0.17	23.65	22.71	0.00
3	3	0.00	0.19	21.90	24.75	0.00
3	7	0.10	0.51	28.08	28.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.39	3.66	21.36	21.90	0.06
0	0	0.20	0.41	27.20	30.53	0.47
0	4	0.11	0.45	23.62	23.44	0.00
1	1	1.58	16.05	12.89	9.21	0.00
1	5	0.91	8.27	16.96	17.05	0.00
2	2	0.17	2.66	22.62	19.97	0.05
2	6	0.16	0.90	19.78	18.88	0.00
3	3	0.01	0.27	23.53	21.99	0.00
3	7	0.00	0.26	24.16	33.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	3.74	21.61	22.54	0.19
0	0	0.07	0.25	29.08	26.33	1.03
0	4	0.05	0.23	23.61	20.89	0.00
1	1	0.00	0.26	21.59	22.16	0.00
1	5	0.04	0.24	21.88	21.52	0.00
2	2	0.30	3.25	23.70	22.28	0.00
2	6	1.16	24.85	8.99	3.49	0.00
3	3	0.00	0.15	21.41	30.78	0.50
3	7	0.00	0.71	22.91	33.13	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	1.84	24.10	28.77	0.06
0	0	0.02	6.79	28.17	13.62	0.00
0	4	0.00	0.33	23.46	30.73	0.00
1	1	0.20	0.24	25.11	38.33	0.40
1	5	0.00	0.25	24.19	50.60	0.00
2	2	0.72	2.62	19.33	19.54	0.00
2	6	0.55	3.96	19.52	21.30	0.11
3	3	0.00	0.23	25.53	28.13	0.00
3	7	0.00	0.27	27.20	27.52	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	3.79	20.42	26.76	0.00
0	0	0.13	28.51	6.28	0.00	0.02
0	4	0.00	0.37	25.01	26.03	0.00
1	1	0.00	0.29	21.63	32.15	0.00
1	5	0.00	0.26	21.57	36.01	0.00
2	2	0.01	0.27	23.10	34.38	0.00
2	6	0.01	0.12	19.17	28.37	0.00
3	3	0.00	0.27	23.29	31.49	0.00
3	7	0.01	0.24	23.31	25.61	0.00
