Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.74	72.23	15.15	0.00
0	0	0.04	0.49	74.02	14.18	0.00
0	4	0.01	0.71	75.16	14.21	0.00
1	1	0.01	0.34	73.20	16.43	0.00
1	5	0.08	0.51	70.42	20.00	0.00
2	2	0.09	0.71	70.49	18.92	0.00
2	6	0.00	0.48	69.48	20.82	0.00
3	3	0.04	0.60	78.53	10.23	0.00
3	7	0.01	2.04	66.00	6.32	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.66	71.69	16.22	0.00
0	0	0.00	0.55	73.28	15.71	0.00
0	4	0.00	0.63	72.80	17.61	0.00
1	1	0.02	0.30	72.67	17.40	0.00
1	5	0.00	0.36	69.67	21.24	0.00
2	2	0.01	0.64	72.27	17.28	0.00
2	6	0.00	0.38	68.61	22.08	0.00
3	3	0.00	0.37	78.51	11.46	0.00
3	7	0.02	2.08	66.40	7.16	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.70	72.36	15.63	0.00
0	0	0.01	0.49	75.96	13.00	0.00
0	4	0.00	0.81	73.91	16.35	0.00
1	1	0.11	0.43	73.45	16.40	0.00
1	5	0.00	0.35	71.74	19.09	0.00
2	2	0.01	0.51	70.25	19.46	0.00
2	6	0.01	0.47	69.54	21.24	0.00
3	3	0.00	0.50	79.24	10.69	0.00
3	7	0.01	2.04	64.50	8.75	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	71.62	16.29	0.00
0	0	0.00	0.47	74.16	14.94	0.00
0	4	0.00	0.57	73.13	17.30	0.00
1	1	0.01	0.39	71.96	17.98	0.00
1	5	0.00	0.51	70.73	19.84	0.00
2	2	0.02	0.57	68.58	20.86	0.00
2	6	0.00	0.44	69.59	21.08	0.00
3	3	0.00	0.48	79.00	10.92	0.00
3	7	0.01	2.04	66.10	7.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.82	69.44	16.32	0.00
0	0	0.00	0.44	69.63	17.11	0.00
0	4	0.00	0.59	71.35	16.93	0.00
1	1	0.01	0.37	71.52	16.38	0.00
1	5	0.00	0.32	67.78	21.31	0.00
2	2	0.01	0.56	66.54	21.55	0.00
2	6	0.00	0.54	67.60	20.38	0.00
3	3	0.01	1.49	77.21	9.18	0.00
3	7	0.01	2.28	63.88	7.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.69	71.77	16.33	0.00
0	0	0.01	0.35	77.51	11.44	0.00
0	4	0.00	0.53	72.62	18.07	0.00
1	1	0.01	0.45	73.50	16.52	0.00
1	5	0.00	0.33	68.49	22.48	0.00
2	2	0.00	0.49	68.04	21.92	0.00
2	6	0.00	0.57	67.12	23.57	0.00
3	3	0.00	0.56	81.52	8.36	0.00
3	7	0.00	2.25	65.03	8.21	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.88	71.44	16.23	0.00
0	0	0.00	0.94	75.43	12.41	0.00
0	4	0.00	0.53	71.80	18.83	0.00
1	1	0.02	0.38	72.73	17.35	0.00
1	5	0.01	1.06	69.28	20.76	0.00
2	2	0.00	0.55	68.65	21.03	0.00
2	6	0.00	0.47	69.76	20.96	0.00
3	3	0.00	0.48	79.83	10.07	0.00
3	7	0.02	2.60	64.35	8.46	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.67	71.92	16.26	0.00
0	0	0.01	0.43	74.06	15.04	0.00
0	4	0.01	0.67	70.68	19.90	0.00
1	1	0.02	0.37	74.15	15.99	0.00
1	5	0.00	0.30	69.83	21.19	0.00
2	2	0.01	0.52	69.72	20.06	0.00
2	6	0.01	0.44	69.86	20.89	0.00
3	3	0.00	0.45	80.62	9.18	0.00
3	7	0.01	2.17	65.84	7.64	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.65	71.48	16.35	0.00
0	0	0.01	0.45	76.12	12.75	0.00
0	4	0.00	0.50	72.01	18.74	0.00
1	1	0.00	0.44	73.13	16.55	0.00
1	5	0.00	0.32	68.84	21.28	0.00
2	2	0.01	0.50	67.67	22.19	0.00
2	6	0.00	0.38	67.55	23.30	0.00
3	3	0.01	0.59	81.09	8.69	0.00
3	7	0.01	2.06	66.09	7.45	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	1.18	69.84	16.41	0.00
0	0	0.01	0.46	74.18	13.79	0.00
0	4	0.00	0.59	72.04	17.28	0.00
1	1	0.00	0.35	72.58	15.61	0.00
1	5	0.00	0.37	67.32	22.33	0.00
2	2	0.01	0.59	66.84	21.31	0.00
2	6	0.00	0.41	66.22	22.88	0.00
3	3	0.00	3.11	76.49	9.78	0.00
3	7	0.01	3.59	63.09	8.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.71	72.48	15.52	0.00
0	0	0.01	0.47	73.85	15.22	0.00
0	4	0.00	0.69	75.43	14.84	0.00
1	1	0.01	0.41	72.30	17.33	0.00
1	5	0.00	0.47	71.11	19.59	0.00
2	2	0.01	0.59	69.99	19.87	0.00
2	6	0.01	0.37	70.26	20.61	0.00
3	3	0.00	0.52	80.55	9.26	0.00
3	7	0.01	2.17	66.03	7.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.80	71.61	16.07	0.03
0	0	0.00	0.50	76.56	12.39	0.00
0	4	0.00	0.73	75.09	14.18	0.21
1	1	0.00	0.36	70.39	18.72	0.00
1	5	0.00	0.45	68.99	21.93	0.00
2	2	0.01	0.57	69.13	20.15	0.00
2	6	0.00	0.51	70.10	20.42	0.00
3	3	0.00	0.46	78.15	11.75	0.00
3	7	0.01	2.78	64.10	8.93	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	71.66	15.74	0.00
0	0	0.01	0.44	74.32	14.65	0.00
0	4	0.00	0.57	72.65	17.98	0.00
1	1	0.01	0.41	75.57	14.23	0.00
1	5	0.00	0.39	69.73	21.23	0.00
2	2	0.00	0.53	69.31	20.56	0.00
2	6	0.01	0.52	69.94	20.78	0.00
3	3	0.00	0.55	80.66	8.89	0.00
3	7	0.06	2.15	63.68	8.24	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	70.92	17.03	0.00
0	0	0.00	0.55	71.80	17.27	0.00
0	4	0.00	0.53	70.53	19.98	0.00
1	1	0.02	0.33	70.81	19.26	0.00
1	5	0.00	0.42	67.59	23.25	0.00
2	2	0.01	0.63	71.85	17.98	0.00
2	6	0.00	0.42	70.74	20.12	0.00
3	3	0.00	0.49	78.84	10.65	0.00
3	7	0.01	2.08	63.21	7.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	1.08	69.50	16.33	0.30
0	0	0.00	0.49	69.57	17.49	0.00
0	4	0.00	0.52	69.90	19.01	0.00
1	1	0.00	0.38	69.72	18.40	0.00
1	5	0.00	0.50	67.15	21.75	0.00
2	2	0.01	0.56	70.54	17.43	0.00
2	6	0.00	0.42	68.41	19.90	0.00
3	3	0.02	1.60	76.52	9.70	2.37
3	7	0.00	4.15	64.24	6.97	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	72.14	16.02	0.00
0	0	0.00	0.57	74.20	14.76	0.00
0	4	0.01	0.67	74.67	15.71	0.00
1	1	0.01	0.35	73.26	16.76	0.00
1	5	0.00	0.40	69.09	21.85	0.00
2	2	0.01	0.65	71.22	18.57	0.00
2	6	0.00	0.38	69.57	21.28	0.00
3	3	0.00	0.44	78.83	11.18	0.00
3	7	0.00	2.05	65.62	7.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.79	71.30	16.60	0.00
0	0	0.00	0.50	75.17	13.79	0.00
0	4	0.00	1.09	70.85	18.90	0.00
1	1	0.01	0.30	72.21	17.84	0.00
1	5	0.00	0.41	69.72	21.29	0.00
2	2	0.00	0.63	69.33	20.56	0.00
2	6	0.00	0.44	70.68	20.13	0.00
3	3	0.00	0.50	77.30	12.69	0.00
3	7	0.01	2.47	65.42	7.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
