Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.95	0.96	8.56	1.23	1.60
0	0	30.97	7.26	59.23	0.00	0.00
0	4	0.00	0.11	2.06	4.14	12.81
1	1	0.00	0.00	1.50	1.40	0.00
1	5	0.55	0.10	0.40	0.54	0.00
2	2	0.04	0.04	0.76	0.99	0.00
2	6	0.00	0.04	1.88	0.89	0.00
3	3	0.03	0.12	1.96	1.09	0.00
3	7	0.02	0.00	0.70	0.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.99	0.92	7.88	0.79	1.88
0	0	31.94	7.18	58.93	0.00	0.00
0	4	0.00	0.15	1.04	1.87	15.02
1	1	0.00	0.00	0.54	1.88	0.00
1	5	0.00	0.04	0.79	0.79	0.00
2	2	0.00	0.00	0.71	0.10	0.00
2	6	0.00	0.00	0.20	0.30	0.00
3	3	0.00	0.00	0.18	0.89	0.00
3	7	0.00	0.00	0.66	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.96	0.94	7.58	0.90	1.49
0	0	31.65	7.43	57.59	0.00	0.00
0	4	0.00	0.10	0.67	2.64	11.92
1	1	0.00	0.00	0.24	0.89	0.00
1	5	0.00	0.00	0.36	0.89	0.00
2	2	0.00	0.01	1.11	0.79	0.00
2	6	0.00	0.00	0.14	0.79	0.00
3	3	0.00	0.02	0.20	0.50	0.00
3	7	0.00	0.00	0.30	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.03	0.91	7.85	1.08	1.52
0	0	32.24	7.16	58.57	0.00	0.00
0	4	0.00	0.05	1.42	2.95	12.18
1	1	0.00	0.00	0.22	0.89	0.00
1	5	0.00	0.00	0.00	0.40	0.00
2	2	0.00	0.06	0.69	1.57	0.00
2	6	0.00	0.00	0.33	1.18	0.00
3	3	0.00	0.00	0.85	0.99	0.00
3	7	0.00	0.01	0.73	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.02	0.92	7.98	1.21	1.26
0	0	32.05	7.26	58.26	0.00	0.00
0	4	0.00	0.11	1.61	3.83	10.12
1	1	0.00	0.02	1.40	1.18	0.00
1	5	0.00	0.00	0.34	0.79	0.00
2	2	0.00	0.00	0.38	1.29	0.00
2	6	0.00	0.00	0.10	0.99	0.00
3	3	0.09	0.00	0.79	0.79	0.00
3	7	0.00	0.00	0.99	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.90	0.98	7.68	1.02	1.41
0	0	31.17	7.38	58.60	0.00	0.00
0	4	0.00	0.04	1.36	4.04	11.24
1	1	0.00	0.00	0.19	0.99	0.00
1	5	0.00	0.00	0.28	0.79	0.00
2	2	0.00	0.04	0.55	0.99	0.00
2	6	0.00	0.00	0.24	0.69	0.00
3	3	0.00	0.40	0.02	0.00	0.00
3	7	0.00	0.00	0.20	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.95	0.91	7.86	0.88	1.28
0	0	31.61	7.12	58.94	0.00	0.00
0	4	0.00	0.15	1.27	1.68	10.21
1	1	0.00	0.00	0.53	1.09	0.00
1	5	0.00	0.00	0.91	0.79	0.00
2	2	0.00	0.04	0.27	0.50	0.00
2	6	0.00	0.00	0.20	0.89	0.00
3	3	0.00	0.00	0.47	0.99	0.00
3	7	0.00	0.00	0.25	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.92	0.92	7.85	1.04	1.61
0	0	31.35	7.14	58.43	0.00	0.00
0	4	0.00	0.07	1.21	2.46	12.04
1	1	0.00	0.00	0.29	1.09	0.00
1	5	0.00	0.00	0.27	0.89	0.00
2	2	0.00	0.10	1.10	0.98	0.81
2	6	0.00	0.00	0.63	1.09	0.00
3	3	0.00	0.02	0.59	1.09	0.00
3	7	0.00	0.00	0.30	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.99	0.92	8.08	1.10	1.46
0	0	31.92	7.27	58.83	0.00	0.00
0	4	0.00	0.09	1.76	1.68	11.68
1	1	0.00	0.00	0.98	1.09	0.00
1	5	0.00	0.01	0.59	0.00	0.00
2	2	0.00	0.02	1.53	2.76	0.00
2	6	0.00	0.00	0.19	1.08	0.00
3	3	0.00	0.00	0.36	0.79	0.00
3	7	0.00	0.00	0.44	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.97	0.91	7.92	1.15	2.03
0	0	31.75	7.21	58.82	0.00	0.00
0	4	0.00	0.07	1.74	3.94	16.27
1	1	0.00	0.00	0.27	0.89	0.00
1	5	0.00	0.00	0.45	0.59	0.00
2	2	0.00	0.00	0.84	1.38	0.00
2	6	0.00	0.02	0.20	0.99	0.00
3	3	0.00	0.00	0.69	0.70	0.00
3	7	0.00	0.00	0.39	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.98	0.93	7.79	0.97	1.27
0	0	31.83	7.36	58.67	0.00	0.00
0	4	0.00	0.06	1.24	2.65	10.18
1	1	0.00	0.01	0.69	0.89	0.00
1	5	0.00	0.00	0.19	0.40	0.00
2	2	0.00	0.00	0.68	0.99	0.00
2	6	0.00	0.00	0.37	0.99	0.00
3	3	0.01	0.00	0.35	0.69	0.00
3	7	0.00	0.00	0.13	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.01	0.88	7.89	1.05	1.72
0	0	32.08	7.03	58.72	0.00	0.00
0	4	0.00	0.00	1.52	2.97	13.75
1	1	0.00	0.00	0.26	0.89	0.00
1	5	0.00	0.00	0.15	1.19	0.00
2	2	0.00	0.02	1.22	0.39	0.00
2	6	0.00	0.01	0.85	1.08	0.00
3	3	0.00	0.00	0.10	0.98	0.00
3	7	0.00	0.00	0.33	0.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.00	0.95	7.84	1.04	1.17
0	0	31.98	7.52	58.16	0.00	0.00
0	4	0.00	0.04	1.14	2.26	9.37
1	1	0.00	0.00	0.13	0.99	0.00
