Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.74	71.97	15.59	0.00
0	0	0.06	0.50	74.85	13.71	0.00
0	4	0.03	0.68	70.18	19.88	0.00
1	1	0.07	0.50	71.02	18.45	0.00
1	5	0.01	0.44	70.02	20.58	0.00
2	2	0.01	0.46	71.13	18.68	0.00
2	6	0.01	0.64	70.80	19.11	0.00
3	3	0.00	0.61	81.33	8.38	0.00
3	7	0.02	2.12	66.85	6.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	71.39	16.65	0.00
0	0	0.01	0.62	75.79	13.05	0.00
0	4	0.00	0.62	70.39	20.18	0.00
1	1	0.01	0.49	74.65	15.16	0.00
1	5	0.01	0.34	71.39	19.47	0.00
2	2	0.01	0.43	71.19	18.77	0.00
2	6	0.01	0.46	70.00	20.64	0.00
3	3	0.01	0.52	75.60	14.25	0.00
3	7	0.01	2.05	61.94	11.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	71.60	16.45	0.00
0	0	0.00	0.44	75.57	13.31	0.00
0	4	0.01	0.66	70.50	20.10	0.00
1	1	0.01	0.47	72.82	17.18	0.00
1	5	0.01	0.45	71.79	18.93	0.00
2	2	0.01	0.44	72.04	17.79	0.00
2	6	0.00	0.43	70.72	19.94	0.00
3	3	0.00	0.51	76.54	13.36	0.00
3	7	0.00	2.00	62.70	10.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.67	71.06	16.98	0.00
0	0	0.00	0.43	74.13	14.87	0.00
0	4	0.00	0.55	70.30	20.34	0.00
1	1	0.01	0.49	72.63	17.18	0.00
1	5	0.01	0.45	71.72	19.02	0.00
2	2	0.01	0.44	70.71	19.19	0.00
2	6	0.01	0.54	69.70	20.88	0.00
3	3	0.00	0.59	75.92	13.94	0.00
3	7	0.02	1.83	63.42	10.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	1.10	70.10	15.97	0.00
0	0	0.01	0.49	74.11	13.18	0.00
0	4	0.00	0.64	69.48	19.39	0.00
1	1	0.01	0.45	72.27	15.13	0.00
1	5	0.01	0.42	70.22	19.17	0.00
2	2	0.01	0.47	70.07	18.64	0.00
2	6	0.01	0.47	68.03	20.82	0.00
3	3	0.00	2.49	74.50	11.84	0.00
3	7	0.01	3.37	61.99	9.52	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.65	70.86	17.12	0.00
0	0	0.00	0.56	74.09	14.89	0.00
0	4	0.01	0.68	70.16	20.37	0.00
1	1	0.01	0.48	75.11	14.55	0.00
1	5	0.00	0.31	72.22	18.56	0.00
2	2	0.01	0.43	70.91	19.05	0.00
2	6	0.00	0.43	68.60	22.08	0.00
3	3	0.00	0.58	75.12	14.74	0.00
3	7	0.00	1.77	60.92	12.81	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.71	71.11	16.60	0.00
0	0	0.01	0.44	72.63	16.39	0.00
0	4	0.00	0.65	69.54	20.13	0.00
1	1	0.00	0.57	73.69	16.12	0.00
1	5	0.01	0.44	71.50	19.15	0.00
2	2	0.14	0.64	69.16	19.51	0.00
2	6	0.01	0.35	69.70	21.11	0.00
3	3	0.01	0.61	77.63	11.76	0.00
3	7	0.01	1.96	65.05	8.67	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	70.79	17.27	0.00
0	0	0.00	0.43	73.52	15.53	0.00
0	4	0.01	0.74	70.75	19.57	0.00
1	1	0.00	0.41	73.19	16.70	0.00
1	5	0.01	0.42	69.92	20.81	0.00
2	2	0.00	0.54	69.81	20.02	0.00
2	6	0.01	0.48	69.07	21.68	0.00
3	3	0.00	0.59	77.32	12.49	0.00
3	7	0.02	1.92	62.44	11.24	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	70.83	17.13	0.00
0	0	0.00	0.58	75.11	13.68	0.00
0	4	0.01	0.67	70.51	20.07	0.00
1	1	0.01	0.56	74.61	15.15	0.00
1	5	0.01	0.37	71.06	19.75	0.00
2	2	0.01	0.54	70.82	19.04	0.00
2	6	0.00	0.43	69.26	21.53	0.00
3	3	0.00	0.56	74.24	15.62	0.00
3	7	0.01	1.81	61.42	12.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.78	68.54	17.36	0.00
0	0	0.00	0.43	72.42	14.98	0.00
0	4	0.01	0.61	68.41	20.65	0.00
1	1	0.01	0.54	71.57	15.85	0.00
1	5	0.01	0.30	68.97	19.72	0.00
2	2	0.01	0.38	68.28	19.16	0.00
2	6	0.00	0.42	67.35	21.01	0.00
3	3	0.00	1.14	71.96	14.63	0.00
3	7	0.01	2.44	59.04	12.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	71.06	16.90	0.00
0	0	0.00	0.55	75.89	12.97	0.00
0	4	0.01	0.72	69.94	20.58	0.00
1	1	0.01	0.46	73.09	16.79	0.00
1	5	0.01	0.35	71.43	19.38	0.00
2	2	0.01	0.48	70.74	19.21	0.00
2	6	0.00	0.35	70.19	20.65	0.00
3	3	0.01	0.68	75.84	13.82	0.00
3	7	0.01	1.94	61.66	11.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.77	70.96	16.94	0.00
0	0	0.00	0.50	72.35	16.70	0.00
0	4	0.00	0.69	68.35	21.85	0.00
1	1	0.01	0.50	71.29	18.59	0.00
1	5	0.01	0.56	69.93	20.74	0.00
2	2	0.04	0.50	71.43	17.64	0.00
2	6	0.01	0.41	71.05	19.81	0.00
3	3	0.00	0.60	78.62	11.06	0.00
3	7	0.01	2.45	64.33	9.02	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.71	71.17	16.78	0.00
0	0	0.00	0.46	72.81	16.19	0.00
