Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	9.74	3.58	0.05
0	0	0.03	0.22	65.30	21.59	0.00
0	4	0.00	0.02	2.27	0.51	0.41
1	1	0.00	0.00	2.17	0.81	0.00
1	5	0.06	0.03	2.05	1.28	0.00
2	2	0.00	0.00	0.84	0.69	0.00
2	6	0.00	0.10	1.95	1.37	0.00
3	3	0.00	0.00	1.53	0.99	0.00
3	7	0.00	0.04	1.62	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.71	3.24	0.14
0	0	0.04	0.14	65.47	21.51	0.00
0	4	0.00	0.02	1.08	0.11	1.09
1	1	0.00	0.00	0.63	0.11	0.00
1	5	0.00	0.02	0.70	0.68	0.00
2	2	0.00	0.00	0.19	0.99	0.00
2	6	0.00	0.02	1.09	0.55	0.00
3	3	0.00	0.00	0.36	0.98	0.00
3	7	0.00	0.00	0.15	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.04	8.72	3.31	0.07
0	0	0.11	0.27	65.49	21.26	0.00
0	4	0.15	0.00	0.58	1.29	0.57
1	1	0.00	0.00	0.54	0.69	0.00
1	5	0.00	0.00	0.82	0.69	0.00
2	2	0.00	0.01	0.29	0.80	0.00
2	6	0.00	0.00	1.09	0.48	0.00
3	3	0.00	0.00	0.51	0.66	0.00
3	7	0.00	0.00	0.45	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	8.72	3.31	0.00
0	0	0.07	0.60	65.85	20.48	0.00
0	4	0.00	0.00	1.01	0.39	0.00
1	1	0.00	0.00	0.28	1.09	0.00
1	5	0.00	0.00	0.89	0.99	0.00
2	2	0.00	0.00	0.42	0.99	0.00
2	6	0.00	0.01	0.52	1.09	0.00
3	3	0.00	0.00	0.40	0.78	0.00
3	7	0.00	0.02	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.44	3.40	0.98
0	0	0.08	0.55	63.26	20.07	0.00
0	4	0.00	0.00	0.76	0.39	7.87
1	1	0.00	0.00	0.61	0.79	0.00
1	5	0.00	0.00	0.89	1.29	0.00
2	2	0.00	0.00	0.10	1.43	0.00
2	6	0.00	0.02	0.49	1.09	0.00
3	3	0.00	0.00	0.38	1.18	0.00
3	7	0.00	0.00	1.00	0.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.79	3.90	0.22
0	0	0.09	0.18	65.03	21.75	0.00
0	4	0.00	0.00	1.09	0.89	1.78
1	1	0.00	0.00	0.66	0.79	0.00
1	5	0.00	0.00	0.45	0.89	0.00
2	2	0.00	0.00	0.92	0.60	0.00
2	6	0.00	0.02	1.11	1.00	0.00
3	3	0.00	0.00	0.64	4.20	0.00
3	7	0.00	0.00	0.37	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.10	8.57	3.55	0.23
0	0	0.11	0.75	64.66	20.58	0.00
0	4	0.00	0.01	0.59	1.07	1.00
1	1	0.00	0.00	0.78	0.89	0.00
1	5	0.00	0.00	0.45	1.09	0.00
2	2	0.00	0.00	0.44	0.79	0.00
2	6	0.00	0.01	0.55	0.99	0.00
3	3	0.11	0.00	0.52	1.09	0.83
3	7	0.00	0.00	0.53	1.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.06	8.61	4.22	0.00
0	0	0.07	0.45	64.71	21.25	0.00
0	4	0.00	0.00	0.64	1.10	0.00
1	1	0.00	0.02	0.64	1.89	0.00
1	5	0.00	0.00	0.50	2.96	0.00
2	2	0.00	0.00	0.29	1.48	0.00
2	6	0.00	0.00	1.20	1.38	0.00
3	3	0.00	0.00	0.47	1.77	0.00
3	7	0.18	0.00	0.43	1.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.09	8.76	3.80	0.26
0	0	0.17	0.66	64.99	21.20	0.00
0	4	0.00	0.00	1.31	1.18	2.07
1	1	0.00	0.00	0.65	1.58	0.00
1	5	0.50	0.01	0.71	0.90	0.00
2	2	0.00	0.02	0.39	1.29	0.00
2	6	0.00	0.01	0.52	1.38	0.00
3	3	0.00	0.00	0.58	1.67	0.00
3	7	0.00	0.00	0.95	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
