Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.25	0.33	7.20	3.08	0.00
0	0	8.78	0.81	14.54	6.92	0.00
0	4	0.00	0.00	0.68	0.10	0.00
1	1	0.00	0.03	1.31	0.00	0.00
1	5	0.59	0.11	0.20	0.00	0.00
2	2	0.08	0.00	0.77	0.00	0.00
2	6	0.06	0.03	0.84	0.59	0.00
3	3	0.04	0.01	0.87	0.00	0.00
3	7	8.45	1.69	38.39	17.02	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.47	9.50	3.48	2.03
0	0	0.00	3.69	69.58	20.26	0.00
0	4	0.00	0.01	0.96	0.59	16.21
1	1	0.00	0.04	1.26	1.45	0.00
1	5	0.00	0.00	1.42	0.79	0.00
2	2	0.00	0.01	0.50	0.00	0.00
2	6	0.00	0.00	0.42	2.76	0.00
3	3	0.00	0.00	0.97	0.89	0.00
3	7	0.00	0.00	0.85	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.46	9.05	3.40	0.15
0	0	0.00	3.69	68.63	21.38	0.00
0	4	0.00	0.00	0.98	0.00	1.23
1	1	0.00	0.00	1.27	1.28	0.00
1	5	0.00	0.01	0.48	0.71	0.00
2	2	0.00	0.00	0.30	0.90	0.00
2	6	0.00	0.00	0.20	1.33	0.00
3	3	0.00	0.00	0.19	0.80	0.00
3	7	0.00	0.00	0.39	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.44	9.10	3.29	3.07
0	0	0.00	3.51	70.10	19.95	0.00
0	4	0.00	0.01	0.60	0.10	24.56
1	1	0.00	0.00	0.32	1.39	0.00
1	5	0.00	0.00	0.37	0.89	0.00
2	2	0.00	0.00	0.26	0.89	0.00
2	6	0.00	0.00	0.24	0.90	0.00
3	3	0.00	0.02	0.30	1.09	0.00
3	7	0.00	0.00	0.58	1.12	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.18	0.53	9.40	3.09	4.10
0	0	0.54	3.72	69.13	18.42	0.00
0	4	0.00	0.00	0.64	0.10	32.80
