Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	0.14	1.65	1.51	0.00
0	0	0.00	0.02	3.03	3.09	0.00
0	4	0.00	0.01	0.84	0.60	0.00
1	1	0.00	0.92	1.55	2.30	0.00
1	5	0.70	0.12	2.20	1.50	0.00
2	2	0.58	0.00	1.09	0.10	0.00
2	6	0.18	0.05	1.96	0.10	0.00
3	3	0.00	0.00	1.04	2.88	0.00
3	7	0.14	0.00	1.51	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	2.15	14.52	8.62	0.10
0	0	0.00	0.07	7.23	7.16	0.48
0	4	0.00	0.41	19.38	6.64	0.00
1	1	0.04	1.65	20.81	7.78	0.00
1	5	0.70	0.52	11.89	5.03	0.36
2	2	0.58	2.80	10.71	8.10	0.00
2	6	0.00	0.19	18.20	7.35	0.00
3	3	0.30	11.47	17.48	4.19	0.00
3	7	0.00	0.11	10.46	22.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.08	13.54	14.64	0.25
0	0	0.01	0.64	17.45	9.59	0.00
0	4	0.01	0.08	12.46	17.75	0.00
1	1	0.01	0.15	14.42	22.79	0.00
1	5	0.00	0.10	14.10	17.30	0.00
2	2	0.48	9.33	8.71	7.01	1.97
2	6	0.00	0.11	15.27	19.89	0.06
3	3	0.09	5.97	11.58	9.08	0.00
3	7	0.06	0.24	14.32	13.73	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.43	12.08	14.79	0.00
0	0	0.00	0.15	14.35	9.32	0.00
0	4	0.00	0.10	13.37	12.59	0.00
1	1	0.00	0.04	12.17	15.36	0.00
1	5	0.00	0.04	13.08	21.49	0.00
2	2	0.45	15.26	5.46	3.82	0.00
2	6	0.04	3.65	12.19	17.85	0.00
3	3	0.00	0.10	13.79	17.35	0.00
3	7	0.00	0.11	12.24	20.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	2.40	16.11	17.04	0.44
0	0	0.00	0.30	20.75	19.68	0.00
0	4	0.00	0.15	15.68	17.47	0.00
1	1	0.00	0.17	19.12	17.73	0.00
1	5	0.00	0.13	17.81	28.61	0.00
2	2	0.00	1.32	17.54	16.60	0.00
2	6	0.92	16.75	4.75	0.68	0.00
3	3	0.00	0.14	16.86	16.79	3.50
3	7	0.00	0.20	16.34	18.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	3.43	21.58	22.17	0.00
0	0	0.00	0.34	27.85	23.65	0.00
0	4	0.11	0.21	21.12	22.35	0.00
1	1	0.01	0.17	23.47	20.63	0.00
1	5	0.00	0.23	23.34	36.39	0.00
2	2	0.15	2.43	17.67	22.97	0.00
2	6	0.57	14.07	14.00	12.34	0.00
3	3	0.30	8.61	18.79	16.75	0.00
3	7	0.00	1.40	26.41	22.26	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.18	2.98	22.42	24.31	0.00
0	0	0.01	0.27	29.63	34.32	0.01
