Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.03	1.49	0.94	0.00
0	0	0.00	0.00	2.42	1.09	0.00
0	4	0.00	0.01	1.40	0.99	0.00
1	1	0.00	0.00	0.87	0.49	0.00
1	5	0.16	0.00	2.04	1.10	0.00
2	2	0.00	0.22	1.58	0.83	0.00
2	6	0.02	0.02	0.99	0.69	0.00
3	3	0.00	0.00	1.38	0.29	0.00
3	7	0.00	0.00	1.28	2.05	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.28	1.78	14.93	7.47	0.40
0	0	1.02	3.06	14.27	2.05	3.18
0	4	0.58	0.69	12.64	9.14	0.00
1	1	0.04	0.85	18.72	8.93	0.00
1	5	0.00	0.39	18.78	7.75	0.05
2	2	0.01	6.27	16.57	4.87	0.00
2	6	0.00	0.13	8.32	7.40	0.00
3	3	0.59	2.69	11.52	7.23	0.00
3	7	0.00	0.18	18.59	12.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.21	13.75	13.06	0.46
0	0	0.00	1.81	17.57	9.43	0.00
0	4	0.00	2.82	13.03	9.85	0.91
1	1	0.00	1.84	14.48	15.69	2.79
1	5	0.00	0.19	12.77	20.29	0.00
2	2	0.42	7.66	9.78	7.32	0.00
2	6	0.07	2.92	13.66	12.14	0.00
3	3	0.00	0.16	15.40	20.25	0.00
3	7	0.00	0.23	13.33	9.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	2.44	13.35	12.83	1.09
0	0	0.00	0.17	17.20	7.62	7.95
0	4	0.00	3.86	12.97	16.65	0.00
1	1	0.47	13.40	6.11	6.68	0.00
1	5	0.08	1.61	12.66	16.75	0.75
2	2	0.00	0.09	13.27	11.34	0.00
2	6	0.00	0.10	15.20	11.92	0.00
3	3	0.00	0.14	14.31	15.67	0.00
3	7	0.00	0.12	15.09	15.97	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	3.26	16.61	18.30	0.76
0	0	0.00	3.30	19.12	10.42	3.98
0	4	0.01	6.04	13.96	16.82	0.00
1	1	0.05	3.82	17.05	29.16	0.00
1	5	0.27	9.11	15.76	13.88	2.11
2	2	0.00	0.23	18.03	21.79	0.00
2	6	0.13	3.24	14.83	15.86	0.00
3	3	0.00	0.14	16.73	19.68	0.00
3	7	0.00	0.24	17.54	18.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	3.91	21.45	22.14	0.00
0	0	0.01	9.71	23.84	22.01	0.00
0	4	0.02	19.50	13.17	9.45	0.00
1	1	0.00	0.15	20.99	26.59	0.00
1	5	0.01	0.13	21.32	24.19	0.00
2	2	0.09	1.23	21.92	27.52	0.00
2	6	0.00	0.17	22.91	21.46	0.00
3	3	0.00	0.16	23.41	21.55	0.00
3	7	0.00	0.17	23.95	24.26	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.07	3.43	23.05	22.69	0.07
0	0	0.04	15.57	18.17	7.21	0.00
0	4	0.01	5.17	23.06	22.32	0.00
1	1	0.10	1.64	24.82	22.86	0.00
1	5	0.39	3.61	20.86	26.35	0.00
2	2	0.01	0.59	23.80	25.21	0.00
2	6	0.00	0.24	24.95	23.00	0.05
3	3	0.01	0.29	23.91	28.34	0.00
3	7	0.01	0.35	24.81	26.22	0.54
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	3.53	21.47	22.72	0.10
0	0	0.02	10.21	22.33	8.78	0.45
0	4	0.12	3.59	24.22	25.50	0.14
1	1	0.00	0.13	21.49	29.07	0.00
1	5	0.01	0.11	20.12	29.68	0.00
2	2	0.00	0.20	22.28	27.82	0.00
2	6	0.00	0.22	22.17	23.35	0.13
3	3	0.28	12.45	16.08	13.02	0.00
3	7	0.00	1.31	23.09	24.51	0.11
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	3.82	19.50	22.98	0.01
0	0	0.01	2.65	26.92	14.52	0.00
0	4	0.11	23.05	11.00	5.34	0.00
1	1	0.00	0.19	21.14	27.16	0.00
1	5	0.10	3.99	17.44	18.01	0.00
2	2	0.00	0.14	19.38	23.86	0.00
2	6	0.00	0.16	19.96	28.82	0.00
3	3	0.00	0.13	19.77	38.12	0.00
3	7	0.00	0.26	20.42	28.05	0.09
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	2.76	16.80	16.95	0.26
0	0	0.01	0.16	21.68	10.73	0.00
0	4	0.01	8.44	11.34	9.18	0.00
1	1	0.00	0.32	19.21	24.34	0.00
1	5	0.35	12.43	10.16	9.64	0.00
2	2	0.00	0.14	18.85	19.04	0.00
2	6	0.11	0.16	15.43	18.35	0.00
3	3	0.00	0.28	20.44	25.39	2.12
3	7	0.00	0.18	17.40	19.01	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	3.89	21.38	22.56	0.18
0	0	0.01	9.18	22.54	11.93	0.00
0	4	0.11	19.62	13.69	7.52	0.00
1	1	0.00	0.21	24.00	30.34	1.40
1	5	0.00	0.20	22.13	31.17	0.00
2	2	0.00	0.18	22.21	23.54	0.00
2	6	0.01	0.08	20.40	22.86	0.00
3	3	0.00	0.32	22.40	31.70	0.00
3	7	0.10	1.27	23.63	21.36	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	3.56	21.31	21.44	0.00
0	0	0.04	16.03	18.79	6.04	0.00
0	4	0.02	9.60	20.37	20.24	0.00
1	1	0.00	0.20	20.84	18.48	0.00
1	5	0.00	0.17	23.11	47.37	0.00
2	2	0.00	0.61	21.58	18.19	0.00
2	6	0.00	0.19	21.73	18.82	0.00
3	3	0.00	0.36	21.40	19.64	0.00
3	7	0.10	1.34	22.65	22.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	3.63	21.37	22.20	0.00
0	0	0.01	14.29	19.47	7.45	0.00
0	4	0.09	5.36	21.92	20.81	0.00
1	1	0.00	1.22	22.49	25.81	0.00
1	5	0.00	0.16	21.29	20.38	0.00
2	2	0.18	7.32	18.81	29.33	0.00
2	6	0.00	0.21	24.65	28.72	0.00
3	3	0.00	0.26	21.46	22.59	0.00
3	7	0.00	0.24	20.83	22.52	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	3.69	20.78	22.07	0.02
0	0	0.05	12.51	17.98	7.86	0.00
0	4	0.00	3.95	21.67	21.60	0.00
1	1	0.51	12.06	13.99	12.28	0.18
1	5	0.00	0.15	23.47	22.69	0.00
2	2	0.13	0.17	22.85	20.31	0.00
2	6	0.01	0.19	21.09	48.69	0.00
3	3	0.00	0.31	23.32	22.83	0.00
3	7	0.00	0.17	21.89	20.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	2.64	15.85	16.65	0.58
0	0	0.00	1.22	17.60	14.11	0.00
0	4	0.00	0.08	16.24	15.82	0.00
1	1	0.04	4.54	14.18	18.24	1.21
1	5	0.00	1.67	14.88	26.15	0.00
2	2	0.00	0.07	15.90	15.39	0.00
2	6	0.00	0.04	17.41	21.24	0.05
3	3	0.28	12.34	11.66	6.81	3.38
3	7	0.06	1.15	18.91	15.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	3.65	20.78	22.27	0.18
0	0	0.01	7.63	22.29	12.00	1.40
0	4	0.00	0.20	23.72	27.29	0.00
1	1	0.23	9.46	16.79	19.97	0.00
1	5	0.57	10.97	14.60	22.22	0.00
2	2	0.01	0.22	22.27	27.91	0.00
2	6	0.00	0.19	21.99	20.51	0.00
3	3	0.01	0.25	22.82	24.73	0.00
3	7	0.01	0.25	21.72	23.56	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	3.73	22.08	21.56	0.02
0	0	0.10	4.99	26.72	19.03	0.00
0	4	0.00	4.87	20.99	24.72	0.00
1	1	0.31	3.62	20.74	16.74	0.13
1	5	0.00	0.22	24.37	18.82	0.00
2	2	0.47	8.55	17.60	15.19	0.00
2	6	0.07	5.89	18.84	21.90	0.05
3	3	0.00	0.26	22.69	28.10	0.00
3	7	0.00	1.46	24.71	28.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	3.51	21.50	22.40	0.02
0	0	0.04	0.23	27.16	29.27	0.00
0	4	0.00	0.14	23.50	22.88	0.00
1	1	0.00	0.15	20.36	19.74	0.00
1	5	0.00	0.28	22.62	31.45	0.00
2	2	0.42	12.22	15.14	13.81	0.07
2	6	0.80	14.50	14.58	14.09	0.01
3	3	0.00	0.30	24.64	25.21	0.00
3	7	0.00	0.25	23.98	22.74	0.10
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	3.60	21.00	22.02	0.08
0	0	0.03	19.93	16.00	3.61	0.00
0	4	0.00	1.28	21.63	29.10	0.00
1	1	0.03	3.61	22.34	26.94	0.00
1	5	0.00	0.16	21.09	26.51	0.62
2	2	0.00	1.09	23.68	21.23	0.00
2	6	0.08	1.56	19.84	28.21	0.00
3	3	0.00	0.15	22.00	18.90	0.00
3	7	0.00	1.04	21.42	21.65	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	3.29	14.80	19.27	0.24
0	0	0.01	19.33	9.49	5.68	0.00
0	4	0.00	0.24	16.68	25.49	0.00
1	1	0.04	3.84	12.69	15.89	0.00
1	5	0.00	0.17	16.44	22.73	1.91
2	2	0.00	0.17	15.19	24.15	0.00
2	6	0.00	0.11	16.06	21.34	0.00
3	3	0.01	0.67	15.34	19.38	0.00
3	7	0.00	1.78	16.49	19.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.79	21.72	23.65	0.01
0	0	0.01	1.29	26.47	11.53	0.02
0	4	0.01	0.16	24.19	23.27	0.00
1	1	0.76	16.13	14.94	15.08	0.00
1	5	0.44	11.25	16.71	15.67	0.06
2	2	0.00	0.13	21.60	30.80	0.00
2	6	0.13	0.16	20.95	43.77	0.00
3	3	0.01	0.98	25.32	23.89	0.00
3	7	0.00	0.25	23.59	25.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	3.50	22.70	24.63	0.00
0	0	0.03	12.12	21.66	7.43	0.00
0	4	0.00	5.10	21.89	23.20	0.00
1	1	0.36	8.08	19.74	16.92	0.00
1	5	0.00	0.28	23.82	31.57	0.00
2	2	0.00	0.21	24.29	34.91	0.00
2	6	0.00	0.27	21.77	29.85	0.00
3	3	0.20	0.34	24.36	27.41	0.00
3	7	0.14	1.63	24.15	25.85	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
