Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	2.96	13.32	0.00
0	0	0.00	0.00	1.85	3.31	0.00
0	4	0.00	0.03	2.47	1.18	0.00
1	1	0.00	0.05	3.08	4.05	0.00
1	5	0.00	0.01	4.57	22.51	0.00
2	2	0.01	0.18	2.46	0.97	0.00
2	6	0.00	0.00	1.87	3.34	0.00
3	3	0.00	0.02	4.84	42.22	0.00
3	7	0.01	0.22	2.52	28.95	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.00	1.22	2.19	0.12
0	0	0.00	0.01	0.97	2.17	0.00
0	4	0.09	0.00	1.17	2.30	0.99
1	1	0.00	0.00	0.58	1.49	0.00
1	5	0.00	0.00	2.16	2.80	0.00
2	2	0.00	0.00	1.35	0.90	0.00
2	6	0.00	0.00	1.00	1.69	0.00
3	3	0.00	0.00	1.81	5.12	0.00
3	7	0.00	0.00	0.74	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.68	1.13	0.00
0	0	0.00	0.02	1.49	0.91	0.00
0	4	0.00	0.00	0.46	1.90	0.00
1	1	0.00	0.00	1.19	0.91	0.00
1	5	0.00	0.00	0.64	0.90	0.00
2	2	0.00	0.00	0.13	1.10	0.00
2	6	0.00	0.03	0.59	0.89	0.00
3	3	0.00	0.00	0.58	1.74	0.00
3	7	0.00	0.00	0.40	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.01	0.62	1.17	0.00
0	0	0.00	0.03	0.95	1.07	0.00
0	4	0.00	0.00	0.53	1.91	0.00
1	1	0.00	0.00	0.50	0.59	0.00
1	5	0.00	0.02	0.28	1.09	0.00
2	2	0.01	0.00	0.36	1.57	0.02
2	6	0.00	0.00	0.55	0.89	0.00
3	3	0.77	0.00	1.01	1.41	0.00
3	7	0.00	0.01	0.80	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	1.05	1.66	0.12
0	0	0.00	0.01	0.86	0.60	0.00
0	4	0.00	0.03	2.07	2.81	0.00
1	1	0.00	0.00	0.73	0.69	0.00
1	5	0.00	0.05	2.22	0.80	0.00
2	2	0.00	0.00	0.10	1.09	0.00
2	6	0.00	0.00	1.20	2.39	0.00
3	3	0.00	0.00	0.86	4.03	0.00
3	7	0.00	0.00	0.33	0.89	1.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	0.53	16.73	3.21	0.34
0	0	0.00	0.15	4.98	4.52	0.80
0	4	0.01	0.59	28.28	7.46	1.00
1	1	0.00	0.20	7.49	1.58	0.00
1	5	0.01	0.75	27.26	5.96	0.00
2	2	1.19	0.00	0.10	0.40	0.00
2	6	0.02	1.20	31.26	2.37	0.00
3	3	0.00	0.18	7.02	1.88	0.91
3	7	0.01	1.13	27.42	1.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.83	8.81	47.60	6.48	0.01
0	0	0.68	8.80	50.01	5.41	0.00
0	4	0.72	10.21	50.56	5.43	0.00
1	1	0.89	4.43	55.67	12.58	0.10
1	5	1.43	13.84	40.32	3.51	0.00
2	2	0.35	3.41	45.06	14.54	0.00
2	6	1.05	13.04	41.27	0.59	0.00
3	3	0.77	4.93	49.06	7.53	0.00
3	7	0.75	11.81	48.91	2.27	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.43	9.27	52.63	7.19	0.00
0	0	0.35	10.56	54.43	4.59	0.01
0	4	0.32	8.66	53.11	4.39	0.00
1	1	0.28	7.20	55.31	9.78	0.00
1	5	0.58	11.97	48.16	3.47	0.00
2	2	0.27	6.17	57.88	13.28	0.00
2	6	0.76	12.21	47.29	2.43	0.00
3	3	0.16	7.27	53.53	13.16	0.03
3	7	0.68	10.14	51.20	6.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.39	6.00	57.70	8.57	0.05
0	0	0.49	7.28	61.16	4.04	0.00
0	4	0.12	4.58	53.89	11.66	0.00
1	1	0.24	5.29	59.44	7.99	0.00
1	5	0.70	6.75	57.37	6.11	0.00
2	2	0.23	5.03	61.83	11.36	0.00
2	6	0.33	6.78	59.22	8.09	0.00
3	3	0.49	5.36	54.21	12.09	0.00
3	7	0.52	6.92	54.43	7.22	0.36
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.45	9.34	53.85	5.89	0.01
0	0	0.27	9.92	54.18	5.08	0.00
0	4	0.38	8.74	57.27	6.18	0.00
1	1	0.35	8.48	60.01	3.90	0.00
1	5	0.92	12.79	44.28	4.17	0.08
2	2	0.55	6.50	52.08	10.38	0.00
2	6	0.27	10.22	52.75	5.40	0.00
3	3	0.32	8.51	55.54	6.35	0.00
3	7	0.57	9.56	54.86	5.72	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.56	8.72	54.16	6.42	0.11
0	0	0.43	8.83	54.92	5.17	0.20
0	4	0.27	8.40	55.14	6.02	0.00
1	1	0.71	8.46	52.84	6.72	0.00
1	5	0.65	9.80	46.53	5.45	0.51
2	2	0.75	8.58	57.67	5.09	0.00
2	6	0.64	9.44	52.39	7.45	0.20
3	3	0.28	8.11	59.26	6.55	0.00
3	7	0.75	8.11	54.56	8.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.41	7.23	52.65	9.93	0.12
0	0	0.43	6.67	49.94	12.62	0.10
0	4	0.17	6.44	55.53	5.55	0.00
1	1	0.59	6.87	54.30	6.99	0.00
1	5	0.54	8.60	48.91	10.55	0.28
2	2	0.17	7.66	54.66	13.78	0.00
2	6	0.69	6.81	51.85	11.20	0.60
3	3	0.35	6.20	55.39	6.85	0.01
3	7	0.34	8.61	50.52	11.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.71	10.49	54.30	3.43	0.00
0	0	0.60	9.38	54.49	3.85	0.00
0	4	0.48	10.01	55.49	2.52	0.00
1	1	0.44	9.26	56.50	4.86	0.00
1	5	0.72	12.70	48.79	2.78	0.00
2	2	0.97	9.94	57.10	2.20	0.00
2	6	1.22	12.13	51.35	3.65	0.00
3	3	0.59	9.19	56.09	5.10	0.00
3	7	0.66	11.29	54.58	2.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.51	8.47	55.22	7.62	0.04
0	0	0.45	9.08	56.10	6.92	0.00
0	4	0.82	7.44	55.37	11.05	0.00
1	1	0.25	7.87	59.97	3.65	0.00
1	5	0.60	11.15	46.96	5.47	0.33
2	2	0.29	8.20	56.94	8.64	0.00
2	6	0.52	8.10	55.84	9.15	0.00
3	3	0.24	6.51	57.99	8.31	0.00
3	7	0.88	9.40	52.60	7.77	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.80	10.67	53.69	3.26	0.01
0	0	1.17	11.82	51.92	2.44	0.00
0	4	1.01	10.68	56.07	2.03	0.00
1	1	0.93	10.77	52.38	2.77	0.00
1	5	0.72	10.48	52.82	3.58	0.09
2	2	0.34	11.07	53.71	5.24	0.00
2	6	0.63	10.14	56.25	2.29	0.00
3	3	0.55	8.83	57.13	6.22	0.00
3	7	1.03	11.53	49.23	1.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.78	11.06	53.26	3.40	0.04
0	0	0.56	10.29	53.11	3.88	0.00
0	4	0.77	10.39	55.35	4.45	0.00
1	1	0.93	10.74	55.31	2.63	0.21
1	5	0.91	14.01	46.59	1.59	0.15
2	2	0.93	11.04	56.25	2.07	0.00
2	6	0.68	10.90	51.93	5.33	0.00
3	3	0.72	9.66	57.03	3.80	0.00
3	7	0.71	11.48	50.78	3.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.87	10.36	52.44	3.78	0.08
0	0	0.55	10.68	53.36	2.84	0.00
0	4	0.88	9.72	54.63	3.21	0.00
1	1	1.03	10.50	53.00	1.23	0.00
1	5	0.87	10.92	48.59	5.02	0.21
2	2	0.88	10.85	52.55	3.96	0.40
2	6	0.79	9.81	52.50	5.32	0.00
3	3	0.97	9.66	53.79	4.75	0.00
3	7	0.99	10.73	50.77	3.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.47	7.23	56.67	8.16	0.04
0	0	0.60	7.00	60.69	7.89	0.29
0	4	0.53	7.23	58.02	7.61	0.00
1	1	0.56	7.76	58.55	6.39	0.00
1	5	0.52	7.74	49.56	12.71	0.00
2	2	0.38	7.50	58.03	5.69	0.00
2	6	0.55	6.70	54.57	9.92	0.00
