Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	0.08	9.49	3.85	0.21
0	0	0.09	0.62	64.63	20.94	0.00
0	4	0.00	0.00	3.45	1.88	1.70
1	1	0.00	0.01	1.42	0.98	0.00
1	5	0.71	0.00	1.48	2.98	0.00
2	2	0.58	0.00	0.20	0.69	0.00
2	6	0.00	0.00	1.74	1.88	0.00
3	3	0.00	0.00	1.17	0.89	0.00
3	7	0.00	0.02	1.36	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.10	8.47	7.13	0.14
0	0	0.08	0.75	64.40	21.89	0.00
0	4	0.00	0.00	0.45	0.87	1.09
1	1	0.00	0.00	0.47	1.79	0.00
1	5	0.00	0.00	0.35	0.89	0.00
2	2	0.00	0.00	0.44	0.69	0.00
2	6	0.00	0.00	0.23	0.98	0.00
3	3	0.00	0.00	0.50	0.59	0.00
3	7	0.01	0.03	0.93	29.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.54	3.48	0.00
0	0	0.09	0.29	65.25	21.45	0.00
0	4	0.00	0.02	0.76	0.67	0.00
1	1	0.00	0.00	0.24	1.08	0.00
1	5	0.00	0.00	0.19	0.99	0.00
2	2	0.00	0.00	0.36	1.09	0.00
2	6	0.00	0.00	0.25	0.99	0.00
3	3	0.00	0.00	0.32	0.90	0.00
3	7	0.00	0.00	0.95	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.48	3.43	0.00
0	0	0.09	0.14	65.14	21.80	0.00
0	4	0.00	0.01	1.22	0.60	0.00
1	1	0.00	0.01	0.29	0.60	0.00
1	5	0.00	0.00	0.09	0.40	0.00
2	2	0.00	0.00	0.29	0.99	0.00
2	6	0.00	0.00	0.37	0.79	0.00
3	3	0.00	0.00	0.25	1.08	0.00
3	7	0.00	0.00	0.23	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.25	3.24	0.00
0	0	0.08	0.22	62.84	21.08	0.00
0	4	0.00	0.01	0.87	0.18	0.00
1	1	0.00	0.00	0.58	0.90	0.00
1	5	0.00	0.02	0.13	0.60	0.00
2	2	0.00	0.00	0.59	0.40	0.00
2	6	0.00	0.00	0.29	0.89	0.00
3	3	0.00	0.00	0.37	0.79	0.00
3	7	0.00	0.00	0.34	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	8.61	3.38	0.00
0	0	0.08	0.62	65.18	21.27	0.00
0	4	0.00	0.01	1.18	0.19	0.00
1	1	0.00	0.01	0.35	1.19	0.00
1	5	0.00	0.00	0.33	0.89	0.00
2	2	0.00	0.00	0.90	1.00	0.00
2	6	0.00	0.00	0.40	0.79	0.00
3	3	0.00	0.00	0.19	0.89	0.00
3	7	0.00	0.00	0.37	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.07	8.63	3.43	0.74
0	0	0.09	0.43	65.36	21.19	0.00
0	4	0.18	0.03	0.88	0.29	5.95
1	1	0.01	0.00	1.09	0.50	0.00
1	5	0.00	0.00	0.28	1.19	0.00
2	2	0.00	0.06	0.20	1.08	0.00
2	6	0.00	0.00	0.24	0.99	0.00
3	3	0.00	0.02	0.39	1.10	0.00
3	7	0.00	0.00	0.59	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.55	3.26	0.03
0	0	0.08	0.29	65.29	21.55	0.00
0	4	0.00	0.01	1.43	0.10	0.21
1	1	0.00	0.04	0.57	0.43	0.00
1	5	0.00	0.00	0.19	0.40	0.00
2	2	0.00	0.00	0.28	0.86	0.00
2	6	0.00	0.00	0.37	0.79	0.00
3	3	0.00	0.00	0.15	0.99	0.00
3	7	0.00	0.00	0.13	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.52	3.52	0.00
0	0	0.08	0.26	65.32	21.55	0.00
0	4	0.00	0.01	1.00	1.00	0.00
1	1	0.00	0.03	0.30	1.10	0.00
1	5	0.00	0.00	0.23	0.90	0.00
2	2	0.00	0.01	0.38	1.14	0.00
2	6	0.00	0.00	0.19	0.90	0.00
3	3	0.00	0.00	0.27	0.89	0.00
3	7	0.00	0.00	0.45	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.09	8.29	3.33	0.44
0	0	0.07	0.66	62.93	20.52	0.00
0	4	0.00	0.04	1.27	0.00	3.53
1	1	0.00	0.00	0.17	1.09	0.00
1	5	0.00	0.00	0.44	0.99	0.00
2	2	0.00	0.00	0.33	0.80	0.00
2	6	0.00	0.02	0.20	0.89	0.00
3	3	0.00	0.00	0.20	1.19	0.00
3	7	0.00	0.00	0.78	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.57	3.71	0.08
0	0	0.08	0.11	65.21	21.82	0.00
0	4	0.00	0.02	1.17	0.90	0.00
1	1	0.00	0.00	0.46	1.17	0.62
1	5	0.00	0.00	0.27	1.48	0.00
2	2	0.00	0.00	0.36	0.99	0.00
2	6	0.00	0.00	0.45	0.79	0.00
3	3	0.00	0.00	0.42	1.20	0.00
3	7	0.00	0.00	0.19	1.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.57	3.63	0.00
0	0	0.08	0.19	64.72	21.37	0.00
0	4	0.00	0.00	1.59	0.19	0.00
1	1	0.00	0.02	0.35	0.90	0.00
