Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.16	9.24	3.87	0.00
0	0	0.08	0.30	64.12	22.19	0.00
0	4	0.00	0.00	0.04	0.69	0.00
1	1	0.00	0.02	1.27	2.55	0.00
1	5	0.60	0.06	1.77	1.18	0.00
2	2	0.00	0.04	1.74	0.89	0.00
2	6	0.00	0.07	1.58	1.29	0.00
3	3	0.00	0.00	1.59	0.69	0.00
3	7	0.00	0.81	1.60	1.43	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.64	3.30	0.00
0	0	0.07	0.26	65.14	21.71	0.00
0	4	0.00	0.00	0.66	0.21	0.00
1	1	0.00	0.00	0.62	0.60	0.00
1	5	0.00	0.00	0.34	0.89	0.00
2	2	0.00	0.00	0.73	0.59	0.00
2	6	0.00	0.08	1.19	0.59	0.00
3	3	0.00	0.00	0.19	0.90	0.00
3	7	0.00	0.00	0.28	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	9.17	3.41	0.00
0	0	0.07	0.35	65.45	21.23	0.00
0	4	0.00	0.00	0.65	0.29	0.00
1	1	0.00	0.01	1.26	1.09	0.00
1	5	0.00	0.00	0.96	0.89	0.00
2	2	0.00	0.02	0.52	1.59	0.00
2	6	0.00	0.06	1.44	0.60	0.00
3	3	0.00	0.03	1.77	0.70	0.00
3	7	0.00	0.00	1.27	0.92	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.03	8.65	3.27	0.00
0	0	0.06	0.15	64.98	21.96	0.00
0	4	0.07	0.01	0.83	0.39	0.00
1	1	0.00	0.02	0.39	0.72	0.00
1	5	0.00	0.00	0.19	0.30	0.00
2	2	0.00	0.00	0.48	0.30	0.00
2	6	0.00	0.02	1.37	0.60	0.00
3	3	0.00	0.00	0.58	1.29	0.00
3	7	0.00	0.00	0.41	0.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.22	8.71	6.57	1.05
0	0	0.05	1.42	63.35	19.49	0.00
0	4	0.00	0.00	1.13	0.10	8.39
1	1	0.00	0.00	0.50	1.49	0.00
1	5	0.00	0.00	0.42	1.78	0.00
2	2	0.00	0.04	1.09	1.70	0.00
2	6	0.00	0.00	0.10	1.09	0.00
3	3	0.00	0.01	0.29	1.07	0.00
3	7	0.01	0.26	2.78	25.81	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.58	3.53	0.00
0	0	0.07	0.16	65.27	21.63	0.00
0	4	0.00	0.00	0.71	0.81	0.00
1	1	0.00	0.01	0.28	1.26	0.00
1	5	0.00	0.00	0.36	0.79	0.00
2	2	0.00	0.00	0.42	1.78	0.00
2	6	0.00	0.00	0.23	0.99	0.00
3	3	0.00	0.00	0.70	0.40	0.00
3	7	0.00	0.00	0.67	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.06	9.12	3.03	0.11
0	0	0.06	0.38	65.01	21.52	0.00
0	4	0.68	0.00	0.95	0.40	0.00
1	1	0.00	0.02	0.48	0.20	0.00
1	5	0.00	0.00	0.69	0.09	0.00
2	2	0.01	0.01	1.22	0.93	0.00
2	6	0.00	0.00	0.83	0.10	0.00
3	3	0.00	0.02	1.88	0.10	0.00
3	7	0.30	0.02	1.93	0.89	0.91
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.56	3.04	1.78
0	0	0.07	0.27	65.25	21.52	0.00
0	4	0.00	0.00	0.77	0.20	14.22
1	1	0.00	0.00	0.54	0.00	0.00
1	5	0.00	0.00	0.13	0.40	0.00
2	2	0.00	0.00	0.50	0.00	0.00
2	6	0.00	0.00	0.30	0.88	0.00
3	3	0.00	0.00	0.66	0.57	0.00
3	7	0.00	0.00	0.36	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.51	3.46	0.00
0	0	0.08	0.14	65.07	21.83	0.00
0	4	0.00	0.00	0.99	0.70	0.00
1	1	0.00	0.00	0.52	0.50	0.00
1	5	0.00	0.00	0.35	0.99	0.00
2	2	0.00	0.00	0.33	1.09	0.00
2	6	0.00	0.02	0.29	0.90	0.00
3	3	0.00	0.00	0.19	0.95	0.00
3	7	0.00	0.00	0.37	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.21	3.44	0.87
0	0	0.05	0.19	62.84	21.09	3.37
0	4	0.00	0.00	0.71	0.20	0.00
1	1	0.00	0.00	0.38	0.90	0.00
1	5	0.00	0.00	0.36	1.09	0.00
2	2	0.00	0.00	0.25	1.09	0.00
2	6	0.00	0.00	0.53	1.20	0.00
3	3	0.00	0.02	0.38	0.92	0.00
3	7	0.00	0.01	0.19	1.00	3.56
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.61	3.46	0.00
0	0	0.06	0.56	65.64	20.85	0.00
0	4	0.01	0.01	0.75	0.20	0.00
1	1	0.00	0.00	0.62	0.00	0.00
1	5	0.00	0.00	0.59	0.00	0.00
2	2	0.00	0.00	0.20	2.32	0.00
2	6	0.00	0.00	0.38	1.18	0.00
3	3	0.00	0.00	0.54	2.17	0.00
3	7	0.00	0.00	0.13	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.13	8.54	3.64	0.00
0	0	0.06	0.19	64.34	21.72	0.00
0	4	0.00	0.03	1.24	0.00	0.00
1	1	0.00	0.82	1.18	1.87	0.00
1	5	0.00	0.00	0.14	0.99	0.00
2	2	0.00	0.02	0.39	1.90	0.00
2	6	0.00	0.00	0.26	0.90	0.00
3	3	0.00	0.00	0.38	0.89	0.00
3	7	0.00	0.00	0.41	0.87	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.60	3.38	0.00
0	0	0.05	0.27	65.37	21.44	0.00
0	4	0.00	0.00	0.91	0.00	0.00
1	1	0.00	0.00	0.28	0.99	0.00
1	5	0.00	0.00	1.15	0.99	0.00
2	2	0.00	0.00	0.34	0.80	0.00
2	6	0.00	0.00	0.23	1.13	0.00
3	3	0.00	0.01	0.20	0.89	0.00
3	7	0.00	0.00	0.29	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.62	3.39	0.31
0	0	0.06	0.34	65.23	21.53	0.00
0	4	0.00	0.04	0.94	0.20	2.49
1	1	0.00	0.00	0.00	0.50	0.00
1	5	0.00	0.00	0.19	0.99	0.00
2	2	0.00	0.00	0.26	0.89	0.00
2	6	0.00	0.00	0.59	0.89	0.00
3	3	0.00	0.00	0.96	1.37	0.00
3	7	0.00	0.01	0.80	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.32	3.48	0.44
0	0	0.06	0.30	63.01	20.75	0.00
0	4	0.00	0.04	1.23	0.10	0.00
1	1	0.00	0.00	0.31	0.60	0.00
1	5	0.00	0.00	0.19	1.87	0.00
2	2	0.00	0.00	0.39	1.58	0.00
2	6	0.00	0.00	0.34	1.18	0.00
3	3	0.00	0.00	0.90	0.89	0.00
3	7	0.00	0.00	0.23	0.89	3.53
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.45	3.63	0.00
0	0	0.07	0.18	65.30	21.62	0.00
0	4	0.00	0.02	0.74	0.31	0.00
1	1	0.00	0.00	0.15	0.40	0.00
1	5	0.00	0.00	0.23	1.41	0.00
2	2	0.00	0.00	0.20	0.89	0.00
2	6	0.00	0.00	0.23	1.77	0.00
3	3	0.00	0.00	0.38	1.57	0.00
3	7	0.00	0.00	0.35	1.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.59	3.31	0.00
0	0	0.06	0.21	64.61	21.27	0.00
0	4	0.00	0.01	1.10	0.18	0.00
1	1	0.00	0.00	0.29	0.89	0.00
1	5	0.00	0.00	0.33	0.90	0.00
2	2	0.00	0.00	0.92	0.40	0.00
2	6	0.00	0.01	0.89	0.79	0.00
3	3	0.00	0.00	0.20	1.09	0.00
3	7	0.00	0.01	0.37	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.65	3.33	0.00
0	0	0.05	0.29	65.42	21.42	0.00
0	4	0.00	0.00	1.04	0.00	0.00
1	1	0.00	0.00	0.29	0.99	0.00
1	5	0.00	0.00	0.37	0.59	0.00
2	2	0.00	0.00	0.36	1.09	0.00
2	6	0.00	0.00	0.34	0.99	0.00
3	3	0.00	0.02	0.30	1.09	0.00
3	7	0.00	0.00	1.09	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	8.79	3.67	0.00
0	0	0.06	0.62	65.49	20.94	0.00
0	4	0.00	0.04	1.30	0.37	0.00
1	1	0.00	0.00	0.52	0.20	0.00
1	5	0.00	0.00	0.79	1.72	0.00
2	2	0.00	0.00	0.40	0.88	0.00
2	6	0.00	0.00	0.48	1.28	0.00
3	3	0.00	0.00	1.15	2.57	0.00
3	7	0.00	0.00	0.23	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.23	3.42	0.42
0	0	0.05	0.57	62.59	20.98	3.36
0	4	0.00	0.00	0.88	0.41	0.00
1	1	0.00	0.00	0.35	0.79	0.00
1	5	0.00	0.00	0.44	1.09	0.00
2	2	0.00	0.02	0.30	1.00	0.00
2	6	0.00	0.00	0.20	0.99	0.00
3	3	0.00	0.00	0.57	1.19	0.00
3	7	0.01	0.00	0.49	0.87	0.02
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.46	3.52	0.00
0	0	0.06	0.36	65.41	21.38	0.00
0	4	0.00	0.01	0.92	0.10	0.00
1	1	0.00	0.00	0.20	1.56	0.00
1	5	0.00	0.00	0.28	0.70	0.00
2	2	0.00	0.00	0.26	0.98	0.00
2	6	0.00	0.00	0.24	1.09	0.00
3	3	0.00	0.02	0.30	1.03	0.00
3	7	0.00	0.00	0.10	1.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.47	3.24	0.12
0	0	0.06	0.52	64.34	21.35	0.94
0	4	0.00	0.00	0.94	0.00	0.00
1	1	0.00	0.00	0.39	0.11	0.00
1	5	0.00	0.00	0.49	0.70	0.00
2	2	0.00	0.01	0.27	1.19	0.00
2	6	0.00	0.00	0.35	0.99	0.00
3	3	0.00	0.00	0.23	0.89	0.00
3	7	0.00	0.03	0.73	0.73	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.64	3.27	0.00
0	0	0.05	0.38	65.43	21.27	0.00
0	4	0.00	0.00	0.78	0.20	0.00
1	1	0.00	0.00	0.44	0.50	0.00
1	5	0.00	0.00	0.31	0.50	0.00
2	2	0.00	0.00	0.70	0.00	0.00
2	6	0.00	0.00	0.20	1.18	0.00
3	3	0.00	0.00	1.02	1.54	0.00
3	7	0.00	0.00	0.26	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.52	3.42	0.00
0	0	0.06	0.36	65.20	21.51	0.00
0	4	0.00	0.00	1.41	0.09	0.00
1	1	0.00	0.00	0.28	1.08	0.00
1	5	0.00	0.00	0.36	0.79	0.00
2	2	0.00	0.00	0.15	0.99	0.00
2	6	0.00	0.00	0.23	1.19	0.00
3	3	0.00	0.00	0.28	0.94	0.00
3	7	0.00	0.00	0.29	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	8.42	3.55	0.00
0	0	0.04	0.51	63.44	20.17	0.00
0	4	0.00	0.00	0.83	0.30	0.00
1	1	0.00	0.00	0.49	0.70	0.00
1	5	0.00	0.00	0.67	2.18	0.00
2	2	0.00	0.00	0.36	1.19	0.00
2	6	0.00	0.00	0.54	1.19	0.00
3	3	0.00	0.00	0.51	1.11	0.00
3	7	0.00	0.00	0.52	1.58	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.06	8.42	3.36	0.00
0	0	0.05	0.39	65.40	21.28	0.00
0	4	0.07	0.06	0.46	0.88	0.00
1	1	0.00	0.00	0.14	0.89	0.00
1	5	0.00	0.00	0.17	0.50	0.00
2	2	0.00	0.00	0.09	0.60	0.00
2	6	0.00	0.00	0.39	0.79	0.00
3	3	0.00	0.00	0.26	0.96	0.00
3	7	0.00	0.00	0.43	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.17	8.64	7.02	0.32
0	0	0.03	1.23	64.18	21.17	0.00
0	4	0.00	0.00	0.90	0.00	1.67
1	1	0.00	0.00	0.43	1.39	0.00
1	5	0.00	0.00	1.24	0.99	0.00
2	2	0.00	0.00	0.22	1.09	0.00
2	6	0.00	0.00	0.25	0.99	0.89
3	3	0.00	0.00	0.51	1.74	0.00
3	7	0.01	0.14	1.42	28.80	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.67	3.11	0.00
0	0	0.05	0.36	65.25	21.47	0.00
0	4	0.00	0.02	0.90	0.10	0.00
1	1	0.00	0.00	0.20	0.60	0.00
1	5	0.00	0.00	0.19	1.09	0.00
2	2	0.00	0.00	0.75	0.40	0.00
2	6	0.00	0.03	0.93	0.39	0.00
3	3	0.00	0.00	0.41	0.42	0.00
3	7	0.00	0.00	0.70	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.02	8.51	3.47	0.00
0	0	0.05	0.12	65.16	21.86	0.00
0	4	0.00	0.01	0.86	0.10	0.00
1	1	0.00	0.00	0.32	0.81	0.00
1	5	0.00	0.02	0.28	0.71	0.00
2	2	0.10	0.00	0.26	1.31	0.00
2	6	0.00	0.00	0.47	0.90	0.00
3	3	0.00	0.00	0.44	0.89	0.00
3	7	0.00	0.00	0.33	1.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.08	8.32	3.33	0.62
0	0	0.04	0.52	63.13	20.40	0.00
0	4	0.07	0.09	1.22	0.00	1.45
1	1	0.00	0.00	0.26	1.09	0.00
1	5	0.00	0.00	0.24	0.99	0.00
