Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.28	0.42	7.19	3.83	0.01
0	0	12.98	0.68	10.51	9.61	0.12
0	4	0.00	0.04	1.37	0.59	0.00
1	1	0.00	0.00	1.18	0.39	0.00
1	5	12.90	2.52	39.65	18.63	0.00
2	2	0.07	0.00	1.09	0.40	0.00
2	6	0.00	0.00	1.24	0.30	0.00
3	3	0.14	0.00	1.18	0.29	0.00
3	7	0.12	0.10	1.31	0.42	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.95	0.45	7.25	4.37	0.08
0	0	16.96	0.83	12.02	12.89	0.00
0	4	0.00	0.00	0.75	0.70	0.00
1	1	0.00	0.00	0.37	0.79	0.61
1	5	14.61	2.74	42.90	17.23	0.00
2	2	0.00	0.00	0.29	0.90	0.00
2	6	0.00	0.00	0.29	0.69	0.00
3	3	0.00	0.00	0.27	0.69	0.00
3	7	0.00	0.00	1.14	1.04	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.54	0.37	6.73	4.16	0.00
0	0	10.24	0.62	10.17	8.12	0.00
0	4	0.00	0.05	0.85	0.98	0.00
1	1	0.00	0.00	0.37	1.58	0.00
1	5	0.00	0.00	0.94	0.79	0.00
2	2	0.00	0.00	0.23	1.18	0.00
2	6	0.00	0.02	0.19	1.09	0.00
3	3	0.00	0.00	0.72	0.29	0.00
3	7	10.09	2.23	40.38	19.23	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.05	0.44	6.67	3.73	0.00
0	0	12.57	1.25	8.57	7.56	0.00
0	4	0.00	0.04	0.73	0.86	0.00
1	1	0.00	0.00	0.10	0.99	0.00
1	5	0.00	0.00	0.19	0.89	0.00
2	2	0.00	0.00	0.27	0.89	0.00
2	6	0.00	0.00	0.36	0.69	0.00
3	3	0.00	0.01	0.34	0.58	0.00
3	7	11.79	2.17	42.81	17.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	0.33	9.03	4.26	0.77
0	0	0.47	2.56	65.74	24.15	0.00
0	4	0.00	0.00	0.88	0.68	3.87
1	1	0.00	0.00	0.35	2.17	0.00
1	5	0.19	0.08	1.80	1.43	0.00
2	2	0.00	0.01	0.30	0.39	0.00
2	6	0.10	0.02	1.17	1.19	0.00
3	3	0.01	0.00	0.52	1.59	2.31
3	7	0.25	0.01	1.44	2.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.27	0.46	7.36	4.71	0.09
0	0	13.56	0.86	11.17	10.10	0.12
0	4	0.00	0.03	0.59	0.30	0.00
1	1	0.00	0.00	1.67	2.76	0.61
1	5	0.10	0.17	2.39	1.89	0.00
2	2	0.00	0.00	0.19	1.29	0.00
2	6	0.00	0.02	1.89	1.77	0.00
3	3	0.00	0.00	0.40	1.09	0.00
3	7	12.51	2.62	40.61	18.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.96	0.37	6.29	4.85	1.09
0	0	8.22	1.05	8.76	6.28	0.00
