Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	0.76	71.72	15.80	0.00
0	0	0.14	0.56	72.28	16.62	0.00
0	4	0.19	0.82	69.71	20.03	0.00
1	1	0.17	0.24	75.32	14.48	0.00
1	5	0.08	0.55	73.18	16.93	0.00
2	2	0.05	0.63	71.92	17.60	0.00
2	6	0.04	0.44	69.39	20.78	0.00
3	3	0.03	0.82	78.27	10.77	0.00
3	7	0.23	2.04	63.77	9.23	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.68	71.73	16.32	0.00
0	0	0.01	0.52	74.27	14.84	0.00
0	4	0.01	0.70	70.26	20.29	0.00
1	1	0.00	0.35	74.36	15.58	0.00
1	5	0.01	0.37	72.08	18.75	0.00
2	2	0.00	0.47	69.99	19.84	0.00
2	6	0.01	0.45	69.20	21.58	0.00
3	3	0.00	0.61	79.11	10.55	0.00
3	7	0.01	1.95	64.54	9.15	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.77	72.96	14.93	0.00
0	0	0.01	0.66	70.57	18.26	0.00
0	4	0.01	0.94	66.12	24.23	0.00
1	1	0.00	0.57	75.91	13.90	0.00
1	5	0.01	0.58	74.64	16.05	0.00
2	2	0.00	0.24	73.27	16.73	0.00
2	6	0.00	0.17	72.10	18.85	0.00
3	3	0.00	0.69	83.44	6.06	0.00
3	7	0.01	2.35	68.04	5.43	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.72	72.87	15.26	0.00
0	0	0.01	0.44	74.56	14.36	0.00
0	4	0.01	0.53	67.64	23.10	0.00
1	1	0.00	0.50	73.87	16.08	0.00
1	5	0.01	0.59	73.27	17.48	0.00
2	2	0.01	0.42	71.64	18.31	0.00
2	6	0.01	0.35	70.57	20.33	0.00
3	3	0.00	0.62	82.66	7.09	0.00
3	7	0.01	2.31	68.23	5.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.74	69.27	16.66	0.28
0	0	0.08	0.45	70.32	15.37	0.00
0	4	0.01	0.55	66.00	22.67	0.00
1	1	0.00	0.46	70.78	17.92	0.00
1	5	0.01	0.48	70.13	18.59	0.00
2	2	0.00	0.33	66.52	22.24	0.00
2	6	0.00	0.47	69.32	18.83	0.00
3	3	0.00	0.78	76.97	10.36	0.00
3	7	0.01	2.41	64.24	7.29	2.20
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.71	71.64	16.22	0.00
0	0	0.01	0.62	75.39	13.37	0.00
0	4	0.01	0.61	70.34	20.31	0.00
1	1	0.00	0.52	75.38	14.33	0.00
1	5	0.01	0.40	71.02	19.77	0.00
2	2	0.01	0.45	71.83	18.01	0.00
2	6	0.00	0.42	69.93	20.80	0.00
3	3	0.01	0.62	75.48	14.30	0.00
3	7	0.02	2.01	64.38	9.02	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.86	71.41	16.41	0.00
0	0	0.01	1.09	73.11	14.92	0.00
0	4	0.00	0.60	70.21	20.41	0.00
1	1	0.00	0.50	72.31	17.61	0.00
1	5	0.01	1.25	70.07	19.51	0.00
2	2	0.00	0.43	73.10	16.71	0.00
2	6	0.00	0.38	69.80	21.07	0.00
3	3	0.00	0.66	78.28	11.46	0.00
3	7	0.01	1.93	64.09	9.52	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.66	70.05	17.10	0.00
0	0	0.01	0.51	70.13	17.24	0.00
0	4	0.16	0.51	68.65	20.21	0.00
1	1	0.14	0.34	71.89	17.49	0.00
1	5	0.01	0.50	70.36	19.41	0.00
2	2	0.01	0.59	70.20	18.06	0.00
2	6	0.00	0.43	69.79	20.90	0.00
3	3	0.00	0.51	76.18	13.58	0.00
3	7	0.11	1.86	63.42	9.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.67	71.70	16.27	0.00
0	0	0.00	0.45	77.38	11.72	0.00
0	4	0.00	0.61	74.24	16.13	0.00
1	1	0.00	0.36	70.98	18.78	0.00
1	5	0.00	0.32	69.41	21.51	0.00
2	2	0.01	0.68	70.19	19.49	0.00
2	6	0.01	0.57	68.22	22.47	0.00
3	3	0.00	0.55	78.29	11.33	0.00
3	7	0.01	1.81	64.96	8.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.98	70.07	15.71	0.00
0	0	0.01	1.78	70.72	15.10	0.00
0	4	0.00	0.58	67.32	21.36	0.00
1	1	0.00	0.39	71.04	17.00	0.00
1	5	0.01	0.43	69.45	19.48	0.00
2	2	0.00	0.38	70.83	17.04	0.00
2	6	0.00	0.42	68.58	19.64	0.00
3	3	0.00	0.58	78.09	9.06	0.00
3	7	0.01	3.29	64.26	6.91	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.65	71.31	16.69	0.00
0	0	0.00	0.45	72.56	16.52	0.00
0	4	0.01	0.50	70.96	19.73	0.00
1	1	0.01	0.38	74.52	15.31	0.00
1	5	0.01	0.47	71.43	19.34	0.00
2	2	0.01	0.55	71.13	18.71	0.00
2	6	0.00	0.40	69.24	21.58	0.00
3	3	0.00	0.69	77.46	12.19	0.00
3	7	0.01	1.78	63.47	10.23	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.80	71.18	16.57	0.00
0	0	0.01	0.46	72.74	16.09	0.00
0	4	0.01	0.68	69.56	20.90	0.00
1	1	0.00	0.35	72.39	17.14	0.00
1	5	0.01	0.46	70.90	19.80	0.00
2	2	0.00	0.48	70.75	18.67	0.00
2	6	0.00	0.39	69.35	21.31	0.00
3	3	0.00	0.99	78.43	10.11	0.00
3	7	0.01	2.60	64.77	8.41	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.72	71.93	15.99	0.00
0	0	0.01	0.56	73.13	15.72	0.00
0	4	0.00	0.68	68.62	21.90	0.00
1	1	0.00	0.45	72.33	17.63	0.00
1	5	0.01	0.51	71.89	18.88	0.00
2	2	0.00	0.36	70.85	19.18	0.00
2	6	0.00	0.31	70.47	20.40	0.00
3	3	0.00	0.72	81.74	7.83	0.00
3	7	0.01	2.20	66.98	6.51	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	71.70	16.34	0.00
0	0	0.01	0.41	73.38	15.57	0.00
0	4	0.00	0.49	67.96	22.75	0.00
1	1	0.00	0.42	73.05	16.96	0.00
1	5	0.01	0.60	71.41	19.27	0.00
2	2	0.01	0.40	70.84	19.15	0.00
2	6	0.01	0.44	71.05	19.73	0.00
3	3	0.01	0.67	80.05	9.58	0.00
3	7	0.01	2.08	65.86	7.73	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
