Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.10	9.71	3.87	0.13
0	0	0.09	0.73	65.32	20.52	0.00
0	4	0.08	0.00	1.28	0.88	1.00
1	1	0.00	0.00	2.31	2.89	0.00
1	5	0.00	0.00	2.89	1.18	0.00
2	2	0.00	0.00	1.46	0.70	0.00
2	6	0.00	0.00	0.84	0.69	0.00
3	3	0.73	0.00	1.02	1.82	0.00
3	7	0.00	0.04	2.38	2.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.59	3.31	0.00
0	0	0.09	0.25	65.18	21.59	0.00
0	4	0.00	0.02	0.83	0.89	0.00
1	1	0.00	0.00	0.63	0.40	0.00
1	5	0.00	0.02	0.28	0.44	0.00
2	2	0.00	0.00	0.22	0.90	0.00
2	6	0.00	0.00	0.38	0.69	0.00
3	3	0.00	0.00	0.36	0.78	0.00
3	7	0.00	0.00	0.84	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.05	8.64	3.30	0.07
0	0	0.09	0.41	65.57	21.03	0.00
0	4	0.08	0.00	1.00	0.09	0.52
1	1	0.00	0.00	0.25	0.90	0.00
1	5	0.00	0.00	0.24	0.91	0.00
2	2	0.00	0.01	0.63	1.19	0.00
2	6	0.00	0.00	0.40	0.89	0.00
3	3	0.00	0.00	0.59	0.78	0.00
3	7	0.00	0.00	0.46	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.08	8.57	3.66	0.09
0	0	0.17	0.51	64.96	21.43	0.00
0	4	0.00	0.05	0.78	1.18	0.69
1	1	0.00	0.00	0.39	0.79	0.00
1	5	0.00	0.00	0.46	1.77	0.00
2	2	0.00	0.04	1.06	1.00	0.00
2	6	0.00	0.00	0.39	0.88	0.00
3	3	0.00	0.00	0.18	0.88	0.00
3	7	0.00	0.01	0.30	1.37	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.39	3.31	0.20
0	0	0.07	0.40	62.78	20.79	0.00
0	4	0.00	0.03	0.85	0.97	1.58
1	1	0.00	0.00	0.18	0.99	0.00
1	5	0.00	0.00	0.40	0.59	0.00
2	2	0.00	0.01	0.87	0.89	0.00
2	6	0.00	0.00	0.35	1.09	0.00
3	3	0.00	0.00	0.63	0.69	0.00
3	7	0.00	0.00	1.04	0.47	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.51	3.39	0.07
0	0	0.08	0.15	65.24	21.65	0.00
0	4	0.00	0.00	1.08	0.40	0.52
1	1	0.00	0.00	0.14	0.60	0.00
1	5	0.00	0.02	0.40	0.71	0.00
2	2	0.00	0.04	0.49	0.60	0.00
2	6	0.00	0.00	0.19	1.08	0.00
3	3	0.00	0.00	0.27	0.99	0.00
3	7	0.00	0.00	0.25	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.11	8.86	3.76	0.01
0	0	0.08	0.84	65.36	20.97	0.00
0	4	0.00	0.00	1.21	1.09	0.08
1	1	0.32	0.00	0.53	1.79	0.00
1	5	0.00	0.00	0.35	1.67	0.00
2	2	0.00	0.01	1.54	0.79	0.00
2	6	0.06	0.02	0.91	0.90	0.00
3	3	0.04	0.01	0.42	1.48	0.00
3	7	0.00	0.00	0.52	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.74	3.25	0.00
0	0	0.09	0.48	65.22	21.47	0.00
0	4	0.00	0.03	0.96	0.19	0.00
1	1	0.00	0.02	0.28	0.20	0.00
1	5	0.00	0.00	0.20	1.69	0.00
2	2	0.00	0.04	1.07	0.71	0.00
2	6	0.00	0.00	0.90	0.98	0.00
3	3	0.00	0.01	0.86	0.30	0.00
3	7	0.00	0.00	0.48	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.68	3.29	0.06
0	0	0.09	0.36	65.31	21.32	0.00
0	4	0.00	0.00	0.73	0.10	0.50
1	1	0.00	0.00	0.68	0.50	0.00
1	5	0.00	0.00	0.37	0.79	0.00
2	2	0.00	0.02	0.67	0.98	0.00
2	6	0.00	0.00	0.24	1.08	0.00
3	3	0.00	0.12	0.69	0.89	0.00
3	7	0.00	0.00	0.78	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.47	3.66	0.00
0	0	0.09	0.47	62.82	20.76	0.00
0	4	0.00	0.03	0.68	1.08	0.00
1	1	0.00	0.00	0.58	0.91	0.00
1	5	0.00	0.00	1.47	1.18	0.00
2	2	0.00	0.01	0.58	1.49	0.00
2	6	0.00	0.00	0.55	1.29	0.00
3	3	0.00	0.00	0.73	0.79	0.00
3	7	0.00	0.02	0.35	1.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.51	3.59	0.00
0	0	0.09	0.17	64.81	22.08	0.00
0	4	0.00	0.00	0.59	0.19	0.00
1	1	0.00	0.00	0.24	0.40	0.00
1	5	0.00	0.00	0.24	1.77	0.00
2	2	0.00	0.02	0.52	0.64	0.00
2	6	0.00	0.00	0.39	1.19	0.00
3	3	0.00	0.00	0.66	0.90	0.00
3	7	0.00	0.00	0.63	1.57	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.81	3.39	0.15
0	0	0.08	0.34	64.66	21.24	0.00
0	4	0.00	0.01	0.99	1.11	1.18
1	1	0.00	0.00	0.87	0.19	0.00
1	5	0.00	0.01	1.20	0.68	0.00
2	2	0.00	0.00	0.83	1.09	0.00
2	6	0.00	0.00	1.03	0.89	0.00
3	3	0.00	0.00	0.35	1.52	0.00
3	7	0.00	0.00	0.57	0.37	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.66	3.67	0.06
0	0	0.08	0.40	65.47	21.18	0.00
0	4	0.00	0.03	0.70	0.84	0.51
1	1	0.00	0.00	0.79	0.79	0.00
1	5	0.00	0.00	0.48	1.29	0.00
2	2	0.00	0.00	0.57	1.08	0.00
2	6	0.00	0.01	0.67	1.38	0.00
3	3	0.00	0.00	0.43	1.29	0.00
3	7	0.00	0.00	0.20	1.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.22	8.89	6.94	0.91
0	0	0.06	1.42	65.61	20.19	0.00
0	4	0.00	0.04	1.79	2.79	7.30
1	1	0.00	0.00	0.68	0.61	0.00
1	5	0.00	0.02	0.19	0.30	0.00
2	2	0.00	0.00	0.10	0.89	0.00
2	6	0.00	0.01	0.60	1.18	0.00
3	3	0.00	0.00	0.37	0.99	0.00
3	7	0.01	0.24	1.83	28.53	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.10	8.60	3.61	0.41
0	0	0.07	0.78	62.87	20.34	0.00
0	4	0.00	0.02	1.42	2.42	3.27
1	1	0.00	0.00	0.26	1.10	0.00
1	5	0.00	0.00	0.24	0.99	0.00
2	2	0.00	0.00	1.02	0.79	0.00
2	6	0.00	0.02	1.11	1.27	0.00
3	3	0.00	0.00	0.79	0.89	0.00
3	7	0.00	0.00	1.07	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.08	8.92	3.94	0.12
0	0	0.08	0.61	65.20	21.08	0.00
0	4	0.00	0.03	1.82	2.17	0.96
1	1	0.00	0.00	0.29	1.38	0.00
1	5	0.00	0.00	1.35	1.48	0.00
2	2	0.00	0.00	0.86	1.38	0.00
2	6	0.00	0.01	0.85	1.48	0.00
3	3	0.12	0.02	0.59	1.19	0.00
3	7	0.00	0.00	0.36	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.48	3.30	0.38
0	0	0.08	0.40	64.70	21.19	0.00
0	4	0.00	0.00	0.89	0.77	3.06
1	1	0.00	0.00	0.25	1.09	0.00
1	5	0.00	0.00	0.14	1.09	0.00
2	2	0.00	0.01	0.61	0.00	0.00
2	6	0.00	0.04	0.94	0.21	0.00
3	3	0.00	0.00	0.16	1.09	0.00
3	7	0.00	0.00	0.19	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.06	8.60	3.47	0.00
0	0	0.09	0.35	65.09	21.67	0.00
0	4	0.00	0.03	0.59	0.24	0.00
1	1	0.00	0.00	0.19	1.00	0.00
1	5	0.00	0.00	1.15	0.90	0.00
2	2	0.00	0.00	0.46	0.90	0.00
2	6	0.00	0.04	0.64	0.99	0.00
3	3	0.00	0.00	0.33	1.09	0.00
3	7	0.00	0.02	0.38	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	8.49	3.38	0.00
0	0	0.08	0.17	65.35	21.55	0.00
0	4	0.00	0.00	0.63	0.07	0.00
1	1	0.00	0.00	0.23	0.71	0.00
