Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	0.49	9.28	13.72	1.45
0	0	0.02	3.66	57.48	11.71	0.00
0	4	0.00	0.02	3.11	2.15	11.57
1	1	0.00	0.02	2.75	2.90	0.00
1	5	0.00	0.00	0.28	1.19	0.00
2	2	0.00	0.03	5.86	58.76	0.00
2	6	0.75	0.11	0.30	0.00	0.00
3	3	0.21	0.08	3.84	32.83	0.00
3	7	0.53	0.00	0.70	0.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.39	7.95	13.95	1.76
0	0	0.02	3.02	55.19	13.91	0.00
0	4	0.00	0.01	1.38	1.17	14.08
1	1	0.00	0.00	0.24	0.89	0.00
1	5	0.00	0.00	0.23	0.69	0.00
2	2	0.00	0.04	0.69	6.79	0.00
2	6	0.00	0.00	0.88	0.30	0.00
3	3	0.00	0.01	4.42	87.64	0.00
3	7	0.00	0.00	0.55	0.20	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.28	7.44	14.74	0.65
0	0	0.03	2.19	50.95	18.80	0.00
0	4	0.00	0.00	1.01	0.18	5.17
1	1	0.00	0.00	0.28	1.09	0.00
1	5	0.00	0.00	0.45	1.19	0.00
2	2	0.00	0.03	1.12	0.99	0.00
2	6	0.00	0.00	0.52	0.89	0.00
3	3	0.00	0.00	4.73	93.55	0.00
3	7	0.13	0.00	0.48	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.61	8.99	15.66	3.08
0	0	0.01	4.82	63.24	4.42	0.00
0	4	0.00	0.03	1.05	1.95	24.61
1	1	0.00	0.00	0.25	2.08	0.00
1	5	0.00	0.00	0.10	1.09	0.00
2	2	0.00	0.02	3.16	41.15	0.00
2	6	0.00	0.00	0.40	1.78	0.00
3	3	0.00	0.00	3.02	52.84	0.00
3	7	0.06	0.01	0.67	19.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
