Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.09	0.54	8.36	4.49	0.57
0	0	17.08	1.00	13.80	15.00	0.00
0	4	0.00	0.00	1.08	0.70	0.00
1	1	0.00	0.00	1.47	1.00	0.00
1	5	0.17	0.00	1.61	1.63	0.00
2	2	15.48	3.15	44.41	14.97	0.00
2	6	0.00	0.05	1.37	1.00	4.58
3	3	0.00	0.09	1.67	0.80	0.00
3	7	0.02	0.00	1.48	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.09	0.46	7.15	5.52	0.00
0	0	8.87	0.84	12.67	15.78	0.00
0	4	0.00	0.00	0.35	0.79	0.00
1	1	0.00	0.00	0.18	1.08	0.00
1	5	0.00	0.00	0.42	1.37	0.00
2	2	7.81	2.75	41.09	23.14	0.00
2	6	0.00	0.00	0.99	0.49	0.00
3	3	0.00	0.10	1.15	0.30	0.00
3	7	0.00	0.00	0.35	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.50	0.32	6.92	8.53	0.00
0	0	9.26	0.72	11.25	12.06	0.01
0	4	0.00	0.02	0.00	0.70	0.00
1	1	0.00	0.00	1.49	1.50	0.00
1	5	0.00	0.00	0.19	1.20	0.00
2	2	10.71	1.52	40.34	22.62	0.00
2	6	0.00	0.00	0.09	0.50	0.00
3	3	0.00	0.10	1.00	0.29	0.00
3	7	0.01	0.17	1.02	29.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.41	8.95	3.48	0.00
0	0	0.01	3.10	67.36	22.99	0.00
0	4	0.00	0.01	0.59	0.00	0.00
1	1	0.00	0.00	0.29	0.99	0.00
1	5	0.00	0.00	0.46	0.89	0.00
2	2	0.09	0.00	0.26	1.41	0.00
2	6	0.00	0.00	0.65	0.69	0.00
3	3	0.00	0.14	1.10	0.49	0.00
3	7	0.00	0.00	0.90	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.43	9.58	3.70	1.44
0	0	0.00	3.24	68.56	21.77	0.00
0	4	0.00	0.00	1.18	0.29	11.50
1	1	0.00	0.01	1.74	1.98	0.00
1	5	0.00	0.03	2.11	1.04	0.00
2	2	0.00	0.00	0.10	1.48	0.00
2	6	0.00	0.00	0.28	0.99	0.00
3	3	0.00	0.14	2.38	0.89	0.00
3	7	0.00	0.02	0.23	1.14	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.01	0.23	7.24	4.99	0.00
0	0	8.41	0.59	8.39	4.21	0.00
0	4	0.00	0.00	1.29	0.00	0.00
1	1	0.00	0.02	0.51	3.95	0.00
1	5	0.00	0.02	2.19	2.24	0.00
2	2	7.64	1.16	40.79	24.22	0.00
2	6	0.00	0.01	2.60	1.36	0.00
3	3	0.00	0.03	1.99	2.56	0.00
3	7	0.00	0.00	0.14	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.39	0.30	6.58	4.19	0.00
0	0	9.40	0.44	8.95	6.28	0.01
0	4	0.00	0.00	0.66	0.60	0.00
1	1	0.30	0.00	0.49	0.64	0.00
1	5	0.00	0.00	0.25	0.89	0.00
2	2	9.41	1.93	39.64	22.85	0.00
2	6	0.01	0.01	0.69	0.89	0.00
3	3	0.00	0.00	1.11	0.59	0.00
3	7	0.00	0.02	0.87	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	0.48	8.96	3.29	0.77
0	0	0.65	3.50	65.59	21.94	0.00
0	4	0.00	0.00	0.09	0.49	6.17
1	1	0.63	0.12	2.22	1.12	0.00
1	5	0.00	0.00	0.45	0.79	0.00
2	2	0.01	0.11	1.13	0.23	0.00
2	6	0.00	0.03	1.03	0.49	0.00
3	3	0.00	0.05	0.49	0.78	0.00
3	7	0.00	0.00	0.68	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.99	0.42	8.72	4.54	0.00
0	0	4.53	2.85	56.90	24.84	0.00
0	4	0.00	0.00	0.15	0.48	0.00
1	1	3.43	0.45	10.61	5.38	0.00
1	5	0.00	0.00	0.00	0.49	0.00
2	2	0.00	0.00	0.68	1.09	0.00
2	6	0.00	0.00	0.37	1.29	0.00
3	3	0.00	0.04	0.65	1.37	0.00
3	7	0.00	0.00	0.42	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.44	9.32	3.27	4.16
0	0	0.00	3.53	70.48	19.76	0.00
0	4	0.00	0.00	0.67	0.10	33.29
1	1	0.00	0.01	0.71	1.48	0.00
1	5	0.00	0.00	0.43	1.38	0.00
2	2	0.00	0.01	0.40	0.20	0.00
2	6	0.00	0.00	0.29	1.29	0.00
3	3	0.00	0.00	1.18	0.80	0.00
3	7	0.00	0.00	0.45	1.19	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.43	9.24	3.31	3.49
0	0	0.00	3.40	70.65	19.42	0.00
0	4	0.00	0.00	0.60	0.00	27.95
1	1	0.00	0.01	1.02	1.98	0.00
1	5	0.00	0.00	0.26	0.89	0.00
2	2	0.00	0.00	0.34	0.89	0.00
2	6	0.00	0.00	0.22	1.09	0.00
3	3	0.00	0.01	0.41	1.50	0.00
3	7	0.00	0.00	0.38	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.47	9.41	3.38	4.38
0	0	0.00	3.68	68.93	20.87	0.00
0	4	0.00	0.03	0.39	0.30	34.74
1	1	0.00	0.05	1.04	0.32	0.30
1	5	0.00	0.00	1.56	1.38	0.00
2	2	0.00	0.00	0.76	1.28	0.00
2	6	0.00	0.00	0.35	1.28	0.00
3	3	0.00	0.00	1.24	0.90	0.00
3	7	0.00	0.01	0.99	0.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	3.09	0.49	6.93	3.38	0.00
0	0	12.43	0.98	16.14	8.53	0.00
0	4	0.00	0.00	0.36	0.19	0.01
1	1	0.00	0.01	1.22	0.98	0.00
1	5	0.00	0.13	0.00	0.29	0.00
2	2	0.00	0.00	0.20	0.40	0.00
2	6	0.00	0.00	0.19	0.99	0.00
3	3	12.33	2.83	37.07	14.69	0.00
3	7	0.00	0.00	0.27	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	4.03	0.33	6.62	4.59	0.01
0	0	17.77	0.39	6.85	14.62	0.11
0	4	0.00	0.00	0.58	0.70	0.00
1	1	0.00	0.00	0.46	0.79	0.00
1	5	0.00	0.00	0.44	0.79	0.00
2	2	0.00	0.01	0.52	1.04	0.00
2	6	12.46	1.89	36.65	15.99	0.00
3	3	2.00	0.31	7.19	1.79	0.00
3	7	0.00	0.01	0.28	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.61	0.24	6.76	4.77	0.00
0	0	6.89	0.66	10.83	10.93	0.00
0	4	0.00	0.00	0.49	0.39	0.00
1	1	0.00	0.00	0.26	0.79	0.00
1	5	0.00	0.00	0.15	0.59	0.00
2	2	0.00	0.04	1.20	0.32	0.00
2	6	5.97	1.23	40.16	23.98	0.00
3	3	0.00	0.00	0.30	0.69	0.00
3	7	0.00	0.00	0.66	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	2.75	0.56	6.62	4.37	0.00
0	0	11.75	0.59	7.43	6.80	0.00
0	4	0.00	0.00	0.57	0.10	0.00
1	1	0.00	0.00	0.44	2.52	0.00
1	5	0.00	0.00	0.89	3.22	0.00
2	2	0.00	0.02	0.97	1.72	0.00
2	6	10.25	1.89	42.26	20.59	0.00
3	3	0.00	1.70	0.00	0.00	0.00
3	7	0.01	0.29	0.43	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.01	0.45	8.73	3.57	0.00
0	0	4.28	2.95	57.74	21.93	0.00
0	4	0.00	0.00	0.53	0.79	0.02
1	1	0.00	0.01	1.07	0.00	0.00
1	5	0.00	0.01	1.08	1.22	0.00
2	2	0.00	0.01	0.88	0.69	0.00
2	6	3.83	0.66	7.72	2.32	0.00
3	3	0.00	0.00	0.46	0.78	0.00
3	7	0.00	0.00	0.37	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	0.42	9.24	3.72	3.44
0	0	0.00	3.28	69.30	21.04	0.00
0	4	0.00	0.00	0.77	0.10	27.52
1	1	0.00	0.00	1.40	2.59	0.00
1	5	0.66	0.00	0.31	2.07	0.00
2	2	0.00	0.04	0.70	0.80	0.00
2	6	0.71	0.00	0.66	0.79	0.00
3	3	0.00	0.00	0.30	1.59	0.00
3	7	0.00	0.00	0.45	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.44	9.25	3.11	3.37
0	0	0.00	3.43	70.16	19.90	0.00
0	4	0.00	0.00	0.70	0.10	26.94
1	1	0.00	0.00	0.19	1.37	0.00
1	5	0.00	0.07	0.79	0.30	0.00
2	2	0.00	0.04	0.94	0.40	0.00
2	6	0.00	0.00	0.23	1.12	0.00
3	3	0.00	0.02	0.70	0.59	0.00
3	7	0.00	0.00	0.29	1.08	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.46	9.08	3.20	1.96
0	0	0.00	3.67	69.73	20.15	0.00
0	4	0.00	0.02	0.40	0.20	15.67
1	1	0.00	0.00	0.33	0.80	0.00
1	5	0.00	0.00	0.77	0.59	0.00
2	2	0.00	0.00	0.70	0.89	0.00
2	6	0.00	0.00	0.25	0.89	0.00
3	3	0.00	0.00	0.33	0.99	0.00
3	7	0.00	0.00	0.10	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.70	9.02	3.46	2.82
0	0	0.00	3.54	68.72	19.86	1.53
