Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	0.86	71.22	16.26	0.00
0	0	0.00	0.50	73.26	15.61	0.00
0	4	0.15	0.60	72.08	17.68	0.00
1	1	0.15	0.55	69.24	20.60	0.00
1	5	0.14	0.67	69.21	20.71	0.00
2	2	0.12	0.52	72.60	17.06	0.00
2	6	0.15	0.47	71.34	18.50	0.00
3	3	0.13	1.31	77.30	11.43	0.00
3	7	0.23	2.25	64.67	8.43	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.86	69.88	16.59	0.00
0	0	0.01	0.46	71.45	16.50	0.00
0	4	0.00	0.61	69.96	19.10	0.00
1	1	0.00	0.49	70.17	18.40	0.00
1	5	0.01	0.46	69.29	20.08	0.00
2	2	0.01	0.42	69.35	19.32	0.00
2	6	0.00	0.41	68.29	21.17	0.00
3	3	0.00	2.07	76.82	10.57	0.00
3	7	0.03	1.92	64.28	7.74	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.64	70.36	17.68	0.00
0	0	0.00	0.39	73.90	15.25	0.00
0	4	0.00	0.58	71.97	18.29	0.00
1	1	0.01	0.43	70.59	19.11	0.00
1	5	0.01	0.47	68.89	21.81	0.00
2	2	0.01	0.57	69.92	19.94	0.00
2	6	0.00	0.52	68.81	21.90	0.00
3	3	0.00	0.54	75.61	14.38	0.00
3	7	0.01	1.62	63.15	10.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.68	70.40	17.43	0.00
0	0	0.00	0.38	76.77	12.28	0.00
0	4	0.00	0.50	73.25	17.27	0.00
1	1	0.00	0.53	71.18	18.66	0.00
1	5	0.01	0.29	69.15	21.69	0.00
2	2	0.01	0.53	68.42	21.51	0.00
2	6	0.21	0.63	67.24	22.14	0.00
3	3	0.00	0.52	74.39	15.61	0.00
3	7	0.18	2.08	62.80	10.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.69	70.51	17.08	0.00
0	0	0.00	0.46	72.04	16.98	0.00
0	4	0.00	0.52	70.84	19.43	0.00
1	1	0.00	0.55	70.58	19.32	0.00
1	5	0.01	0.46	68.29	22.65	0.00
2	2	0.01	0.43	69.10	20.22	0.00
2	6	0.00	0.48	69.08	21.78	0.00
3	3	0.00	0.50	79.57	9.84	0.00
3	7	0.02	2.15	63.99	6.22	0.00
