Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.43	8.84	14.10	3.50
0	0	0.02	3.29	55.58	13.03	0.00
0	4	0.00	0.02	1.29	0.60	28.00
1	1	0.00	0.05	2.01	3.55	0.00
1	5	0.00	0.03	0.73	0.00	0.00
2	2	0.00	0.00	3.77	37.12	0.00
2	6	0.00	0.00	0.78	0.30	0.00
3	3	0.00	0.01	3.92	56.25	0.00
3	7	0.00	0.06	2.62	1.97	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	7.65	14.55	3.74
0	0	0.02	2.35	52.63	17.15	0.00
0	4	0.00	0.04	0.78	0.29	29.89
1	1	0.00	0.00	0.37	3.05	0.00
1	5	0.00	0.00	0.94	0.30	0.00
2	2	0.00	0.01	1.77	33.85	0.00
2	6	0.00	0.00	0.72	0.50	0.00
3	3	0.00	0.00	3.57	60.60	0.00
3	7	0.00	0.00	0.38	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.28	7.89	14.04	0.23
0	0	0.02	2.24	54.71	15.31	0.00
0	4	0.00	0.03	1.09	0.30	1.81
1	1	0.00	0.00	0.69	0.61	0.00
1	5	0.00	0.00	0.29	0.79	0.00
2	2	0.00	0.00	5.07	93.33	0.00
2	6	0.00	0.00	0.35	0.60	0.00
3	3	0.00	0.00	0.86	0.59	0.00
3	7	0.00	0.00	0.09	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.39	8.34	13.61	2.81
0	0	0.02	3.07	56.69	12.53	0.00
0	4	0.00	0.06	1.18	0.20	22.46
1	1	0.00	0.00	0.30	0.60	0.00
1	5	0.00	0.00	0.27	0.89	0.00
2	2	0.00	0.00	3.53	59.21	0.00
2	6	0.00	0.00	0.35	1.19	0.00
3	3	0.00	0.01	3.02	33.83	0.00
3	7	0.00	0.01	1.39	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.41	7.59	13.75	1.53
0	0	0.02	3.22	52.69	14.82	0.00
