Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.10	4.24	13.85	0.00
0	0	0.00	0.04	12.16	9.17	0.00
0	4	0.00	0.03	3.98	3.07	0.00
1	1	0.00	0.34	2.77	2.85	0.00
1	5	0.00	0.08	2.62	1.49	0.00
2	2	0.00	0.05	2.65	2.65	0.00
2	6	0.00	0.03	2.58	1.76	0.00
3	3	0.00	0.04	3.06	61.48	0.00
3	7	0.02	0.22	4.13	28.33	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.91	1.63	0.00
0	0	0.00	0.11	1.10	0.79	0.00
0	4	0.00	0.00	0.58	1.90	0.00
1	1	0.00	0.03	1.29	0.90	0.00
1	5	0.00	0.00	0.45	1.19	0.00
2	2	0.00	0.00	1.38	2.39	0.00
2	6	0.00	0.00	0.36	1.09	0.00
3	3	0.00	0.04	1.25	4.36	0.00
3	7	0.00	0.00	0.84	0.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.59	1.00	0.04
0	0	0.00	0.08	1.08	0.69	0.00
0	4	0.00	0.02	0.49	0.99	0.00
1	1	0.00	0.00	1.34	0.79	0.00
1	5	0.00	0.00	0.23	0.99	0.30
2	2	0.00	0.02	0.58	0.70	0.00
2	6	0.00	0.00	0.33	1.49	0.00
3	3	0.00	0.00	0.19	1.74	0.00
3	7	0.00	0.00	0.47	0.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.59	1.22	0.00
0	0	0.00	0.02	0.73	0.50	0.00
0	4	0.00	0.02	1.18	0.71	0.00
1	1	0.00	0.00	0.47	1.10	0.00
1	5	0.00	0.00	0.45	1.31	0.00
2	2	0.00	0.00	0.43	1.80	0.00
2	6	0.00	0.00	0.46	1.41	0.00
3	3	0.00	0.01	0.57	1.36	0.00
3	7	0.00	0.00	0.48	1.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	0.99	1.64	0.12
0	0	0.00	0.04	0.84	0.82	0.95
0	4	0.00	0.44	2.87	2.23	0.00
1	1	0.00	0.00	0.49	0.50	0.00
1	5	0.00	0.00	0.24	0.99	0.00
2	2	0.00	0.00	0.45	0.90	0.00
2	6	0.00	0.00	1.13	1.83	0.00
3	3	0.00	0.00	1.11	3.95	0.00
3	7	0.00	0.00	0.77	1.88	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.50	15.89	7.83	0.04
0	0	0.02	1.61	26.21	3.97	0.00
0	4	0.00	0.00	6.07	32.99	0.00
1	1	0.02	0.77	28.93	3.68	0.00
1	5	0.00	0.03	3.60	1.69	0.00
2	2	0.00	0.15	5.60	4.26	0.34
2	6	0.01	0.84	26.84	3.59	0.00
3	3	0.01	0.31	14.93	6.61	0.00
3	7	0.01	0.31	14.97	5.90	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.56	8.59	50.75	7.72	0.11
0	0	0.88	12.31	43.35	5.16	0.00
0	4	0.43	3.70	49.04	20.73	0.00
1	1	0.67	11.78	47.07	2.37	0.01
1	5	0.53	6.08	50.66	13.39	0.87
2	2	0.32	8.52	52.05	4.07	0.00
2	6	0.75	9.83	53.45	3.68	0.00
3	3	0.40	8.03	57.34	6.49	0.00
3	7	0.52	8.49	52.97	5.84	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.39	7.05	55.67	8.91	0.03
0	0	0.74	7.06	54.42	9.01	0.01
0	4	0.31	5.70	55.25	13.66	0.00
1	1	0.51	8.27	52.94	4.21	0.09
1	5	0.72	9.43	55.31	8.81	0.10
2	2	0.19	5.64	60.42	10.65	0.00
2	6	0.15	6.27	52.75	5.87	0.00
3	3	0.10	6.91	58.17	11.36	0.00
3	7	0.38	7.18	56.29	7.72	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.35	8.00	53.79	8.05	0.00
0	0	0.26	8.88	55.47	7.14	0.00
0	4	0.27	7.40	60.90	5.65	0.00
1	1	0.37	7.01	47.12	12.14	0.00
1	5	0.34	12.94	47.84	4.45	0.02
2	2	0.62	7.00	59.70	5.37	0.00
2	6	0.43	6.79	50.55	10.70	0.00
3	3	0.24	8.78	54.38	5.26	0.00
3	7	0.22	5.21	54.17	13.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.33	4.65	58.52	11.33	0.13
0	0	0.41	5.41	58.11	7.49	0.01
0	4	0.23	4.50	58.98	13.05	0.00
1	1	0.30	4.57	57.23	7.61	0.00
1	5	0.42	5.17	59.25	12.04	0.00
2	2	0.29	5.22	56.15	13.12	0.00
2	6	0.31	3.67	60.08	14.60	1.02
3	3	0.26	5.06	61.75	10.02	0.00
3	7	0.42	3.66	56.76	12.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
