Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	2.79	9.82	0.00
0	0	0.00	0.01	3.59	10.39	0.00
0	4	0.00	0.00	2.04	1.19	0.00
1	1	0.00	0.02	2.59	2.33	0.00
1	5	0.00	0.01	2.25	0.88	0.00
2	2	0.00	0.02	1.17	0.41	0.00
2	6	0.00	0.08	4.10	26.78	0.00
3	3	0.00	0.00	1.53	2.02	0.00
3	7	0.00	0.05	5.00	34.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.01	1.09	1.73	0.22
0	0	0.00	0.00	1.39	5.25	0.00
0	4	0.00	0.02	0.73	0.40	0.84
1	1	0.00	0.03	2.06	1.62	0.00
1	5	0.00	0.03	0.60	0.00	0.90
2	2	0.00	0.00	0.89	1.50	0.00
2	6	0.00	0.00	1.07	0.69	0.00
3	3	0.21	0.00	1.65	2.88	0.00
3	7	0.00	0.00	0.36	1.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.53	0.86	0.00
0	0	0.00	0.00	0.10	0.60	0.00
0	4	0.00	0.00	0.29	1.02	0.00
1	1	0.00	0.02	1.43	0.89	0.00
1	5	0.00	0.00	0.42	0.80	0.00
2	2	0.00	0.02	0.38	0.90	0.00
2	6	0.00	0.00	0.50	0.69	0.00
3	3	0.00	0.00	0.67	0.79	0.00
3	7	0.00	0.00	0.46	1.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	0.01	0.48	1.17	0.11
0	0	0.00	0.02	0.37	1.60	0.00
0	4	0.00	0.00	0.37	0.81	0.00
1	1	0.00	0.02	0.71	1.21	0.00
1	5	0.00	0.00	0.66	1.12	0.00
2	2	0.00	0.00	0.54	1.21	0.00
2	6	0.60	0.00	0.31	0.81	0.00
3	3	0.00	0.00	0.37	1.01	0.00
3	7	0.00	0.01	0.49	1.61	0.85
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.95	1.92	0.05
0	0	0.00	0.00	0.63	0.00	0.00
0	4	0.00	0.02	0.59	0.30	0.00
1	1	0.00	0.04	2.01	3.10	0.00
1	5	0.00	0.00	0.34	1.23	0.40
2	2	0.00	0.00	0.75	0.89	0.00
2	6	0.00	0.00	1.02	2.61	0.00
3	3	0.00	0.02	1.74	2.60	0.00
3	7	0.00	0.00	0.57	4.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.50	14.84	3.67	0.00
0	0	0.00	0.71	28.11	3.50	0.00
0	4	0.08	0.07	3.88	3.36	0.00
1	1	0.01	0.58	20.61	3.88	0.00
1	5	0.00	0.42	9.62	2.89	0.00
2	2	0.10	0.73	26.13	6.26	0.00
2	6	0.00	0.00	2.21	3.78	0.00
3	3	0.00	0.00	0.51	2.58	0.00
3	7	0.01	1.50	27.66	3.16	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.79	9.05	47.83	6.78	0.02
0	0	1.61	12.78	43.68	3.51	0.00
0	4	0.19	3.51	48.89	18.47	0.00
1	1	0.98	13.59	42.54	6.63	0.00
1	5	0.53	6.55	52.16	7.94	0.19
2	2	0.93	13.33	44.12	1.63	0.00
2	6	0.25	4.30	48.24	6.79	0.00
3	3	0.68	5.97	54.96	7.95	0.01
3	7	1.18	12.34	47.95	1.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.32	6.48	56.22	9.49	0.00
0	0	0.42	7.28	57.21	6.27	0.01
0	4	0.43	5.92	52.82	11.27	0.00
1	1	0.58	7.90	61.04	5.50	0.00
1	5	0.08	5.69	49.63	15.79	0.02
2	2	0.43	8.77	50.93	3.60	0.00
2	6	0.03	3.73	58.23	17.36	0.00
3	3	0.39	6.20	62.28	6.45	0.00
3	7	0.22	6.34	57.61	9.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.47	8.21	52.53	7.63	0.05
0	0	0.75	9.34	53.98	5.48	0.00
0	4	0.17	6.96	50.17	12.41	0.23
1	1	0.62	7.28	51.35	9.04	0.00
1	5	0.79	11.91	41.59	7.17	0.15
2	2	0.45	8.34	54.83	5.25	0.00
2	6	0.41	6.48	53.46	9.78	0.00
3	3	0.32	7.82	57.75	4.80	0.00
3	7	0.26	7.70	58.00	7.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.25	4.38	59.82	12.25	0.09
0	0	0.29	4.17	59.79	9.05	0.01
0	4	0.15	4.31	57.38	16.66	0.09
1	1	0.57	5.10	63.21	9.25	0.00
1	5	0.27	3.75	55.65	16.81	0.62
