Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.04	2.74	9.65	1.30
0	0	0.00	0.04	2.84	6.31	0.00
0	4	0.00	0.06	3.22	1.67	0.00
1	1	0.00	0.00	1.15	1.46	0.00
1	5	0.74	0.06	4.76	57.54	0.00
2	2	0.00	0.08	2.67	1.37	0.00
2	6	0.00	0.04	0.94	0.58	0.00
3	3	0.00	0.00	4.77	7.52	0.00
3	7	0.00	0.06	1.50	0.28	10.39
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.75	2.04	0.00
0	0	0.00	0.00	0.61	1.70	0.00
0	4	0.00	0.00	0.04	0.50	0.00
1	1	0.00	0.00	0.17	1.79	0.00
1	5	0.00	0.00	1.72	3.21	0.00
2	2	0.00	0.02	0.95	1.50	0.00
2	6	0.00	0.06	1.91	1.49	0.00
3	3	0.00	0.00	0.29	5.02	0.00
3	7	0.00	0.00	0.29	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.54	0.83	0.00
0	0	0.00	0.02	0.10	0.40	0.00
0	4	0.00	0.00	0.40	0.20	0.00
1	1	0.00	0.00	0.44	1.00	0.00
1	5	0.00	0.00	0.36	1.00	0.00
2	2	0.00	0.00	0.46	1.11	0.00
2	6	0.00	0.02	0.85	1.00	0.00
3	3	0.00	0.00	0.92	1.11	0.00
3	7	0.00	0.01	0.80	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.02	0.50	0.77	0.00
0	0	0.00	0.10	0.77	0.99	0.00
0	4	0.00	0.00	0.25	0.30	0.00
1	1	0.00	0.00	0.63	0.11	0.00
1	5	0.00	0.01	0.70	0.10	0.00
2	2	0.00	0.00	0.19	1.40	0.00
2	6	0.00	0.02	0.67	0.89	0.00
3	3	0.00	0.00	0.45	1.49	0.00
3	7	0.00	0.00	0.34	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	1.11	1.87	0.02
0	0	0.00	0.00	0.18	0.90	0.00
0	4	0.00	0.00	1.39	2.61	0.00
1	1	0.00	0.00	0.41	0.30	0.00
1	5	0.00	0.02	1.99	0.41	0.19
2	2	0.00	0.03	2.43	2.51	0.00
2	6	0.00	0.02	0.58	1.01	0.00
3	3	0.00	0.00	1.00	5.13	0.00
3	7	0.00	0.00	0.91	2.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	0.50	15.44	6.12	0.09
0	0	0.02	1.24	26.20	1.93	0.00
0	4	0.00	0.05	4.25	3.14	0.60
1	1	0.35	0.14	12.67	7.79	0.00
1	5	0.00	0.32	19.92	4.36	0.11
2	2	0.39	1.70	27.94	2.30	0.00
2	6	0.00	0.04	0.72	1.99	0.00
3	3	0.00	0.29	17.80	21.81	0.00
3	7	0.15	0.19	14.02	5.65	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.50	9.48	48.08	6.73	0.02
0	0	0.73	12.30	44.38	7.12	0.00
0	4	0.39	6.66	51.50	9.01	0.00
1	1	0.36	8.38	53.86	7.79	0.00
1	5	0.97	12.41	45.34	4.23	0.13
2	2	0.83	13.57	43.52	1.45	0.00
2	6	0.11	5.34	45.71	9.84	0.00
3	3	0.43	9.23	46.29	9.65	0.00
3	7	0.20	7.96	53.99	4.71	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.87	10.79	51.68	3.05	0.00
0	0	0.96	12.45	46.96	1.50	0.00
0	4	0.30	7.39	61.09	3.71	0.00
1	1	0.73	10.22	49.48	7.44	0.00
1	5	0.92	12.55	45.68	1.50	0.00
2	2	1.34	12.62	47.29	1.42	0.00
2	6	0.72	8.37	55.70	3.53	0.00
3	3	1.47	12.58	50.23	2.10	0.00
3	7	0.53	10.11	56.97	3.24	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.34	5.43	56.48	11.73	0.01
0	0	0.34	7.41	57.49	5.69	0.00
0	4	0.18	3.47	55.18	18.16	0.00
1	1	0.23	5.29	56.32	14.62	0.00
1	5	0.14	6.86	59.16	8.93	0.00
2	2	0.85	5.65	55.22	11.05	0.01
2	6	0.47	4.80	57.93	16.83	0.00
3	3	0.42	5.76	55.53	8.39	0.10
3	7	0.13	4.25	55.36	10.22	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.38	5.87	54.59	9.43	0.10
0	0	0.36	6.91	53.95	8.71	0.31
0	4	0.17	3.88	54.85	9.77	0.12
1	1	0.32	5.36	54.95	9.30	0.00
1	5	0.60	8.04	48.92	7.42	0.29
2	2	0.42	6.79	57.25	6.15	0.00
2	6	0.22	4.67	56.01	11.69	0.00
3	3	0.51	6.83	55.70	7.30	0.10
3	7	0.46	4.49	55.25	15.14	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.27	7.35	51.78	11.28	0.00
0	0	0.30	6.83	50.59	15.06	0.00
0	4	0.09	6.38	52.48	13.27	0.00
1	1	0.12	6.85	54.68	11.42	0.00
1	5	0.58	11.59	42.84	6.10	0.00
2	2	0.50	7.41	50.07	12.66	0.00
2	6	0.14	5.49	55.95	11.20	0.00
3	3	0.39	7.84	53.77	4.74	0.00
3	7	0.06	6.32	53.40	15.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.32	6.92	55.47	9.07	0.08
0	0	0.12	6.46	57.05	9.12	0.00
0	4	0.19	6.55	57.41	9.61	0.20
1	1	0.13	5.74	54.07	9.47	0.00
1	5	0.83	10.70	47.37	6.24	0.06
2	2	0.26	6.66	53.76	11.09	0.00
2	6	0.36	7.45	59.65	7.26	0.00
3	3	0.50	6.19	56.52	8.92	0.09
3	7	0.15	5.61	57.91	10.83	0.31
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.38	6.01	56.19	10.23	0.05
0	0	0.25	5.29	56.10	14.02	0.00
0	4	0.36	6.48	60.20	8.09	0.00
1	1	0.28	4.69	59.52	10.41	0.30
1	5	0.25	9.47	51.81	7.74	0.09
2	2	0.59	6.17	54.06	12.18	0.00
2	6	0.64	4.87	50.12	7.84	0.00
3	3	0.38	5.11	58.06	12.65	0.00
3	7	0.30	6.12	60.56	9.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.51	9.32	55.57	4.94	0.03
0	0	0.46	8.37	55.99	7.72	0.00
0	4	0.29	9.49	58.30	3.48	0.00
1	1	0.37	7.75	55.55	7.22	0.00
1	5	0.92	13.52	48.13	2.61	0.05
2	2	0.64	10.24	52.17	4.01	0.00
2	6	0.32	8.67	58.49	4.21	0.00
3	3	0.41	7.81	55.66	6.29	0.17
