Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.08	9.51	3.75	0.00
0	0	0.03	0.40	65.55	20.42	0.00
0	4	0.00	0.02	0.59	0.10	0.00
1	1	0.00	0.04	1.29	0.79	0.00
1	5	0.00	0.06	1.56	1.47	0.00
2	2	0.00	0.05	2.26	1.97	0.00
2	6	0.00	0.00	1.53	2.07	0.00
3	3	0.00	0.03	1.86	2.34	0.00
3	7	0.00	0.04	1.19	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.05	8.84	3.36	0.00
0	0	0.02	0.43	65.16	21.47	0.00
0	4	0.00	0.00	1.01	0.00	0.00
1	1	0.00	0.00	0.66	0.69	0.00
1	5	0.00	0.00	1.42	0.79	0.00
2	2	0.00	0.00	0.71	0.70	0.00
2	6	0.00	0.00	0.20	1.29	0.00
3	3	0.00	0.00	0.29	0.95	0.00
3	7	0.06	0.01	1.28	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.06	8.58	3.26	0.00
0	0	0.02	0.40	65.46	21.19	0.00
0	4	0.00	0.00	0.49	0.00	0.00
1	1	0.00	0.00	0.19	0.99	0.00
1	5	0.00	0.06	0.80	0.79	0.00
2	2	0.00	0.00	0.25	0.99	0.00
2	6	0.00	0.00	0.24	1.08	0.00
3	3	0.00	0.02	0.39	0.74	0.00
3	7	0.00	0.00	0.78	0.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	8.67	3.20	0.00
0	0	0.02	0.20	65.36	21.54	0.00
0	4	0.00	0.03	0.49	0.00	0.00
1	1	0.00	0.00	0.20	0.70	0.00
1	5	0.00	0.00	1.07	0.60	0.00
2	2	0.00	0.00	0.27	0.99	0.00
2	6	0.00	0.00	0.35	0.99	0.00
3	3	0.00	0.00	0.83	0.30	0.00
3	7	0.00	0.01	0.80	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	8.31	3.29	0.00
0	0	0.02	0.30	62.84	20.88	0.00
0	4	0.00	0.00	0.55	0.00	0.00
1	1	0.00	0.00	1.10	1.10	0.00
1	5	0.00	0.03	0.89	0.10	0.00
2	2	0.00	0.07	0.10	0.50	0.00
2	6	0.00	0.00	0.20	0.98	0.00
3	3	0.00	0.00	0.46	1.95	0.00
3	7	0.00	0.00	0.35	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	8.78	3.47	0.00
0	0	0.02	0.16	65.21	21.77	0.00
0	4	0.00	0.00	0.97	0.80	0.00
1	1	0.00	0.00	0.26	1.39	0.00
1	5	0.00	0.03	0.90	0.89	0.00
2	2	0.00	0.00	1.12	1.08	0.00
2	6	0.00	0.02	1.09	0.30	0.00
3	3	0.00	0.00	0.29	0.84	0.00
3	7	0.00	0.00	0.38	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.06	8.53	3.35	0.00
0	0	0.03	0.43	65.44	21.18	0.00
0	4	0.02	0.05	0.49	0.00	0.00
1	1	0.00	0.00	0.19	1.01	0.00
1	5	0.00	0.00	1.00	0.59	0.00
2	2	0.00	0.00	0.37	0.99	0.00
2	6	0.00	0.00	0.35	0.80	0.00
3	3	0.00	0.00	0.31	0.92	0.00
3	7	0.79	0.00	0.10	1.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	8.61	3.27	0.00
0	0	0.03	0.16	65.26	21.72	0.00
0	4	0.00	0.00	0.64	0.00	0.00
1	1	0.00	0.00	0.53	0.11	0.00
1	5	0.00	0.06	1.02	0.00	0.00
2	2	0.00	0.00	0.29	1.38	0.00
2	6	0.00	0.00	0.28	1.28	0.00
3	3	0.00	0.00	0.65	0.68	0.00
3	7	0.00	0.00	0.23	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.04	8.91	3.24	0.00
0	0	0.03	0.25	65.32	21.46	0.00
0	4	0.00	0.00	0.88	0.00	0.00
1	1	0.00	0.00	0.90	0.90	0.00
1	5	0.00	0.00	1.15	0.58	0.00
2	2	0.00	0.00	1.18	0.59	0.00
2	6	0.00	0.02	1.09	0.40	0.00
3	3	0.00	0.00	0.29	1.24	0.00
3	7	0.00	0.01	0.47	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
