Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.06	13.42	0.83	0.00
0	0	0.00	0.04	2.88	1.12	0.00
0	4	0.00	0.00	1.16	0.69	0.00
1	1	0.01	0.06	0.88	0.58	0.00
1	5	0.04	0.33	97.10	0.00	0.00
2	2	0.00	0.01	2.44	1.74	0.00
2	6	0.00	0.00	1.88	2.49	0.00
3	3	0.00	0.00	0.79	0.00	0.00
3	7	0.67	0.00	0.20	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.05	12.70	0.67	0.00
0	0	0.00	0.00	0.27	1.08	0.00
0	4	0.00	0.02	0.29	1.29	0.00
1	1	0.00	0.00	0.50	0.00	0.00
1	5	0.00	0.36	97.51	0.00	0.00
2	2	0.00	0.00	0.36	0.79	0.00
2	6	0.00	0.02	0.97	0.59	0.00
3	3	0.00	0.00	0.83	0.79	0.00
3	7	0.00	0.00	0.89	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.02	12.65	0.92	0.20
0	0	0.00	0.00	0.77	1.19	0.00
0	4	0.00	0.00	0.51	0.99	0.78
1	1	0.00	0.00	0.34	0.89	0.00
1	5	0.00	0.12	97.77	0.00	0.00
2	2	0.22	0.00	0.23	1.12	0.83
2	6	0.00	0.03	0.39	1.08	0.00
3	3	0.00	0.00	0.40	1.28	0.00
3	7	0.00	0.00	0.75	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	12.48	0.95	0.00
0	0	0.00	0.00	0.29	0.60	0.00
0	4	0.00	0.00	0.10	1.09	0.00
1	1	0.00	0.00	0.18	0.99	0.00
1	5	0.00	0.25	97.69	0.00	0.00
2	2	0.10	0.01	0.44	1.00	0.00
2	6	0.00	0.00	0.48	1.97	0.00
3	3	0.00	0.01	0.39	1.19	0.00
3	7	0.00	0.00	0.29	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	12.60	0.95	0.00
0	0	0.00	0.00	0.36	0.89	0.00
0	4	0.00	0.00	0.24	1.19	0.00
1	1	0.00	0.00	0.32	0.90	0.00
1	5	0.00	0.16	97.74	0.00	0.00
2	2	0.00	0.00	0.69	1.09	0.00
2	6	0.00	0.04	0.68	0.98	0.00
3	3	0.00	0.00	0.62	1.18	0.00
3	7	0.00	0.00	0.14	1.38	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.25	12.79	0.67	0.00
0	0	0.00	0.00	0.00	0.40	0.00
0	4	0.00	0.00	0.78	1.29	0.00
1	1	0.00	1.80	0.16	0.02	0.00
1	5	0.00	0.15	97.76	0.00	0.00
2	2	0.00	0.00	1.22	0.40	0.00
2	6	0.00	0.01	1.30	0.60	0.00
3	3	0.00	0.00	0.20	1.48	0.00
3	7	0.00	0.00	0.87	1.18	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	12.77	4.17	0.00
0	0	0.00	0.00	0.21	0.89	0.00
0	4	0.00	0.00	0.23	0.40	0.00
1	1	0.00	0.00	0.69	0.10	0.00
1	5	0.00	0.13	97.86	0.00	0.00
2	2	0.00	0.00	0.46	1.48	0.00
2	6	0.00	0.04	0.72	0.89	0.00
3	3	0.00	0.00	0.68	0.49	0.00
