Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	0.04	2.56	11.59	0.02
0	0	0.00	0.00	6.86	25.27	0.00
0	4	0.00	0.00	0.96	0.79	0.00
1	1	0.00	0.07	3.02	1.09	0.00
1	5	0.61	0.18	0.83	0.10	0.12
2	2	0.00	0.00	4.24	57.98	0.00
2	6	0.73	0.07	2.01	1.15	0.00
3	3	0.00	0.03	1.90	5.95	0.00
3	7	0.00	0.00	0.58	0.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	1.38	2.00	0.00
0	0	0.00	0.00	1.59	2.28	0.00
0	4	0.00	0.00	0.80	1.89	0.00
1	1	0.00	0.00	1.57	2.01	0.00
1	5	0.00	0.00	1.01	0.00	0.00
2	2	0.00	0.05	1.34	2.59	0.00
2	6	0.00	0.01	2.41	1.78	0.00
3	3	0.00	0.03	1.78	4.82	0.00
3	7	0.00	0.00	0.59	0.60	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.44	1.13	0.00
0	0	0.00	0.00	0.14	0.41	0.00
0	4	0.00	0.00	0.36	0.31	0.00
1	1	0.00	0.00	0.19	1.12	0.00
1	5	0.00	0.00	0.95	1.99	0.00
2	2	0.00	0.00	0.40	1.41	0.00
2	6	0.00	0.00	0.45	1.21	0.00
3	3	0.00	0.00	0.51	1.50	0.00
3	7	0.00	0.00	0.51	1.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.47	1.20	0.00
0	0	0.00	0.00	0.44	1.78	0.00
0	4	0.00	0.00	0.61	1.40	0.00
1	1	0.00	0.00	0.24	1.20	0.00
1	5	0.00	0.02	0.50	1.20	0.00
2	2	0.00	0.00	0.58	1.05	0.00
2	6	0.00	0.00	0.10	1.09	0.00
3	3	0.00	0.00	0.83	1.09	0.00
3	7	0.00	0.00	0.45	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	1.06	1.63	0.00
0	0	0.00	0.00	0.00	0.50	0.00
0	4	0.00	0.00	0.18	0.99	0.00
1	1	0.00	0.00	0.36	0.89	0.00
1	5	0.00	0.01	1.85	1.70	0.00
2	2	0.00	0.00	2.10	3.97	0.00
2	6	0.00	0.01	0.70	0.79	0.00
3	3	0.00	0.02	2.86	3.30	0.00
