Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	1.64	1.07	0.00
0	0	0.00	0.00	2.24	1.11	0.00
0	4	0.00	0.00	1.89	1.59	0.00
1	1	0.00	0.02	1.63	0.60	0.00
1	5	0.00	0.06	1.70	1.59	0.00
2	2	0.00	0.00	0.88	0.80	0.00
2	6	0.00	0.02	2.03	1.82	0.00
3	3	0.00	0.08	1.41	0.60	0.00
3	7	0.03	0.04	1.37	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.62	0.80	0.00
0	0	0.00	0.00	0.37	0.89	0.00
0	4	0.00	0.00	0.73	1.09	0.00
1	1	0.00	0.03	1.11	0.11	0.00
1	5	0.00	0.00	0.26	0.91	0.00
2	2	0.00	0.00	0.46	0.89	0.00
2	6	0.00	0.00	0.66	1.04	0.00
3	3	0.00	0.00	0.32	0.99	0.00
3	7	0.00	0.00	1.06	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.01	0.41	0.67	0.00
0	0	0.00	0.00	0.52	0.49	0.00
0	4	0.00	0.02	0.00	0.59	0.00
1	1	0.00	0.05	0.57	0.99	0.00
1	5	0.00	0.00	0.37	0.79	0.00
2	2	0.00	0.00	0.93	0.69	0.00
2	6	0.00	0.00	0.82	0.86	0.00
3	3	0.00	0.00	0.10	0.99	0.00
3	7	0.75	0.00	0.00	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.00	0.34	0.88	0.00
0	0	0.79	0.00	0.10	0.79	0.00
0	4	0.00	0.00	0.28	0.90	0.00
1	1	0.00	0.02	0.85	0.99	0.00
1	5	0.00	0.00	0.31	0.99	0.00
2	2	0.00	0.01	0.29	0.79	0.00
2	6	0.00	0.00	0.39	0.79	0.00
3	3	0.00	0.00	0.27	0.79	0.00
3	7	0.00	0.00	0.25	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.00	0.63	1.10	0.00
0	0	0.73	0.00	0.38	1.98	0.00
0	4	0.00	0.00	0.78	1.09	0.00
1	1	0.00	0.02	1.35	0.69	0.00
1	5	0.00	0.02	0.89	0.78	0.00
2	2	0.00	0.00	0.38	0.99	0.00
2	6	0.00	0.00	0.41	1.60	0.00
3	3	0.00	0.00	0.72	0.90	0.00
3	7	0.00	0.00	0.10	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.00	0.36	0.64	0.00
0	0	0.00	0.00	0.05	0.49	0.00
0	4	0.00	0.00	0.43	0.20	0.00
1	1	0.00	0.02	0.30	0.60	0.00
1	5	0.00	0.00	0.88	0.00	0.00
2	2	0.00	0.00	0.45	0.99	0.00
2	6	0.00	0.00	0.44	0.73	0.00
3	3	0.00	0.00	0.22	1.00	0.00
3	7	0.00	0.00	0.10	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.51	0.71	0.00
0	0	0.00	0.00	0.24	0.69	0.00
0	4	0.00	0.03	0.20	0.89	0.00
1	1	0.00	0.01	1.57	0.11	0.00
1	5	0.00	0.00	0.56	0.60	0.00
2	2	0.00	0.00	0.24	1.10	0.00
2	6	0.00	0.00	0.48	0.60	0.00
3	3	0.00	0.00	0.47	0.62	0.00
3	7	0.00	0.00	0.36	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.01	0.49	1.11	0.11
0	0	0.00	0.00	0.49	1.04	0.00
0	4	0.00	0.00	0.28	0.98	0.00
1	1	0.47	0.04	0.84	0.69	0.00
1	5	0.00	0.00	0.81	0.89	0.00
2	2	0.00	0.00	0.10	0.99	0.00
2	6	0.00	0.00	0.48	1.09	0.00
3	3	0.00	0.00	0.48	1.38	0.91
3	7	0.00	0.00	0.41	1.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.00	0.35	1.02	0.00
0	0	0.20	0.00	0.37	1.09	0.00
0	4	0.00	0.00	0.52	1.38	0.00
1	1	0.00	0.01	0.66	0.97	0.00
1	5	0.00	0.00	0.00	0.60	0.00
2	2	0.00	0.00	0.37	0.80	0.00
2	6	0.00	0.00	0.25	1.33	0.00
3	3	0.00	0.00	0.42	0.90	0.00
3	7	0.00	0.00	0.19	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.01	0.59	0.68	0.00
0	0	0.00	0.00	0.63	0.00	0.00
0	4	0.00	0.02	0.50	0.00	0.00
1	1	0.00	0.05	1.26	1.26	0.00
1	5	0.00	0.00	0.27	0.91	0.00
2	2	0.00	0.00	0.72	0.79	0.00
