Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.32	9.62	14.82	0.00
0	0	0.01	2.38	58.41	11.74	0.00
0	4	0.19	0.00	1.07	0.00	0.00
1	1	0.00	0.00	2.70	12.01	0.00
1	5	0.00	0.00	0.85	0.60	0.00
2	2	0.00	0.04	3.46	1.40	0.00
2	6	0.02	0.02	0.82	0.60	0.00
3	3	0.12	0.01	3.08	0.69	0.00
3	7	0.01	0.10	6.60	91.54	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.30	8.26	14.21	0.12
0	0	0.02	2.35	58.87	11.23	0.00
0	4	0.00	0.00	0.65	0.00	0.00
1	1	0.00	0.00	0.53	5.60	0.00
1	5	0.00	0.02	0.28	0.68	0.00
2	2	0.00	0.00	0.54	0.20	0.99
2	6	0.00	0.02	0.43	1.06	0.00
3	3	0.00	0.00	0.36	0.89	0.00
3	7	0.00	0.00	4.41	93.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.32	8.16	14.52	0.00
0	0	0.02	2.49	57.16	12.76	0.00
0	4	0.00	0.00	0.76	0.10	0.00
1	1	0.00	0.00	0.34	6.27	0.00
1	5	0.00	0.00	0.23	1.10	0.00
2	2	0.00	0.07	0.49	0.80	0.00
2	6	0.00	0.00	1.40	0.90	0.00
3	3	0.00	0.00	0.42	0.36	0.00
3	7	0.00	0.00	4.47	93.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.27	8.17	14.63	0.00
0	0	0.02	2.05	56.32	13.91	0.00
0	4	0.00	0.00	0.79	0.38	0.00
1	1	0.00	0.04	1.29	5.85	0.00
1	5	0.00	0.00	0.36	1.09	0.00
2	2	0.00	0.00	0.36	1.18	0.00
2	6	0.00	0.00	1.24	0.61	0.00
3	3	0.00	0.02	0.29	0.59	0.00
3	7	0.00	0.03	4.75	93.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.31	8.14	13.41	1.08
0	0	0.16	2.39	55.17	12.05	0.00
0	4	0.00	0.02	1.09	1.05	8.63
1	1	0.00	0.01	3.29	56.52	0.00
1	5	0.00	0.01	0.79	0.40	0.00
2	2	0.00	0.00	0.45	1.57	0.00
2	6	0.00	0.01	1.08	0.59	0.00
3	3	0.00	0.00	0.36	0.79	0.00
3	7	0.00	0.04	2.92	34.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.23	7.88	14.30	0.09
0	0	0.03	1.79	55.38	15.12	0.00
0	4	0.00	0.00	0.83	0.51	0.68
1	1	0.00	0.00	0.62	1.48	0.00
1	5	0.00	0.02	0.29	0.98	0.00
2	2	0.00	0.00	0.20	1.28	0.00
2	6	0.00	0.01	0.51	1.28	0.00
3	3	0.00	0.00	0.37	0.79	0.00
3	7	0.00	0.00	4.82	92.96	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	0.30	7.99	14.01	0.15
0	0	0.03	2.33	55.92	14.03	0.00
0	4	0.04	0.01	0.44	0.82	1.24
1	1	0.00	0.00	2.53	54.40	0.00
1	5	0.00	0.02	1.07	0.79	0.00
2	2	0.00	0.00	0.36	0.69	0.00
