Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	1.89	10.58	12.67	0.79
0	0	0.00	0.92	11.51	5.64	0.48
0	4	0.00	0.05	3.70	1.32	5.87
1	1	0.02	13.59	54.46	0.70	0.00
1	5	0.61	0.54	5.63	23.36	0.00
2	2	0.00	0.02	1.66	1.06	0.00
2	6	0.20	0.00	0.69	0.30	0.00
3	3	0.00	0.03	6.16	68.69	0.00
3	7	0.07	0.00	0.79	0.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.57	8.86	14.04	1.10
0	0	0.01	2.66	53.45	10.00	0.00
0	4	0.10	0.03	1.12	2.10	8.82
1	1	0.00	0.00	0.28	4.59	0.00
1	5	0.01	1.87	9.29	2.38	0.00
2	2	0.00	0.00	0.36	0.79	0.00
2	6	0.00	0.00	0.83	0.60	0.00
3	3	0.00	0.00	4.60	91.54	0.00
3	7	0.00	0.00	0.90	0.30	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.28	7.90	13.98	0.45
0	0	0.01	2.18	56.90	13.14	0.00
0	4	0.00	0.00	0.87	0.09	3.63
1	1	0.00	0.00	0.23	0.89	0.00
1	5	0.00	0.02	4.06	89.50	0.00
2	2	0.00	0.00	0.10	0.99	0.00
2	6	0.00	0.00	0.19	0.79	0.00
3	3	0.00	0.00	0.36	5.11	0.00
3	7	0.00	0.00	0.46	1.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.26	8.07	14.12	0.18
0	0	0.02	2.03	55.46	14.68	0.00
0	4	0.00	0.00	0.66	1.59	1.44
1	1	0.00	0.00	0.36	1.09	0.00
1	5	0.00	0.03	5.46	85.86	0.00
2	2	0.00	0.00	0.82	0.30	0.00
2	6	0.00	0.01	0.89	0.49	0.00
3	3	0.00	0.00	0.48	7.98	0.00
3	7	0.00	0.00	0.41	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.25	7.40	14.12	0.01
0	0	0.16	1.99	52.27	16.28	0.00
0	4	0.20	0.01	0.84	0.00	0.05
1	1	0.00	0.00	0.19	1.78	0.00
1	5	0.00	0.00	3.08	63.16	0.00
2	2	0.00	0.00	0.45	0.69	0.00
2	6	0.00	0.00	0.24	0.89	0.00
3	3	0.00	0.02	1.70	29.46	0.00
3	7	0.00	0.00	0.39	0.69	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.25	7.88	14.37	0.06
0	0	0.02	2.00	54.77	15.43	0.00
0	4	0.00	0.00	0.91	1.19	0.45
1	1	0.00	0.00	0.72	0.69	0.00
1	5	0.00	0.02	4.15	71.16	0.00
2	2	0.00	0.00	0.20	0.98	0.00
2	6	0.00	0.00	0.28	0.99	0.00
