Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	0.09	1.27	0.89	0.01
0	0	0.03	0.54	1.49	1.31	0.08
0	4	0.00	0.00	0.83	0.18	0.00
1	1	0.00	0.05	2.75	1.56	0.00
1	5	0.69	0.06	0.53	0.09	0.00
2	2	0.28	0.02	1.29	1.28	0.00
2	6	0.17	0.05	2.04	1.22	0.00
3	3	0.00	0.00	0.45	0.69	0.00
3	7	0.03	0.00	0.79	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	1.81	13.65	7.94	0.14
0	0	0.08	6.16	19.24	3.07	0.00
0	4	0.40	3.40	14.20	8.45	1.01
1	1	0.00	0.06	9.45	9.13	0.00
1	5	0.24	0.66	14.67	9.82	0.07
2	2	0.00	0.40	14.10	8.04	0.00
2	6	0.17	3.33	11.68	7.12	0.00
3	3	0.00	0.10	12.39	9.78	0.00
3	7	0.00	0.36	13.43	8.06	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	2.75	13.24	13.83	0.00
0	0	0.01	0.24	18.54	12.29	0.00
0	4	0.41	20.53	2.68	0.00	0.00
1	1	0.00	0.20	13.42	14.73	0.00
1	5	0.00	0.18	14.31	12.68	0.00
2	2	0.00	0.20	14.58	21.03	0.00
2	6	0.00	0.21	13.94	16.02	0.00
3	3	0.00	0.19	13.02	14.28	0.00
3	7	0.00	0.22	15.44	19.66	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	2.53	13.64	13.67	0.00
0	0	0.22	10.46	9.92	3.92	0.00
0	4	0.10	9.03	12.16	9.01	0.00
1	1	0.00	0.07	15.29	25.21	0.00
1	5	0.01	0.15	13.06	15.51	0.00
2	2	0.00	0.08	14.43	16.72	0.00
2	6	0.00	0.11	14.13	14.69	0.00
3	3	0.00	0.18	14.71	11.63	0.00
3	7	0.01	0.15	15.38	12.63	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.08	2.73	16.94	16.75	0.22
0	0	0.10	8.66	16.53	8.89	0.00
0	4	0.09	7.57	12.39	11.25	0.00
1	1	0.10	0.20	21.06	27.14	0.00
1	5	0.01	0.25	16.74	21.73	0.00
2	2	0.07	4.52	15.78	14.09	0.00
2	6	0.12	0.10	18.37	18.95	0.00
3	3	0.00	0.30	17.15	17.63	1.75
3	7	0.14	0.24	17.49	14.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	3.71	21.18	23.91	0.02
0	0	0.02	22.73	11.80	1.65	0.00
0	4	0.10	5.60	20.64	21.33	0.00
1	1	0.00	0.16	21.80	23.40	0.12
1	5	0.00	0.21	21.51	32.98	0.00
2	2	0.00	0.18	23.18	35.25	0.00
2	6	0.00	0.22	21.78	21.89	0.00
3	3	0.13	0.32	24.97	25.62	0.00
3	7	0.00	0.25	23.74	29.17	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.25	21.82	24.37	0.10
0	0	0.03	9.33	21.68	12.31	0.00
0	4	0.01	5.76	18.75	15.49	0.00
1	1	0.20	3.45	23.00	28.12	0.61
1	5	0.00	0.17	21.43	26.52	0.00
2	2	0.04	0.21	24.85	31.11	0.00
2	6	0.39	6.09	18.76	23.39	0.00
3	3	0.00	0.27	23.14	27.09	0.00
3	7	0.70	0.76	22.91	30.93	0.21
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	3.67	19.67	24.05	0.09
0	0	0.02	25.51	9.27	0.80	0.00
0	4	0.01	3.00	22.74	27.28	0.00
1	1	0.11	0.13	20.28	24.53	0.00
1	5	0.00	0.09	18.16	18.72	0.00
2	2	0.00	0.12	19.50	33.41	0.00
2	6	0.00	0.08	20.07	30.14	0.00
3	3	0.00	0.19	21.73	26.77	0.71
3	7	0.01	0.20	25.58	30.74	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.03	3.58	21.21	23.45	0.18
0	0	0.12	25.55	8.06	1.92	0.00
0	4	0.00	0.49	22.84	24.71	0.00
1	1	0.00	0.31	24.75	33.22	0.00
1	5	0.13	0.37	25.05	23.51	0.00
2	2	0.00	0.22	21.09	21.62	1.41
2	6	0.00	0.26	21.71	33.91	0.00
3	3	0.00	0.30	23.31	25.55	0.00
3	7	0.00	1.21	22.92	23.14	0.04
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	2.01	24.85	26.38	0.01
0	0	0.02	2.80	26.27	26.51	0.00
0	4	0.01	1.06	25.82	21.79	0.00
1	1	0.17	1.76	25.87	24.57	0.00
1	5	0.01	0.25	24.17	25.94	0.00
2	2	0.53	7.85	20.91	21.92	0.00
2	6	0.42	1.49	23.36	28.90	0.06
3	3	0.01	0.33	24.83	26.83	0.00
3	7	0.02	0.54	27.61	34.63	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.19	2.98	18.74	18.38	0.18
0	0	0.01	0.29	22.62	11.75	1.43
0	4	0.00	0.18	17.91	35.06	0.00
1	1	0.18	7.99	16.13	12.69	0.00
1	5	1.34	14.72	11.66	8.21	0.00
2	2	0.00	0.16	19.94	21.87	0.00
2	6	0.00	0.13	17.75	22.78	0.00
3	3	0.00	0.15	19.71	19.36	0.00
3	7	0.00	0.26	24.09	15.23	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
