Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
417	21.80	1600	3704	0.84	128	0	1	0	1	5	53	0	4	0	0	0.05	0.00	0.33	3.24	83.87	0.00	6.52	0.00	0.00	23.76	4.62	49.82	0.00	51	0	51	196.27	103.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.39	5.35	0.00	1.53	0.00	0.00
300	18.13	1599	3201	0.95	49	0	0	1	1	3	58	0	9	1	2	0.00	0.01	0.08	0.38	72.29	0.00	9.65	1.18	1.38	21.13	0.00	60.70	0.05	52	0	52	154.62	103.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.98	3.81	0.00	1.18	0.00	0.00
320	19.81	1601	3120	0.71	80	0	0	1	2	0	45	0	8	0	2	0.00	0.03	0.43	0.00	68.45	0.00	10.51	0.00	1.74	21.20	0.00	57.55	1.44	51	0	51	149.38	102.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.07	3.27	0.00	1.00	0.00	0.00
190	11.81	1600	3109	0.82	41	0	0	0	1	2	32	0	11	0	0	0.00	0.00	0.11	0.99	67.83	0.00	19.99	0.00	0.00	15.16	0.98	60.07	11.98	51	0	51	92.81	80.09	0.00	0.00	2.85	14.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.74	2.57	0.00	1.16	0.00	0.00
186	11.67	1600	3085	0.83	50	0	0	1	1	3	41	0	9	0	0	0.00	0.05	0.04	0.31	73.04	0.00	14.97	0.00	0.00	16.12	0.00	71.26	0.94	50	0	51	90.12	79.99	0.00	0.00	3.62	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.09	2.17	0.00	0.92	0.00	0.00
185	11.56	1599	3103	0.83	41	0	0	0	3	2	37	0	7	0	0	0.00	0.00	0.51	0.62	77.74	0.00	10.13	0.00	0.00	15.61	0.00	70.12	2.71	50	0	50	93.61	80.64	0.00	0.00	2.07	14.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.69	2.56	0.00	1.13	0.00	0.00
185	11.52	1601	3106	0.83	49	0	0	1	0	1	36	0	10	0	0	0.00	0.00	0.00	0.57	71.46	0.00	17.12	0.00	0.00	15.57	0.95	71.96	0.00	50	0	51	90.01	80.12	0.00	0.00	3.09	13.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.11	2.21	0.00	0.93	0.00	0.00
183	11.44	1600	3089	0.83	41	0	0	1	1	1	36	0	9	0	0	0.00	0.02	0.28	0.30	71.30	0.00	16.81	0.00	0.00	15.44	0.00	73.13	0.00	50	0	50	92.27	80.83	0.00	0.00	2.24	12.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.41	2.28	0.00	1.12	0.00	0.00
186	11.63	1600	3100	0.83	43	0	0	1	0	1	34	0	12	0	0	0.00	0.02	0.00	0.33	68.23	0.00	20.28	0.00	0.00	15.55	0.00	68.65	4.18	50	0	50	90.66	80.10	0.00	0.00	3.02	13.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.23	2.32	0.00	0.92	0.00	0.00
182	11.42	1600	3076	0.83	47	0	0	1	1	3	40	0	9	0	0	0.00	0.06	0.06	0.31	73.59	0.00	14.40	0.00	0.00	16.19	0.00	68.00	4.39	50	0	50	91.08	79.81	0.00	0.00	3.09	13.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.28	2.40	0.00	0.93	0.00	0.00
187	11.65	1600	3111	0.83	41	0	0	1	0	2	35	0	10	0	0	0.00	0.02	0.00	0.90	72.34	0.00	15.90	0.00	0.00	15.33	0.85	67.99	4.18	50	0	51	91.64	79.86	0.00	0.00	3.51	13.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.84	2.27	0.00	1.11	0.00	0.00
189	11.78	1600	3105	0.81	49	0	0	1	1	3	45	0	6	0	0	0.00	0.02	0.11	0.67	80.77	0.00	7.32	0.00	0.00	17.29	0.76	68.22	1.95	50	0	50	91.37	80.19	0.00	0.00	3.02	13.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.88	2.22	0.00	0.93	0.00	0.00
186	11.64	1600	3084	0.83	44	0	0	0	3	0	36	0	10	0	0	0.00	0.00	0.64	0.00	71.42	0.00	16.33	0.00	0.00	15.65	0.00	69.77	2.93	50	0	50	95.64	80.73	0.00	0.00	1.84	14.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.36	2.70	0.00	1.12	0.00	0.00
188	11.73	1600	3105	0.81	49	0	0	0	0	4	44	0	7	0	0	0.00	0.00	0.00	0.39	77.39	0.00	11.19	0.00	0.00	16.85	0.00	70.65	0.77	50	0	51	91.32	79.87	0.00	0.00	3.47	13.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.17	2.53	0.00	0.93	0.00	0.00
185	11.53	1600	3097	0.83	41	0	0	1	2	3	42	0	5	0	0	0.00	0.05	0.22	0.54	80.63	0.00	7.44	0.00	0.00	15.35	0.00	73.12	0.00	50	0	51	92.11	80.66	0.00	0.00	1.27	15.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.89	2.43	0.00	1.09	0.00	0.00
