Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
192	11.90	1601	3118	0.78	89	0	0	3	1	1	35	0	8	0	0	0.00	1.43	0.33	0.69	71.14	0.00	15.49	0.00	0.00	15.32	0.00	72.78	0.00	48	0	48	96.74	82.09	0.00	0.00	1.08	15.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.86	2.42	0.00	0.96	0.00	0.00
364	25.07	1600	2814	0.83	51	0	0	1	1	2	56	0	10	0	1	0.00	0.00	0.04	0.80	55.50	0.00	11.48	0.00	0.58	23.30	1.56	50.07	0.00	48	0	48	129.70	94.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.40	2.75	0.00	1.01	0.00	0.00
308	21.21	1600	2813	0.89	76	0	0	1	2	5	61	0	8	0	1	0.00	0.01	0.19	1.50	60.36	0.00	8.60	0.00	1.22	20.16	2.83	55.79	0.00	49	0	49	146.72	76.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.21	3.12	0.00	0.83	0.00	0.00
395	19.16	1600	3988	0.79	80	0	0	0	2	0	38	0	19	0	0	0.00	0.00	0.40	0.00	73.20	0.00	30.97	0.00	0.00	19.16	0.00	54.30	7.38	49	0	50	175.54	132.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.61	5.33	0.00	2.05	0.00	0.00
338	20.61	1600	3169	0.68	52	0	0	1	5	11	52	0	3	0	0	0.00	0.00	0.53	2.02	75.14	0.00	4.01	0.00	0.00	22.28	0.97	56.14	0.00	49	0	50	162.07	99.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.38	3.84	0.00	1.00	0.00	0.00
192	12.00	1600	3094	0.82	49	0	0	0	1	1	43	0	1	0	1	0.00	0.00	0.34	0.71	86.25	0.00	0.00	0.00	0.97	16.14	1.29	70.56	0.00	48	0	49	123.47	82.70	0.00	0.00	1.78	13.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.32	3.11	0.00	1.19	0.00	0.00
182	11.42	1600	3090	0.84	41	0	0	0	2	2	38	0	6	0	0	0.00	0.00	0.48	1.10	77.18	0.00	10.01	0.00	0.00	15.26	1.20	72.12	0.00	48	0	48	91.95	80.55	0.00	0.00	0.88	14.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.03	2.13	0.00	0.94	0.00	0.00
185	11.56	1599	3103	0.82	41	0	0	1	0	2	36	0	8	0	0	0.00	0.06	0.00	0.99	74.88	0.00	13.10	0.00	0.00	15.41	0.99	67.75	4.29	48	0	48	90.01	79.81	0.00	0.00	2.25	14.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.19	2.32	0.00	0.95	0.00	0.00
185	11.57	1601	3093	0.83	49	0	0	0	1	1	41	0	8	0	0	0.00	0.00	0.20	0.09	75.33	0.00	13.11	0.00	0.00	16.46	0.00	67.77	4.20	48	0	48	90.22	80.27	0.00	0.00	2.21	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.97	2.28	0.00	1.11	0.00	0.00
185	11.56	1599	3091	0.83	40	0	0	0	1	5	38	0	8	0	0	0.00	0.00	0.17	0.89	74.10	0.00	13.57	0.00	0.00	15.60	0.00	67.12	5.72	48	0	48	93.94	80.62	0.00	0.00	1.13	15.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.13	2.42	0.00	0.94	0.00	0.00
186	11.57	1601	3105	0.83	49	0	0	0	1	1	38	0	8	0	0	0.00	0.00	0.07	0.66	73.91	0.00	14.43	0.00	0.00	15.77	1.14	70.83	0.70	48	0	48	89.98	79.81	0.00	0.00	2.17	14.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.69	2.08	0.00	1.11	0.00	0.00
183	11.51	1599	3085	0.82	41	0	0	0	2	2	40	0	7	0	0	0.00	0.00	0.31	0.50	76.09	0.00	11.69	0.00	0.00	15.39	0.00	73.10	0.00	48	0	48	92.05	80.43	0.00	0.00	1.10	13.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.91	2.33	0.00	0.93	0.00	0.00
185	11.50	1600	3106	0.83	41	0	0	0	1	1	36	0	10	0	0	0.00	0.00	0.09	0.39	72.46	0.00	16.26	0.00	0.00	15.35	0.00	68.40	4.75	48	0	48	89.98	80.02	0.00	0.00	2.06	14.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.99	2.30	0.00	1.12	0.00	0.00
184	11.55	1600	3089	0.83	49	0	0	0	1	1	39	0	8	0	0	0.00	0.00	0.13	0.48	73.34	0.00	14.68	0.00	0.00	15.80	0.83	69.57	2.25	48	0	48	89.59	79.60	0.00	0.00	2.12	14.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.02	2.40	0.00	0.93	0.00	0.00
186	11.62	1600	3100	0.83	41	0	0	0	3	3	37	0	9	0	0	0.00	0.00	0.30	0.68	71.43	0.00	16.48	0.00	0.00	15.34	0.00	66.28	6.75	48	0	48	93.85	80.84	0.00	0.00	1.10	13.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.74	2.19	0.00	0.93	0.00	0.00
