Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1762345811313,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41284179688,77653.28240966797,91359.12622070313,0.22686767578125,33572028416,0,803524608,0
0,1762345811314,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41400146484,77653.28796386719,91359.1283569336,0.22686767578125,33572028416,0,803524608,0
0,1762345811315,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41516113281,77653.29400634766,91359.1312866211,0.22686767578125,33572028416,0,804040704,0
0,1762345811316,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41625976563,77653.30004882813,91359.13458251953,0.22686767578125,33572028416,0,804040704,0
0,1762345811317,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41735839844,77653.30578613281,91359.13635253906,0.22686767578125,33572028416,0,804040704,0
0,1762345811318,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41833496094,77653.31024169922,91359.13775634766,0.22686767578125,33572028416,0,804040704,0
0,1762345811319,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.41931152344,77653.31451416016,91359.13928222656,0.22686767578125,33572028416,0,804040704,0
0,1762345811320,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.4213256836,77653.32336425781,91359.14074707031,0.22686767578125,33572028416,0,804040704,0
0,1762345811321,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.42236328125,77653.32788085938,91359.14221191406,0.22686767578125,33572028416,0,804040704,0
0,1762345811322,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.42333984375,77653.3324584961,91359.14367675781,0.22686767578125,33572028416,0,804040704,0
0,1762345811323,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.42431640625,77653.33654785156,91359.14501953125,0.22686767578125,33572028416,0,804040704,0
0,1762345811324,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.4253540039,77653.34106445313,91359.14636230469,0.22686767578125,33572028416,0,804040704,0
0,1762345811326,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.4263305664,77653.34552001953,91359.14770507813,0.22686767578125,33572028416,0,804040704,0
0,1762345811327,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.42736816406,77653.34997558594,91359.1489868164,0.22686767578125,33572028416,0,804040704,0
1,1762345811328,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.42834472656,77653.35418701172,91359.15032958984,0.22686767578125,33572028416,0,804040704,0
1,1762345811329,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.42938232422,77653.35876464844,91359.15185546875,0.22686767578125,33572028416,0,804040704,0
1,1762345811330,2198,1600,1599,1600,1600,1600,1599,1601,0,7.407407283782959,0,0,3.846153974533081,0,0,0,124025.43035888672,77653.36322021484,91359.15344238281,0.22686767578125,33572028416,0,804040704,0
