Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1762334219686,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.36810302734,244745.1284790039,35413.51745605469,0.1981201171875,33572028416,0,794374144,0
0,1762334219686,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.36810302734,244745.1284790039,35413.52020263672,0.1981201171875,33572028416,0,794374144,0
0,1762334219687,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.37036132813,244745.13525390625,35413.523864746094,0.1981201171875,33572028416,0,794374144,0
0,1762334219688,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.37036132813,244745.14141845703,35413.52722167969,0.1981201171875,33572028416,0,794374144,0
1,1762334219689,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.37243652344,244745.14782714844,35413.52960205078,0.1981201171875,33572028416,0,794374144,0
0,1762334219690,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.3734741211,244745.1576538086,35413.531677246094,0.1981201171875,33572028416,0,794374144,0
0,1762334219691,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.3744506836,244745.1629638672,35413.5341796875,0.1981201171875,33572028416,0,794374144,0
0,1762334219693,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.37548828125,244745.16796875,35413.53594970703,0.1981201171875,33572028416,0,794374144,0
0,1762334219694,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.37646484375,244745.17303466797,35413.53826904297,0.1981201171875,33572028416,0,794374144,0
0,1762334219695,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.37744140625,244745.17834472656,35413.540466308594,0.1981201171875,33572028416,0,794374144,0
0,1762334219696,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.3784790039,244745.1834716797,35413.54248046875,0.1981201171875,33572028416,0,794374144,0
0,1762334219697,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.3794555664,244745.18823242188,35413.54431152344,0.1981201171875,33572028416,0,794374144,0
0,1762334219698,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38049316406,244745.19354248047,35413.546142578125,0.1981201171875,33572028416,0,794374144,0
0,1762334219699,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38146972656,244745.19842529297,35413.54833984375,0.1981201171875,33572028416,0,794374144,0
0,1762334219700,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38250732422,244745.20349121094,35413.55029296875,0.1981201171875,33572028416,0,794374144,0
0,1762334219701,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38348388672,244745.20837402344,35413.55212402344,0.1981201171875,33572028416,0,794374144,0
0,1762334219702,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38452148438,244745.21313476563,35413.55407714844,0.1981201171875,33572028416,0,794374144,0
0,1762334219703,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38653564453,244745.22381591797,35413.556396484375,0.1981201171875,33572028416,0,794374144,0
0,1762334219704,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38751220703,244745.22875976563,35413.55908203125,0.1981201171875,33572028416,0,794374144,0
0,1762334219705,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38848876953,244745.23364257813,35413.560974121094,0.1981201171875,33572028416,0,794374144,0
0,1762334219706,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.38952636719,244745.23858642578,35413.56286621094,0.1981201171875,33572028416,0,794374144,0
0,1762334219708,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.39056396484,244745.24346923828,35413.56475830078,0.1981201171875,33572028416,0,794374144,0
0,1762334219709,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.3916015625,244745.2489013672,35413.56689453125,0.1981201171875,33572028416,0,794374144,0
0,1762334219710,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.392578125,244745.25421142578,35413.569274902344,0.1981201171875,33572028416,0,794374144,0
1,1762334219711,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.3935546875,244745.2592163086,35413.57159423828,0.1981201171875,33572028416,0,794374144,0
1,1762334219712,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.39453125,244745.2645263672,35413.57354736328,0.1981201171875,33572028416,0,794374144,0
1,1762334219713,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.39556884766,244745.26977539063,35413.57586669922,0.1981201171875,33572028416,0,794374144,0
0,1762334219714,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.39654541016,244745.2749633789,35413.577880859375,0.1981201171875,33572028416,0,794374144,0
1,1762334219715,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.39758300781,244745.28009033203,35413.57995605469,0.1981201171875,33572028416,0,794374144,0
1,1762334219716,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.39959716797,244745.28521728516,35413.582092285156,0.1981201171875,33572028416,0,794374144,0
0,1762334219717,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40051269531,244745.294921875,35413.58447265625,0.1981201171875,33572028416,0,794374144,0
0,1762334219718,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40155029297,244745.30004882813,35413.58654785156,0.1981201171875,33572028416,0,794374144,0
0,1762334219719,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40258789063,244745.30572509766,35413.58947753906,0.1981201171875,33572028416,0,794374144,0
0,1762334219720,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40356445313,244745.3114013672,35413.59210205078,0.1981201171875,33572028416,0,794374144,0
0,1762334219722,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40454101563,244745.3169555664,35413.59460449219,0.1981201171875,33572028416,0,794374144,0
0,1762334219723,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40557861328,244745.32257080078,35413.597229003906,0.1981201171875,33572028416,0,794374144,0
0,1762334219724,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40655517578,244745.32788085938,35413.599609375,0.1981201171875,33572028416,0,794374144,0
1,1762334219725,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40759277344,244745.3335571289,35413.60217285156,0.1981201171875,33572028416,0,794374144,0
1,1762334219726,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.40856933594,244745.33917236328,35413.6044921875,0.1981201171875,33572028416,0,794374144,0
1,1762334219727,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.4096069336,244745.3442993164,35413.60662841797,0.1981201171875,33572028416,0,794374144,0
1,1762334219728,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.4105834961,244745.34954833984,35413.60870361328,0.1981201171875,33572028416,0,794374144,0
1,1762334219729,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.4115600586,244745.35455322266,35413.61065673828,0.1981201171875,33572028416,0,794374144,0
1,1762334219730,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.41357421875,244745.36401367188,35413.612854003906,0.1981201171875,33572028416,0,794374144,0
1,1762334219731,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.41455078125,244745.3692626953,35413.614990234375,0.1981201171875,33572028416,0,794374144,0
0,1762334219732,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.41552734375,244745.3745727539,35413.61755371094,0.1981201171875,33572028416,0,794374144,0
0,1762334219734,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.41662597656,244745.38012695313,35413.620056152344,0.1981201171875,33572028416,0,794374144,0
0,1762334219735,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.4175415039,244745.38543701172,35413.62237548828,0.1981201171875,33572028416,0,794374144,0
1,1762334219736,1600,1600,1599,1600,1600,1599,1599,1599,7.692307949066162,0,0,0,0,0,4,0,103619.41857910156,244745.39086914063,35413.625061035156,0.1981201171875,33572028416,0,794374144,0
