Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%
202	12.35	1599	3163	0.78	84	0	0	5	3	4	37	0	1	0	0	0.00	5.81	3.14	5.12	73.87	0.00	1.96	0.00	0.00	23.89	6.62	57.13	0.00	49	0	49	100.81	82.23	0.00	0.00	1.93	12.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.58	2.92	0.00	1.17	0.00	0.00
236	14.60	1601	3122	0.87	41	0	0	0	2	4	42	0	2	0	0	0.00	0.00	0.49	2.65	79.96	0.00	3.40	0.00	0.00	17.74	2.77	64.89	0.00	49	0	49	90.54	79.98	0.00	0.00	3.14	13.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.06	2.43	0.00	0.98	0.00	0.00
356	23.25	1600	2966	0.83	52	0	0	0	1	3	45	0	0	0	0	0.00	0.00	0.21	0.94	72.72	0.00	0.00	0.00	0.00	25.72	1.53	49.49	0.00	50	0	49	171.18	98.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.93	3.60	0.00	1.07	0.00	0.00
433	26.26	1600	3194	0.85	44	0	0	0	6	3	46	0	2	0	0	0.00	0.00	1.37	1.19	70.66	0.00	3.24	0.00	0.00	29.32	1.94	42.48	0.00	49	0	50	221.96	99.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.63	4.90	0.00	1.32	0.00	0.00
345	21.52	1600	3105	0.88	49	0	0	1	1	3	40	0	2	0	0	0.00	0.05	0.13	1.08	74.40	0.00	3.36	0.00	0.00	21.98	0.86	55.65	0.00	49	0	50	181.34	99.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.85	4.08	0.00	1.24	0.00	0.00
399	27.08	1600	2848	0.98	50	0	0	1	1	1	33	0	11	0	0	0.00	0.00	0.21	0.31	51.15	0.00	15.70	0.00	0.00	21.63	0.00	48.30	2.99	49	0	50	155.81	87.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.37	3.39	0.00	0.79	0.00	0.00
380	22.21	1600	3311	0.69	49	0	0	1	4	9	47	0	8	0	0	0.00	0.03	0.66	3.92	67.55	0.00	11.49	0.00	0.00	25.30	3.97	48.51	0.00	50	0	50	179.13	111.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.26	4.39	0.00	1.39	0.00	0.00
398	27.30	1600	2823	0.68	52	0	0	3	12	7	53	0	4	0	2	0.00	0.07	3.56	2.28	53.28	0.00	5.67	0.00	1.82	35.26	4.23	33.21	0.00	49	0	49	179.04	89.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.77	3.73	0.00	0.99	0.00	0.00
399	22.41	1600	3445	0.67	55	0	0	2	12	8	62	0	1	0	0	0.00	0.09	5.60	4.37	75.11	0.00	1.65	0.00	0.00	31.14	5.17	41.27	0.00	49	0	49	194.99	111.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.69	4.96	0.00	1.36	0.00	0.00
438	27.56	1600	3079	0.60	50	0	0	1	47	25	56	0	0	0	0	0.00	0.00	13.72	9.02	49.97	0.00	0.00	0.00	0.00	45.59	5.28	21.57	0.00	49	0	49	200.95	97.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.87	4.56	0.00	0.96	0.00	0.00
408	25.83	1600	3056	0.63	50	0	0	1	14	16	57	0	0	0	0	0.00	0.02	3.96	8.59	61.13	0.00	0.00	0.00	0.00	33.19	9.04	31.93	0.00	49	0	50	202.59	99.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.68	4.52	0.00	1.06	0.00	0.00
