Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.06	9.60	3.94	0.00
0	0	0.10	0.41	64.54	20.85	0.00
0	4	0.00	0.00	0.82	0.49	0.00
1	1	0.00	0.00	1.09	0.49	0.00
1	5	0.69	0.03	2.50	1.77	0.00
2	2	0.00	0.00	1.28	0.79	0.00
2	6	0.00	0.03	1.96	1.67	0.00
3	3	0.00	0.00	1.83	4.09	0.00
3	7	0.00	0.00	2.57	1.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.01	8.74	3.50	0.00
0	0	0.12	0.07	64.98	21.89	0.00
0	4	0.00	0.00	0.87	0.11	0.00
1	1	0.00	0.00	0.36	1.09	0.00
1	5	0.00	0.00	0.35	1.18	0.00
2	2	0.00	0.03	1.47	0.89	0.00
2	6	0.00	0.01	1.25	0.89	0.00
3	3	0.00	0.00	0.29	1.24	0.00
3	7	0.00	0.00	0.38	0.68	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.04	8.57	3.52	0.00
0	0	0.11	0.27	64.76	21.85	0.00
0	4	0.00	0.00	0.59	0.00	0.00
1	1	0.00	0.00	0.60	1.39	0.00
1	5	0.00	0.00	0.28	1.08	0.00
2	2	0.00	0.00	1.45	0.89	0.00
2	6	0.00	0.00	0.24	1.00	0.00
3	3	0.00	0.02	0.39	1.13	0.00
3	7	0.00	0.01	0.29	0.78	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.02	0.03	8.53	3.43	0.00
0	0	0.13	0.20	64.71	21.99	0.00
0	4	0.00	0.00	0.32	0.40	0.00
1	1	0.00	0.00	0.20	0.50	0.00
1	5	0.00	0.00	0.76	0.99	0.00
2	2	0.00	0.03	0.81	1.09	0.00
2	6	0.00	0.00	0.39	0.89	0.00
3	3	0.00	0.00	0.33	1.20	0.00
3	7	0.00	0.00	0.70	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.07	8.17	3.07	0.44
0	0	0.11	0.47	62.79	20.62	3.38
0	4	0.00	0.00	0.56	0.00	0.00
1	1	0.00	0.00	0.43	0.20	0.00
1	5	0.00	0.02	0.40	0.29	0.00
2	2	0.00	0.04	0.48	0.60	0.11
2	6	0.00	0.00	0.19	0.99	0.00
3	3	0.00	0.00	0.26	0.97	0.00
3	7	0.00	0.00	0.24	0.89	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.03	8.59	3.53	0.00
0	0	0.11	0.21	64.78	21.91	0.00
