Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	0.04	12.00	1.29	0.00
0	0	0.00	0.00	1.67	2.74	0.00
0	4	0.32	0.23	87.03	0.00	0.00
1	1	0.00	0.03	2.60	2.01	0.00
1	5	0.60	0.00	0.10	0.78	0.00
2	2	0.00	0.00	0.68	0.00	0.00
2	6	0.00	0.02	1.40	2.17	0.00
3	3	0.00	0.01	1.96	2.57	0.00
3	7	0.00	0.03	0.59	0.00	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	11.57	0.68	0.00
0	0	0.00	0.00	0.19	1.08	0.00
0	4	0.00	0.15	88.27	0.00	0.00
1	1	0.00	0.03	0.64	0.79	0.00
1	5	0.00	0.04	0.79	0.79	0.00
2	2	0.00	0.02	0.78	0.49	0.00
2	6	0.00	0.00	0.97	0.89	0.00
3	3	0.00	0.00	0.29	0.99	0.00
3	7	0.00	0.00	0.66	0.39	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	0.04	11.36	0.93	0.11
0	0	0.00	0.00	0.22	0.99	0.00
0	4	0.00	0.35	87.10	0.00	0.00
1	1	0.00	0.00	1.16	1.29	0.00
1	5	0.00	0.00	0.38	0.69	0.00
2	2	0.00	0.00	0.36	0.89	0.00
2	6	0.71	0.00	0.65	1.18	0.91
3	3	0.00	0.00	0.25	1.29	0.00
3	7	0.00	0.00	0.79	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	0.04	11.29	0.47	0.00
0	0	0.00	0.00	0.26	0.40	0.00
0	4	0.00	0.25	88.21	0.00	0.00
1	1	0.00	0.04	0.81	0.39	0.00
1	5	0.00	0.02	0.40	0.40	0.00
2	2	0.79	0.00	0.14	0.00	0.00
2	6	0.00	0.00	0.18	1.00	0.00
3	3	0.00	0.00	0.20	0.63	0.00
3	7	0.00	0.00	0.15	0.99	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.00	0.03	11.32	0.74	0.00
0	0	0.00	0.00	0.17	1.28	0.00
0	4	0.00	0.19	87.98	0.00	0.00
1	1	0.00	0.02	0.68	0.89	0.00
1	5	0.00	0.00	0.56	0.49	0.00
2	2	0.00	0.00	0.33	0.99	0.00
2	6	0.00	0.00	0.23	0.49	0.00
3	3	0.00	0.02	0.23	1.03	0.00
3	7	0.00	0.00	0.38	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.01	0.02	11.12	0.85	0.00
0	0	0.00	0.00	0.45	0.49	0.00
0	4	0.10	0.13	85.19	0.00	0.00
1	1	0.00	0.03	1.19	0.69	0.00
1	5	0.00	0.00	0.20	1.38	0.00
2	2	0.00	0.00	0.28	0.87	0.00
2	6	0.00	0.00	1.15	0.79	0.00
