Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.28	1.88	1.67	0.00
0	0	0.00	0.03	0.60	0.00	0.00
0	4	0.00	0.03	3.64	3.09	0.00
1	1	0.00	1.92	1.69	2.59	0.00
1	5	0.00	0.12	1.37	1.18	0.00
2	2	0.20	0.00	0.70	0.79	0.00
2	6	0.00	0.03	3.80	2.37	0.00
3	3	0.19	0.00	1.46	0.89	0.00
3	7	0.00	0.08	1.78	2.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.09	2.02	17.82	7.82	0.01
0	0	0.05	0.32	23.39	7.27	0.00
0	4	0.00	0.19	20.86	8.02	0.00
1	1	0.00	0.45	18.90	7.20	0.00
1	5	0.02	0.24	21.18	7.30	0.00
2	2	0.32	0.54	18.77	13.88	0.00
2	6	0.00	0.42	9.93	8.75	0.09
3	3	0.08	10.84	15.92	1.96	0.00
3	7	0.26	3.16	13.84	8.33	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	2.13	13.54	13.36	0.29
0	0	0.00	0.21	20.29	8.15	0.00
0	4	0.00	0.18	15.13	12.63	0.00
1	1	0.37	3.60	11.24	13.18	1.00
1	5	0.45	11.32	7.53	3.88	1.28
2	2	0.00	0.10	12.65	15.23	0.00
2	6	0.00	0.13	12.20	17.03	0.00
3	3	0.00	0.09	14.41	19.73	0.00
3	7	0.10	1.35	14.64	16.87	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.10	2.07	13.92	14.09	0.10
0	0	0.01	0.29	20.30	11.97	0.00
0	4	0.00	0.10	13.65	19.57	0.00
1	1	0.51	9.19	9.91	6.89	0.81
1	5	0.30	6.49	11.36	8.38	0.00
2	2	0.00	0.12	14.19	14.96	0.00
2	6	0.00	0.10	13.26	17.16	0.00
3	3	0.00	0.19	15.54	17.31	0.00
3	7	0.00	0.11	13.11	16.44	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	2.19	14.25	14.95	0.56
0	0	0.01	0.32	20.85	12.48	0.00
0	4	0.00	0.14	15.22	14.89	1.03
1	1	0.23	3.93	13.13	13.43	0.00
1	5	0.31	8.05	9.86	10.00	0.00
2	2	0.00	0.11	14.97	18.22	3.46
2	6	0.00	0.16	14.19	24.02	0.00
3	3	0.04	0.32	15.78	15.34	0.00
3	7	0.47	4.53	10.05	11.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	3.29	22.73	22.39	0.03
0	0	0.01	1.56	32.68	9.62	0.10
0	4	0.01	3.21	22.93	19.06	0.14
1	1	0.64	10.22	14.38	15.90	0.00
1	5	0.20	5.51	23.50	18.00	0.00
2	2	0.00	1.01	25.28	35.27	0.00
2	6	0.00	0.23	21.54	25.96	0.00
3	3	0.00	0.35	21.52	28.61	0.00
3	7	0.19	4.22	19.93	26.59	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	3.31	23.03	22.77	0.01
0	0	0.00	1.57	32.57	11.26	0.02
0	4	0.00	3.10	21.97	28.14	0.07
1	1	0.76	12.06	17.09	14.52	0.00
1	5	0.25	8.47	19.97	14.84	0.00
2	2	0.00	0.11	21.41	29.72	0.01
2	6	0.00	0.08	22.01	29.81	0.00
3	3	0.00	0.93	23.86	26.63	0.00
3	7	0.17	0.13	25.35	27.28	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	3.31	22.04	23.73	0.00
0	0	0.02	2.51	30.95	12.54	0.01
0	4	0.76	13.74	13.21	9.38	0.00
1	1	0.13	3.65	20.66	29.62	0.00
1	5	0.37	4.53	21.49	20.44	0.00
2	2	0.01	0.37	20.30	34.80	0.00
2	6	0.00	0.31	22.24	21.49	0.00
3	3	0.00	1.06	24.92	32.48	0.00
3	7	0.00	0.26	22.46	29.11	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.17	3.12	21.52	20.44	0.13
0	0	0.00	0.45	29.49	9.61	0.02
0	4	0.00	0.23	23.43	20.47	0.00
1	1	0.64	12.72	17.07	11.80	0.00
1	5	0.71	9.34	15.73	16.66	1.03
2	2	0.01	0.92	23.07	28.87	0.00
2	6	0.00	0.18	20.32	20.75	0.00
3	3	0.00	0.98	24.19	34.85	0.00
3	7	0.00	0.18	19.09	20.70	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.13	2.22	15.07	14.66	0.44
0	0	0.01	0.30	23.32	3.78	0.00
0	4	0.00	0.10	15.17	15.15	0.00
1	1	0.06	2.88	14.47	15.09	0.00
1	5	0.94	13.02	5.60	2.96	0.00
2	2	0.00	0.97	15.74	20.18	3.54
2	6	0.00	0.18	15.37	15.66	0.00
3	3	0.00	0.17	16.28	29.05	0.00
3	7	0.00	0.13	14.42	15.33	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	3.26	23.37	21.33	0.03
0	0	0.04	0.52	33.91	9.38	0.12
0	4	0.00	0.20	24.19	21.96	0.00
1	1	0.23	7.46	19.57	16.82	0.00
1	5	0.93	16.92	12.88	6.54	0.00
2	2	0.02	0.22	23.18	28.51	0.00
2	6	0.01	0.27	24.40	28.91	0.13
3	3	0.00	0.18	25.09	25.63	0.00
3	7	0.00	0.29	23.73	32.87	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	2.98	22.82	21.00	0.33
0	0	0.02	0.47	32.87	8.83	0.00
0	4	0.00	0.27	24.09	26.36	0.00
1	1	0.01	0.88	25.22	34.23	0.00
1	5	0.17	5.32	23.49	24.21	0.00
2	2	0.16	2.48	20.20	21.13	1.43
2	6	0.79	13.87	11.86	7.67	1.17
3	3	0.00	0.28	21.98	28.39	0.00
3	7	0.00	0.30	22.93	17.25	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.21	3.15	23.08	21.78	0.16
0	0	0.12	0.47	31.25	11.41	1.30
0	4	0.01	0.37	24.15	26.47	0.00
1	1	0.02	0.26	24.72	39.37	0.00
1	5	0.00	0.34	24.06	23.80	0.00
2	2	0.41	6.48	20.23	21.53	0.00
2	6	1.10	16.65	12.17	5.19	0.00
3	3	0.00	0.28	25.42	28.19	0.00
3	7	0.00	0.35	22.84	18.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	3.26	22.64	19.41	0.25
0	0	0.00	0.65	33.10	17.11	0.12
0	4	0.00	0.22	25.20	22.12	1.45
1	1	0.00	0.96	24.30	22.73	0.00
1	5	0.00	0.18	23.35	22.92	0.00
2	2	0.70	12.71	13.34	11.62	0.00
2	6	0.41	10.93	17.24	16.73	0.45
3	3	0.00	0.19	21.15	23.87	0.00
3	7	0.00	0.25	23.60	18.25	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	2.73	15.77	15.67	0.01
0	0	0.01	0.38	24.33	12.09	0.09
0	4	0.00	0.17	16.67	21.68	0.00
1	1	0.00	0.11	15.26	22.82	0.00
1	5	0.00	0.06	13.89	18.63	0.00
2	2	0.59	12.22	11.82	6.36	0.00
2	6	0.28	7.86	13.90	11.01	0.00
3	3	0.00	0.84	15.48	16.17	0.00
3	7	0.00	0.14	14.56	16.31	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.15	3.12	21.95	21.45	0.03
0	0	0.00	0.45	33.70	11.33	0.22
0	4	0.00	0.26	24.98	23.95	0.00
1	1	0.00	0.23	19.43	26.97	0.00
1	5	0.00	0.18	20.87	29.60	0.00
2	2	0.99	19.53	8.95	3.67	0.00
2	6	0.19	4.05	22.40	31.22	0.04
