Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.12	0.21	7.99	15.37	1.81
0	0	0.31	1.51	42.69	28.83	0.00
0	4	0.00	0.06	7.37	58.75	14.47
1	1	0.00	0.00	2.53	2.59	0.00
1	5	0.00	0.00	1.80	1.58	0.00
2	2	0.00	0.07	6.10	30.61	0.00
2	6	0.64	0.00	0.00	0.00	0.00
3	3	0.03	0.06	2.36	0.39	0.00
3	7	0.00	0.00	1.10	0.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.30	0.63	7.57	18.21	2.09
0	0	0.16	1.69	33.61	15.30	1.04
0	4	0.00	0.00	5.67	16.25	15.65
1	1	2.32	0.58	4.79	9.29	0.00
1	5	0.00	0.02	4.79	74.03	0.00
2	2	7.89	2.74	9.56	0.10	0.00
2	6	0.00	0.00	0.28	0.79	0.00
3	3	0.00	0.00	0.55	1.29	0.00
3	7	0.01	0.02	1.32	28.64	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.28	7.01	15.20	1.79
0	0	0.31	2.22	45.91	24.95	0.00
0	4	0.00	0.04	1.20	1.37	14.35
1	1	0.00	0.00	0.54	0.59	0.00
1	5	0.00	0.00	6.57	91.76	0.00
2	2	0.00	0.00	0.20	1.09	0.00
2	6	0.00	0.00	0.49	0.69	0.00
3	3	0.00	0.00	0.27	0.89	0.00
3	7	0.00	0.00	0.86	0.29	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.05	6.24	16.71	0.00
0	0	0.39	0.37	38.06	34.46	0.00
0	4	0.00	0.02	1.43	1.92	0.01
1	1	0.00	0.00	0.54	1.20	0.00
1	5	0.00	0.00	7.39	90.43	0.00
2	2	0.00	0.00	0.59	1.31	0.00
2	6	0.00	0.00	0.38	1.20	0.00
3	3	0.00	0.00	0.65	1.71	0.00
3	7	0.00	0.00	0.86	1.40	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.19	0.68	6.49	14.98	0.28
0	0	0.43	3.14	33.58	21.70	0.00
0	4	0.00	0.01	1.06	2.76	2.21
1	1	0.00	0.00	0.23	1.09	0.00
1	5	0.00	0.00	5.89	89.90	0.00
2	2	3.12	0.85	4.29	1.20	0.00
2	6	5.95	1.44	6.15	1.48	0.00
3	3	0.00	0.01	0.41	0.90	0.00
3	7	0.00	0.00	0.29	0.79	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.09	6.37	15.97	0.13
0	0	0.39	0.60	38.88	33.41	0.00
0	4	0.00	0.06	1.36	0.09	1.00
1	1	0.00	0.00	0.10	1.09	0.00
1	5	0.00	0.00	7.21	91.05	0.00
2	2	0.00	0.01	1.26	0.49	0.00
2	6	0.00	0.00	0.45	0.90	0.00
3	3	0.00	0.00	1.14	0.60	0.00
3	7	0.00	0.01	0.60	0.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.06	0.04	6.12	16.36	0.10
0	0	0.38	0.31	37.89	34.68	0.00
0	4	0.00	0.03	0.86	0.00	0.00
1	1	0.00	0.00	0.25	0.98	0.00
1	5	0.00	0.00	8.08	90.14	0.00
2	2	0.00	0.00	0.86	1.70	0.00
2	6	0.00	0.00	0.20	0.89	0.00
3	3	0.09	0.00	0.49	1.39	0.82
3	7	0.00	0.00	0.38	1.09	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.05	0.12	6.22	15.95	0.36
0	0	0.37	0.93	39.86	32.05	0.00
0	4	0.00	0.02	0.76	0.58	2.90
1	1	0.00	0.00	0.25	0.80	0.00
1	5	0.00	0.00	7.08	91.17	0.00
2	2	0.00	0.02	0.97	0.91	0.00
2	6	0.00	0.00	0.10	0.60	0.00
3	3	0.00	0.00	0.40	0.99	0.00
3	7	0.00	0.00	0.36	0.50	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	1.93	0.86	7.49	11.97	0.19
0	0	0.12	1.33	23.47	11.12	1.51
0	4	0.00	0.07	19.22	70.71	0.00
1	1	0.00	0.00	0.19	0.89	0.00
1	5	0.00	0.00	1.01	8.49	0.00
2	2	15.28	5.42	15.07	1.18	0.00
2	6	0.00	0.00	0.24	1.19	0.00
3	3	0.00	0.02	0.41	1.20	0.00
3	7	0.00	0.00	0.30	0.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.67	0.45	6.92	14.31	0.21
0	0	0.28	2.28	34.09	24.39	0.14
0	4	0.00	0.00	8.00	18.02	1.55
1	1	0.00	0.00	0.51	2.38	0.00
1	5	0.00	0.00	5.28	67.45	0.00
2	2	5.11	1.29	5.33	0.20	0.00
2	6	0.00	0.00	0.28	1.18	0.00
3	3	0.00	0.03	1.23	0.39	0.00
3	7	0.00	0.01	0.64	0.49	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.04	0.04	6.21	16.24	0.00
0	0	0.34	0.29	37.46	35.04	0.00
0	4	0.00	0.00	3.69	29.88	0.00
1	1	0.00	0.00	0.45	0.70	0.00
1	5	0.00	0.00	5.53	61.32	0.00
2	2	0.00	0.02	0.69	0.79	0.00
2	6	0.00	0.00	0.29	1.00	0.00
3	3	0.00	0.00	0.72	0.89	0.00
3	7	0.00	0.00	0.85	0.30	0.00
