Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.20	3.50	31.12	19.63	0.08
0	0	0.07	5.75	31.85	9.78	0.06
0	4	0.02	0.47	28.31	40.04	0.00
1	1	0.30	10.58	28.92	8.69	0.00
1	5	0.59	2.37	22.36	20.05	0.00
2	2	0.03	1.59	32.74	20.25	0.61
2	6	0.25	4.98	31.85	23.93	0.00
3	3	0.19	0.59	37.16	18.24	0.00
3	7	0.16	1.72	36.43	16.48	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.21	3.11	24.23	20.07	0.19
0	0	0.02	0.56	36.04	23.05	1.40
0	4	0.01	0.27	27.19	26.64	0.00
1	1	0.41	0.27	24.12	23.21	0.00
1	5	0.01	0.36	24.48	23.60	0.00
2	2	0.28	7.21	20.29	15.01	0.11
2	6	0.87	15.51	12.38	7.14	0.00
3	3	0.10	0.32	24.90	21.63	0.00
3	7	0.00	0.27	23.93	19.83	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.16	3.45	20.06	23.66	0.38
0	0	0.01	0.63	31.34	22.37	2.49
0	4	0.00	0.32	20.39	36.16	0.00
1	1	0.00	0.25	19.73	26.60	0.00
1	5	0.00	0.33	21.86	25.42	0.00
2	2	0.95	18.30	9.82	6.25	0.53
2	6	0.28	7.20	16.73	22.99	0.00
3	3	0.00	0.29	20.66	28.52	0.00
3	7	0.00	0.25	20.12	21.10	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.23	2.96	21.49	23.41	0.48
0	0	0.11	0.46	30.11	25.28	2.47
0	4	0.00	0.23	22.04	28.06	0.00
1	1	0.04	0.25	24.52	30.24	0.31
1	5	0.10	0.18	20.84	31.21	0.00
2	2	0.72	12.20	16.10	8.58	1.01
2	6	0.68	9.93	15.97	16.79	0.08
3	3	0.20	0.20	21.10	24.59	0.00
3	7	0.00	0.24	21.06	22.39	0.01
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	1.84	27.69	24.03	0.40
0	0	0.00	0.58	38.54	11.61	2.34
0	4	0.01	1.55	25.58	29.76	0.74
1	1	0.05	0.82	28.06	28.53	0.00
1	5	0.22	1.24	25.89	27.99	0.00
2	2	0.40	2.36	25.35	21.95	0.00
2	6	0.21	3.18	26.96	19.41	0.13
3	3	0.20	4.65	24.01	24.98	0.00
3	7	0.00	0.34	27.18	27.98	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.11	3.19	21.17	20.10	0.31
0	0	0.01	1.69	30.65	7.80	2.47
0	4	0.09	3.58	21.38	29.55	0.00
1	1	0.00	2.34	21.09	26.65	0.00
1	5	0.00	0.23	20.60	22.28	0.00
2	2	0.00	0.16	19.77	19.82	0.00
2	6	0.01	0.26	21.76	21.48	0.00
3	3	0.38	5.22	20.84	21.61	0.00
3	7	0.38	12.09	13.39	11.65	0.00
Core	CPU	C1%	C3%	C6%	C8%	C9%
-	-	0.14	3.07	25.17	20.80	0.25
0	0	0.01	0.77	34.10	21.32	1.09
0	4	0.00	0.65	31.31	32.83	0.00
1	1	0.73	13.94	12.57	6.72	0.50
